id,goals,non_penalty_goals,shot,shot_on_target,tot_shot_dist,fk,pk,att_pk,xg,npxg,goals_minus_xg,non_penalty_goals_minus_npxg,non_pen_shots,season,comp
f4ec4fd0,1,1,18,3,257,0,0,0,1,1,0,0,18,20,ITA
f503ea63,0,0,16,2,340,0,0,0,1,1,-1,-1,16,20,ITA
f554e29b,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA
f5ba8903,0,0,1,1,12,0,0,0,0,0,0,0,1,20,ITA
f61c7c4e,3,3,24,13,403,1,0,0,2,2,0,0,24,20,ITA
f6a06749,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA
f6f6b6e8,0,0,2,0,41,0,0,0,0,0,0,0,2,20,ITA
f7036e1c,14,12,122,41,1939,1,2,3,14,12,0,0,119,20,ITA
f7223718,0,0,6,0,151,0,0,0,0,0,0,0,6,20,ITA
f7e2af2c,0,0,1,0,28,0,0,0,0,0,0,0,1,20,ITA
f8d41a8c,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA
f8f0744b,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA
f91e81c9,1,1,12,3,176,0,0,0,1,1,0,0,12,20,ITA
f93ed0df,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA
faa1b07d,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA
fb2c533b,0,0,24,6,525,7,0,0,2,2,-2,-2,24,20,ITA
fb77bfef,2,2,8,2,103,0,0,0,1,1,0,0,8,20,ITA
fba81826,0,0,7,2,152,0,0,0,0,0,0,0,7,20,ITA
fc4f85b1,1,1,11,2,146,0,0,0,0,0,0,0,11,20,ITA
fe012aca,11,11,57,20,991,1,0,0,4,4,6,6,57,20,ITA
fe0b8f0e,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA
fe471a89,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA
fe479e17,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA
fe6a7685,1,1,6,2,69,0,0,0,0,0,0,0,6,20,ITA
fed5f993,2,2,8,2,128,0,0,0,0,0,1,1,8,20,ITA
ff4296df,0,0,0,0,0,0,0,0,0,0,0,0,0,20,ITA
ff764de3,1,1,14,5,294,0,0,0,0,0,0,0,14,20,ITA
ff800ed8,0,0,24,8,441,0,0,0,1,1,-1,-1,24,20,ITA
00f0482f,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
01226327,0,0,8,3,157,0,0,0,0,0,0,0,8,21,ENG
012c975a,0,0,7,0,74,0,0,0,0,0,0,0,7,21,ENG
02b29014,2,2,18,5,313,0,0,0,2,2,0,0,18,21,ENG
0313a347,2,2,22,7,213,0,0,0,2,2,0,0,22,21,ENG
03622183,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
03edb878,1,1,4,2,46,0,0,0,1,1,0,0,4,21,ENG
0420d84f,0,0,12,4,236,0,0,0,0,0,0,0,12,21,ENG
0442183b,0,0,4,1,86,0,0,0,0,0,0,0,4,21,ENG
07802f7f,12,10,55,24,874,0,2,2,8,6,3,3,53,21,ENG
08452314,0,0,18,3,325,0,0,0,1,1,-1,-1,18,21,ENG
099e666f,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
0b33f6ad,0,0,4,1,50,0,0,0,0,0,0,0,4,21,ENG
0d4ceb32,3,3,35,9,479,0,0,0,5,5,-2,-2,35,21,ENG
0df2b165,0,0,19,4,452,1,0,1,1,1,-1,-1,18,21,ENG
0f7533cd,5,5,34,8,574,1,0,0,3,3,1,1,34,21,ENG
101da2b5,0,0,14,3,317,0,0,0,0,0,0,0,14,21,ENG
10b9fa99,0,0,7,2,135,0,0,0,0,0,0,0,7,21,ENG
111c3236,0,0,1,0,31,0,0,0,0,0,0,0,1,21,ENG
119b9a8e,0,0,6,1,78,0,0,0,0,0,0,0,6,21,ENG
11ff3d56,0,0,7,1,156,0,0,0,0,0,0,0,7,21,ENG
1265a93a,1,1,34,11,734,4,0,0,1,1,0,0,34,21,ENG
132a82f1,0,0,11,2,108,0,0,0,1,1,-1,-1,11,21,ENG
1544f145,0,0,11,1,204,0,0,0,0,0,0,0,11,21,ENG
1566e437,0,0,2,1,30,0,0,0,0,0,0,0,2,21,ENG
1598599e,0,0,4,2,114,0,0,0,0,0,0,0,4,21,ENG
15ea812b,1,1,22,5,202,0,0,0,3,3,-2,-2,22,21,ENG
15f3ec41,2,2,23,6,443,0,0,0,1,1,0,0,23,21,ENG
16ceb862,4,4,29,10,336,0,0,0,4,4,0,0,29,21,ENG
17370b95,0,0,4,0,30,0,0,0,0,0,0,0,4,21,ENG
17695062,2,2,13,4,231,0,0,0,1,1,0,0,13,21,ENG
178ae8f8,9,9,46,26,662,0,0,0,6,6,2,2,46,21,ENG
17acc2ed,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
17d4507a,0,0,16,4,278,0,0,0,1,1,-1,-1,16,21,ENG
1880614f,0,0,9,1,209,0,0,0,0,0,0,0,9,21,ENG
18b896d6,1,1,14,6,256,0,0,0,1,1,0,0,14,21,ENG
18b999f4,0,0,6,0,120,1,0,0,0,0,0,0,6,21,ENG
18e96f64,3,3,14,5,126,0,0,0,2,2,0,0,14,21,ENG
1900032e,3,3,23,8,273,0,0,0,1,1,1,1,23,21,ENG
1961b2aa,0,0,14,3,373,0,0,0,0,0,0,0,14,21,ENG
197640fd,2,2,8,3,87,0,0,0,1,1,0,0,8,21,ENG
19f4d211,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
1a4ef233,1,1,3,1,31,0,0,0,0,0,0,0,3,21,ENG
1a7fcf39,2,2,25,8,475,0,0,0,1,1,0,0,25,21,ENG
1aa84968,0,0,10,1,133,0,0,0,0,0,0,0,10,21,ENG
1ae30132,0,0,3,0,64,0,0,0,0,0,0,0,3,21,ENG
1b84dbe1,0,0,13,0,308,3,0,0,0,0,0,0,13,21,ENG
1bf33a9a,4,4,43,16,623,0,0,0,6,6,-2,-2,43,21,ENG
1c7012b8,2,1,25,7,520,3,1,2,3,1,-1,0,23,21,ENG
1cb49278,0,0,3,0,38,0,0,0,0,0,0,0,3,21,ENG
1d042188,0,0,3,0,40,0,0,0,0,0,0,0,3,21,ENG
1ecb65be,3,3,29,11,585,0,0,0,2,2,0,0,29,21,ENG
1ef37668,0,0,4,3,75,0,0,0,0,0,0,0,4,21,ENG
1f9a3a04,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
1fb1c435,7,7,46,18,754,1,0,0,5,5,1,1,46,21,ENG
1fdfd6da,1,1,7,1,80,0,0,0,0,0,0,0,7,21,ENG
21166ff4,1,1,10,3,104,0,0,0,0,0,0,0,10,21,ENG
21945a9e,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
21a66f6a,23,19,133,47,2433,14,4,4,20,16,2,2,129,21,ENG
2389cdc2,0,0,9,2,206,0,0,0,0,0,0,0,9,21,ENG
246d153b,2,2,14,4,344,1,0,0,1,1,0,0,14,21,ENG
254147d4,1,1,14,2,282,0,0,0,0,0,0,0,14,21,ENG
25b82f9a,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
2628fd2b,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
2691c772,3,2,37,12,621,0,1,1,4,3,-1,-1,36,21,ENG
26f6dca8,1,1,12,3,220,1,0,0,1,1,0,0,12,21,ENG
27c01749,2,2,23,8,322,0,0,0,4,4,-2,-2,23,21,ENG
282679b4,4,2,34,9,778,0,2,2,3,1,1,0,32,21,ENG
282f75f3,5,5,32,14,486,3,0,0,2,2,2,2,32,21,ENG
289601e6,0,0,10,4,200,0,0,0,0,0,0,0,10,21,ENG
28b40c9c,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
28d596a0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
2928dca2,1,1,7,2,81,0,0,0,1,1,0,0,7,21,ENG
29733c72,1,0,4,3,86,0,1,1,1,0,0,0,3,21,ENG
2973d8ff,2,2,12,6,204,0,0,0,1,1,0,0,12,21,ENG
2acd49b9,0,0,3,1,39,0,0,0,0,0,0,0,3,21,ENG
2b16cb1a,3,3,30,12,624,0,0,0,2,2,0,0,30,21,ENG
2b471f99,1,1,19,2,459,0,0,0,0,0,0,0,19,21,ENG
2b622f01,3,3,18,6,289,0,0,0,1,1,1,1,18,21,ENG
2b91cf8e,1,1,8,2,88,0,0,0,0,0,0,0,8,21,ENG
2baec6ce,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
2bd83368,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
2bed3eab,0,0,2,0,45,0,0,0,0,0,0,0,2,21,ENG
2ce2508a,1,0,17,5,482,7,1,2,2,0,-1,0,15,21,ENG
2d61d13a,0,0,1,0,4,0,0,0,0,0,0,0,1,21,ENG
2e4f5f03,1,1,19,5,330,0,0,0,1,1,0,0,19,21,ENG
2f7acede,0,0,4,1,123,0,0,0,0,0,0,0,4,21,ENG
2f90f6b8,0,0,12,3,297,0,0,0,0,0,0,0,12,21,ENG
2f965a72,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
2fba6108,1,1,2,1,23,0,0,0,0,0,0,0,2,21,ENG
30040f5d,0,0,1,0,12,0,0,0,0,0,0,0,1,21,ENG
30e81a88,0,0,24,7,523,1,0,0,1,1,-1,-1,24,21,ENG
312626c1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
31c69ef1,1,1,14,6,116,0,0,0,1,1,0,0,14,21,ENG
321a71a7,0,0,1,0,34,0,0,0,0,0,0,0,1,21,ENG
3233eefd,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
32f60ed8,1,1,10,4,211,0,0,0,0,0,0,0,10,21,ENG
3312f911,2,2,18,10,257,0,0,0,1,1,0,0,18,21,ENG
3353737a,0,0,20,4,380,0,0,0,1,1,-1,-1,20,21,ENG
33887998,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
3423f250,6,6,67,24,1152,4,0,0,5,5,0,0,67,21,ENG
3515d404,8,5,39,20,1045,20,3,4,5,2,2,2,35,21,ENG
35e413f1,0,0,10,1,168,0,0,0,0,0,0,0,10,21,ENG
3626f7d9,1,1,8,2,80,0,0,0,0,0,0,0,8,21,ENG
36c2ca73,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
3727dd3c,1,1,42,9,1020,11,0,0,2,2,-1,-1,42,21,ENG
383e68b1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
38c7feef,1,1,8,4,174,0,0,0,0,0,0,0,8,21,ENG
38ceb24a,5,5,58,23,1078,2,0,0,4,4,0,0,58,21,ENG
3925dbd6,3,2,57,19,900,2,1,2,6,4,-3,-2,55,21,ENG
3935e52e,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
394854c4,0,0,13,2,218,0,0,0,1,1,-1,-1,13,21,ENG
3a24769f,3,3,39,12,746,2,0,0,3,3,0,0,39,21,ENG
3a949a25,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
3add8ed8,0,0,1,1,24,0,0,0,0,0,0,0,1,21,ENG
3ae14ed1,2,2,35,12,497,0,0,0,3,3,-1,-1,35,21,ENG
3b029691,0,0,8,4,180,0,0,0,0,0,0,0,8,21,ENG
3bb7b8b4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
3c066877,0,0,1,1,26,0,0,0,0,0,0,0,1,21,ENG
3d50bcdb,0,0,1,0,25,0,0,0,0,0,0,0,1,21,ENG
3e1550ee,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
3e9e06cb,3,3,16,5,161,0,0,0,1,1,1,1,16,21,ENG
3ea50f67,9,9,56,25,980,0,0,0,5,5,3,3,56,21,ENG
3eb22ec9,2,2,28,13,417,0,0,0,2,2,0,0,28,21,ENG
3ec9195b,1,1,26,5,358,0,0,0,2,2,-1,-1,26,21,ENG
3f2d59fe,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
3fe6bd8c,1,1,3,1,27,0,0,0,0,0,0,0,3,21,ENG
4047c976,0,0,4,2,81,0,0,0,0,0,0,0,4,21,ENG
4115ce4e,1,1,10,5,106,0,0,0,0,0,0,0,10,21,ENG
420d7c7d,0,0,24,6,448,0,0,0,1,1,-1,-1,24,21,ENG
42130443,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
43309491,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
43439614,0,0,11,1,347,2,0,0,0,0,0,0,11,21,ENG
43458538,0,0,3,1,41,0,0,0,0,0,0,0,3,21,ENG
43a166b4,0,0,7,2,129,0,0,0,1,1,-1,-1,7,21,ENG
4468ec10,0,0,1,0,29,1,0,0,0,0,0,0,1,21,ENG
44781702,0,0,3,0,39,0,0,0,0,0,0,0,3,21,ENG
44bfb6c5,5,2,64,13,1721,12,3,3,5,2,0,0,61,21,ENG
450ab6fc,2,2,15,3,159,0,0,0,1,1,0,0,15,21,ENG
4535e4bb,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
45963054,15,7,73,28,1051,0,8,9,19,12,-4,-5,64,21,ENG
45db685d,7,0,5,0,239,0,7,9,7,0,0,0,-4,21,ENG
466fb2c5,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
46ee5234,0,0,1,0,12,0,0,0,0,0,0,0,1,21,ENG
47369df8,0,0,34,7,744,7,0,0,1,1,-1,-1,34,21,ENG
47a34c4f,1,1,9,2,193,0,0,0,0,0,0,0,9,21,ENG
4806ec67,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
4879f8cb,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
48a5a5d6,2,2,20,8,282,0,0,0,3,3,-1,-1,20,21,ENG
495945ef,3,3,20,7,470,1,0,0,1,1,1,1,20,21,ENG
49fe9070,6,6,79,31,1090,0,0,0,11,11,-5,-5,79,21,ENG
4ab53cdb,1,1,31,9,530,0,0,0,3,3,-2,-2,31,21,ENG
4b40d9ca,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
4b511457,1,1,14,4,362,0,0,0,0,0,0,0,14,21,ENG
4bcf39f6,8,5,67,22,991,0,3,4,13,10,-5,-5,63,21,ENG
4c370d81,9,9,83,32,1186,0,0,0,11,11,-2,-2,83,21,ENG
4d034881,4,3,17,10,248,0,1,2,3,1,0,1,15,21,ENG
4d0eb7d2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
4dc4f138,0,0,11,4,191,2,0,0,1,1,-1,-1,11,21,ENG
4e9a0555,12,10,68,37,958,0,2,2,13,11,-1,-1,66,21,ENG
4f565d77,1,1,15,5,412,3,0,0,0,0,0,0,15,21,ENG
4f974391,0,0,19,4,482,11,0,0,1,1,-1,-1,19,21,ENG
4fa62ae4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
4fb9c88f,1,1,19,9,368,0,0,0,1,1,0,0,19,21,ENG
507c7bdf,18,9,111,40,2541,16,9,10,16,8,1,0,101,21,ENG
50dc94ce,1,1,2,1,36,0,0,0,0,0,0,0,2,21,ENG
50e6dc35,1,1,4,2,42,0,0,0,0,0,0,0,4,21,ENG
515ebe8d,1,1,15,2,156,0,0,0,1,1,0,0,15,21,ENG
51cf8561,0,0,16,4,363,1,0,0,0,0,0,0,16,21,ENG
52105203,1,1,4,1,40,0,0,0,0,0,0,0,4,21,ENG
5271c8f1,2,2,6,2,103,0,0,0,0,0,1,1,6,21,ENG
527f063d,10,10,34,15,387,0,0,0,8,8,2,2,34,21,ENG
529f49ab,0,0,26,4,704,0,0,0,1,1,-1,-1,26,21,ENG
531a4aa8,0,0,2,0,50,0,0,0,0,0,0,0,2,21,ENG
5348aada,0,0,1,0,8,0,0,0,0,0,0,0,1,21,ENG
53af52f3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
53cad200,1,1,11,4,185,0,0,0,0,0,0,0,11,21,ENG
5540c9dc,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
55b4f1d6,0,0,5,3,89,0,0,0,0,0,0,0,5,21,ENG
56f7a928,6,4,47,18,1104,4,2,2,4,2,1,1,45,21,ENG
57df7a11,0,0,6,2,126,0,0,0,0,0,0,0,6,21,ENG
57e3f0c7,10,9,47,19,737,1,1,1,5,5,4,4,46,21,ENG
58bc7d18,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
58eee997,7,7,67,23,1125,0,0,0,6,6,1,1,67,21,ENG
59e6e5bf,16,16,83,46,1012,0,0,0,16,16,0,0,83,21,ENG
5a04fd92,1,1,35,12,742,1,0,0,2,2,-1,-1,35,21,ENG
5a4280b1,0,0,2,0,18,0,0,0,0,0,0,0,2,21,ENG
5a7301ae,1,1,31,8,465,0,0,0,3,3,-2,-2,31,21,ENG
5c2b4f07,2,2,15,6,262,0,0,0,1,1,0,0,15,21,ENG
5cbd1eb0,1,1,2,2,15,0,0,0,0,0,0,0,2,21,ENG
5cdddffa,3,3,18,7,331,0,0,0,1,1,1,1,18,21,ENG
5e105217,0,0,1,1,19,0,0,0,0,0,0,0,1,21,ENG
5e74d6c8,0,0,1,1,11,0,0,0,0,0,0,0,1,21,ENG
5ed97752,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
5eecec3d,4,4,15,5,208,0,0,0,1,1,2,2,15,21,ENG
5f09991f,0,0,18,5,379,3,0,0,1,1,-1,-1,18,21,ENG
5f1a2f31,0,0,1,0,10,0,0,0,0,0,0,0,1,21,ENG
615ef733,0,0,9,1,107,0,0,0,0,0,0,0,9,21,ENG
62d7ef38,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
6385ebfb,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
6421ec64,0,0,11,0,250,1,0,0,0,0,0,0,11,21,ENG
6434f10d,2,1,31,7,644,0,1,1,2,1,0,0,30,21,ENG
64b08de7,0,0,1,0,32,0,0,0,0,0,0,0,1,21,ENG
653ee42d,0,0,4,0,85,0,0,0,0,0,0,0,4,21,ENG
6612cd8c,0,0,6,1,107,0,0,0,0,0,0,0,6,21,ENG
6613c819,10,10,64,23,787,0,0,0,8,8,1,1,64,21,ENG
6622454d,2,2,35,12,808,1,0,0,1,1,0,0,35,21,ENG
6722d4f0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
67ac5bb8,2,2,16,4,201,0,0,0,1,1,0,0,16,21,ENG
67ca8566,8,8,48,18,984,0,0,0,4,4,3,3,48,21,ENG
6956ff08,0,0,4,0,54,0,0,0,0,0,0,0,4,21,ENG
6a713852,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
6adbc307,0,0,6,2,55,0,0,0,0,0,0,0,6,21,ENG
6b47c5db,1,1,16,1,320,0,0,0,0,0,0,0,16,21,ENG
6b625ac2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
6bb2c084,0,0,34,8,734,0,0,0,1,1,-1,-1,34,21,ENG
6bd603db,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
6c17e046,1,1,26,12,504,0,0,0,1,1,0,0,26,21,ENG
6c203af0,1,1,42,3,1113,2,0,0,1,1,0,0,42,21,ENG
6ca5ec4b,1,1,15,3,280,0,0,0,0,0,0,0,15,21,ENG
6d5701f2,2,2,17,4,190,0,0,0,1,1,0,0,17,21,ENG
6d646ff7,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
6e7f1353,0,0,2,0,58,0,0,0,0,0,0,0,2,21,ENG
6f7d826d,0,0,26,8,621,1,0,0,1,1,-1,-1,26,21,ENG
715bf047,6,6,37,18,765,4,0,0,2,2,3,3,37,21,ENG
71ef519e,0,0,11,1,248,2,0,0,0,0,0,0,11,21,ENG
728e9b2e,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
7399c7a8,0,0,6,0,77,0,0,0,0,0,0,0,6,21,ENG
74b2cd7e,3,3,13,4,94,0,0,0,1,1,1,1,13,21,ENG
74e12f1e,0,0,5,0,111,0,0,0,0,0,0,0,5,21,ENG
758dd7f0,0,0,1,0,24,0,0,0,0,0,0,0,1,21,ENG
75a72a99,0,0,7,4,140,0,0,0,0,0,0,0,7,21,ENG
76dd1480,6,3,45,13,1026,7,3,4,6,3,0,0,41,21,ENG
77bb1522,0,0,4,0,101,0,0,0,0,0,0,0,4,21,ENG
77cf6852,1,1,7,3,159,0,0,0,0,0,0,0,7,21,ENG
77d7c96f,0,0,7,1,130,0,0,0,0,0,0,0,7,21,ENG
77e84962,1,1,22,5,512,1,0,0,1,1,0,0,22,21,ENG
78b8ac63,1,1,30,12,375,0,0,0,3,3,-2,-2,30,21,ENG
7914b9fe,1,1,11,3,137,0,0,0,0,0,0,0,11,21,ENG
79300479,1,1,15,3,337,1,0,0,0,0,0,0,15,21,ENG
7956236f,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
79b0d6a0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
79bc4c45,1,1,9,4,165,0,0,0,1,1,0,0,9,21,ENG
79c0821a,0,0,23,4,558,0,0,0,1,1,-1,-1,23,21,ENG
79c84d1c,8,8,55,16,902,0,0,0,7,7,0,0,55,21,ENG
7a11550b,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
7a1f2c08,2,2,8,2,168,0,0,0,0,0,1,1,8,21,ENG
7a2e46a8,1,1,1,1,8,0,0,0,0,0,0,0,1,21,ENG
7af88b33,0,0,2,1,42,0,0,0,0,0,0,0,2,21,ENG
7ba2eaa9,5,5,61,21,1195,3,0,0,5,5,0,0,61,21,ENG
7ba6d84e,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
7bb5f40e,2,2,22,10,453,1,0,0,2,2,0,0,22,21,ENG
7c104bb7,4,4,68,22,1210,4,0,1,6,5,-2,-1,67,21,ENG
7c39363f,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
7d2d3329,0,0,4,1,88,0,0,0,0,0,0,0,4,21,ENG
7edfbb8a,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
7f3b388c,0,0,10,1,231,0,0,0,0,0,0,0,10,21,ENG
7fcc71d8,3,3,32,14,560,0,0,0,2,2,0,0,32,21,ENG
803ae100,0,0,13,4,339,0,0,0,0,0,0,0,13,21,ENG
80c31c97,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
810e3c74,9,8,40,20,856,1,1,2,4,2,4,5,38,21,ENG
819aa8e7,2,2,31,13,530,1,0,0,3,3,-1,-1,31,21,ENG
819b3158,13,12,52,21,899,4,1,2,9,7,4,4,50,21,ENG
81d8091f,0,0,3,0,68,0,0,0,0,0,0,0,3,21,ENG
82927de4,5,5,50,15,815,0,0,0,6,6,-1,-1,50,21,ENG
8397a50c,2,2,19,7,188,0,0,0,1,1,0,0,19,21,ENG
839c14e1,0,0,7,2,176,1,0,0,0,0,0,0,7,21,ENG
83d074ff,1,1,24,3,540,1,0,0,1,1,0,0,24,21,ENG
849c826a,0,0,7,2,142,0,0,0,0,0,0,0,7,21,ENG
8574c61f,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
85f8571a,0,0,4,1,30,0,0,0,0,0,0,0,4,21,ENG
862a1c15,4,4,33,14,633,1,0,0,3,3,0,0,33,21,ENG
86695068,1,1,8,2,134,0,0,0,0,0,0,0,8,21,ENG
867239d3,3,3,31,11,527,0,0,0,2,2,0,0,31,21,ENG
86dd77d1,1,1,10,3,292,0,0,0,0,0,0,0,10,21,ENG
86e7deaf,2,2,13,4,114,0,0,0,1,1,0,0,13,21,ENG
87935cf3,0,0,1,0,12,0,0,0,0,0,0,0,1,21,ENG
87f7500e,1,1,16,9,251,1,0,0,1,1,0,0,16,21,ENG
88acf83f,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
892d5bb1,9,9,58,22,986,3,0,0,4,4,4,4,58,21,ENG
8a7ff278,0,0,2,1,52,0,0,0,0,0,0,0,2,21,ENG
8aec0537,3,0,28,4,621,6,3,4,4,1,-1,-1,24,21,ENG
8b04d6c1,2,2,14,7,336,0,0,0,1,1,0,0,14,21,ENG
8b529245,1,1,7,4,84,0,0,0,1,1,0,0,7,21,ENG
8b788c01,4,4,43,20,602,0,0,0,6,6,-2,-2,43,21,ENG
8b9ebd03,1,1,20,3,388,5,0,0,1,1,0,0,20,21,ENG
8d03ca5a,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
8d228291,0,0,3,0,60,0,0,0,0,0,0,0,3,21,ENG
8d3c902d,1,1,7,2,78,0,0,0,0,0,0,0,7,21,ENG
8d62d31a,0,0,1,0,9,0,0,0,0,0,0,0,1,21,ENG
8df7a2fb,2,2,22,6,233,0,0,0,2,2,0,0,22,21,ENG
8f62b6ee,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
8fa8f8d2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
90f91999,3,3,45,11,1066,0,0,0,2,2,0,0,45,21,ENG
9228b07c,0,0,7,0,180,0,0,0,0,0,0,0,7,21,ENG
92e7e919,17,16,67,35,1172,1,1,1,9,8,7,7,66,21,ENG
9319781b,1,1,3,1,67,0,0,0,0,0,0,0,3,21,ENG
9328b835,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
935e6b8f,1,1,14,4,267,0,0,0,1,1,0,0,14,21,ENG
93feac6e,17,15,105,46,1386,0,2,2,18,16,-1,-1,103,21,ENG
966e28d0,1,1,9,5,138,0,0,0,1,1,0,0,9,21,ENG
9674002f,6,5,81,25,1709,6,1,1,6,5,0,0,80,21,ENG
96bb8cc2,1,1,16,5,337,4,0,0,0,0,0,0,16,21,ENG
97333cf5,4,4,55,11,1188,0,0,0,2,2,1,1,55,21,ENG
979b811d,3,2,45,15,814,1,1,2,6,4,-3,-2,43,21,ENG
984a5a64,0,0,18,7,338,0,0,0,1,1,-1,-1,18,21,ENG
989d5705,2,2,10,2,187,0,0,0,1,1,0,0,10,21,ENG
99813635,1,1,22,5,380,0,0,0,1,1,0,0,22,21,ENG
9a104dee,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
9a28eba4,2,2,43,13,847,0,0,0,2,2,0,0,43,21,ENG
9a71e978,0,0,1,0,17,0,0,0,0,0,0,0,1,21,ENG
9a9c05db,1,1,21,4,522,0,0,0,0,0,0,0,21,21,ENG
9ae9eaea,0,0,2,0,53,0,0,0,0,0,0,0,2,21,ENG
9b398aea,1,1,15,6,297,0,0,0,0,0,0,0,15,21,ENG
9c94165b,1,1,11,6,190,0,0,0,0,0,0,0,11,21,ENG
9dbb75ca,13,10,42,25,625,3,3,3,11,9,1,0,39,21,ENG
9dc96f10,0,0,1,1,25,0,0,0,0,0,0,0,1,21,ENG
9deaf2c8,1,1,9,2,95,0,0,0,1,1,0,0,9,21,ENG
9e1035f8,7,7,36,14,561,0,0,0,4,4,2,2,36,21,ENG
9e525177,2,2,7,4,106,0,0,0,0,0,1,1,7,21,ENG
9e5708be,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
9f1893b9,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
9f4647e9,0,0,4,1,73,1,0,0,0,0,0,0,4,21,ENG
9f472354,0,0,2,1,42,0,0,0,0,0,0,0,2,21,ENG
9f7c837d,0,0,14,2,225,0,0,0,1,1,-1,-1,14,21,ENG
9fbbcf39,3,3,28,11,375,2,0,0,3,3,0,0,28,21,ENG
a1232f4e,0,0,2,0,22,0,0,0,0,0,0,0,2,21,ENG
a179d516,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ENG
a1d5bd30,11,11,79,36,1493,5,0,0,8,8,2,2,79,21,ENG
a29b1131,1,1,15,6,256,0,0,0,2,2,-1,-1,15,21,ENG
