id,sca,sca_pass_live,sca_pass_dead,sca_take_on,sca_shot,sca_fouled,sca_def,gca,gca_pass_live,gca_pass_dead,gca_take_on,gca_shot,gca_fouled,gca_def,season,comp
f0021247,7,6,0,0,1,0,0,0,0,0,0,0,0,0,24,EL
f05b0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
f0677ed7,9,8,0,1,0,0,0,0,0,0,0,0,0,0,24,EL
f07a0fe5,4,3,0,1,0,0,0,0,0,0,0,0,0,0,24,EL
f0e4c69e,2,1,1,0,0,0,0,0,0,0,0,0,0,0,24,EL
f0e59e3a,5,5,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
f17aa65c,9,7,0,1,0,0,1,2,1,0,0,0,0,1,24,EL
f1e94cd6,22,16,0,3,1,0,2,2,2,0,0,0,0,0,24,EL
f28659fb,4,4,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
f2e3b81c,16,12,2,0,1,0,1,1,0,0,0,1,0,0,24,EL
f315ca93,6,2,3,0,0,0,1,0,0,0,0,0,0,0,24,EL
f3187250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
f36016a5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
f360f047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
f36c432f,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
f36d5624,1,1,0,0,0,0,0,1,1,0,0,0,0,0,24,EL
f3e2f544,6,5,0,0,0,0,1,0,0,0,0,0,0,0,24,EL
f3e82e37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
f40dd3c7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
f47a530a,6,4,1,0,1,0,0,2,0,1,0,1,0,0,24,EL
f4e433d4,4,3,0,0,0,1,0,2,1,0,0,0,1,0,24,EL
f521b80a,7,7,0,0,0,0,0,1,1,0,0,0,0,0,24,EL
f582d5c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
f5a00fa4,7,6,1,0,0,0,0,0,0,0,0,0,0,0,24,EL
f620b04f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
f63d8a4b,5,3,0,1,0,1,0,1,0,0,1,0,0,0,24,EL
f648b2e1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
f6d6a31a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
f6e8ee38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
f754c59e,6,2,3,0,1,0,0,2,1,1,0,0,0,0,24,EL
f7b10c66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
f80d03ca,9,5,1,1,2,0,0,1,0,0,1,0,0,0,24,EL
f820504e,4,4,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
f86fe8c1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
f874dd44,4,2,0,1,1,0,0,0,0,0,0,0,0,0,24,EL
f8766ef9,4,4,0,0,0,0,0,1,1,0,0,0,0,0,24,EL
f882b0a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
f9b1b7bf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
fa18b6cc,7,5,2,0,0,0,0,1,1,0,0,0,0,0,24,EL
fa462ff0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
fb140eb4,12,11,0,1,0,0,0,0,0,0,0,0,0,0,24,EL
fbc471e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
fbd6378b,7,7,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
fc3697dd,6,4,1,0,0,0,1,0,0,0,0,0,0,0,24,EL
fc9b373e,14,8,0,0,3,2,1,3,1,0,0,1,1,0,24,EL
fcb38f57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
fcea4f04,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
fceadb9b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
fd0a98c8,15,9,0,4,1,0,1,1,0,0,1,0,0,0,24,EL
fd7383b8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,24,EL
fdbde523,15,11,0,1,2,1,0,0,0,0,0,0,0,0,24,EL
fde5fc24,2,0,0,0,2,0,0,0,0,0,0,0,0,0,24,EL
fdf3cb77,16,13,3,0,0,0,0,2,2,0,0,0,0,0,24,EL
fe0f9f6a,2,2,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
fe192f45,11,11,0,0,0,0,0,1,1,0,0,0,0,0,24,EL
fe784367,3,1,1,1,0,0,0,0,0,0,0,0,0,0,24,EL
fe91e603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
fec5accc,11,11,0,0,0,0,0,1,1,0,0,0,0,0,24,EL
fef20ac5,9,9,0,0,0,0,0,1,1,0,0,0,0,0,24,EL
ff20acfe,3,3,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
ff2fb007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
ff5ea0bf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,EL
00242b75,46,30,1,1,5,7,2,2,2,0,0,0,0,0,24,GER
009a4f60,24,19,0,1,1,1,2,4,2,0,1,0,0,1,24,GER
00c9a283,22,20,0,0,2,0,0,5,4,0,0,1,0,0,24,GER
00e36323,13,6,4,3,0,0,0,0,0,0,0,0,0,0,24,GER
00f518d8,22,15,0,3,0,4,0,3,1,0,1,0,1,0,24,GER
0118c54c,42,32,4,1,4,1,0,3,3,0,0,0,0,0,24,GER
017018d1,39,31,4,2,0,1,1,4,3,1,0,0,0,0,24,GER
0174ba21,34,23,6,4,1,0,0,2,2,0,0,0,0,0,24,GER
01834aa0,4,1,0,0,1,1,1,0,0,0,0,0,0,0,24,GER
042e8a49,60,47,0,6,4,3,0,7,6,0,0,1,0,0,24,GER
048a1cbc,40,33,4,1,1,0,1,7,7,0,0,0,0,0,24,GER
049751d7,24,20,2,1,1,0,0,3,2,0,0,1,0,0,24,GER
054849d2,40,32,1,2,1,2,2,2,2,0,0,0,0,0,24,GER
056a8552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
056d2d95,47,24,22,0,0,1,0,1,0,1,0,0,0,0,24,GER
05d548d8,20,16,0,0,3,0,1,2,1,0,0,1,0,0,24,GER
05f99a4a,19,11,0,0,3,5,0,0,0,0,0,0,0,0,24,GER
061e8e23,8,7,0,0,1,0,0,1,0,0,0,1,0,0,24,GER
07c7eb0c,32,27,0,0,3,2,0,2,2,0,0,0,0,0,24,GER
07d3bfec,6,3,2,0,1,0,0,1,1,0,0,0,0,0,24,GER
08391d76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
08593525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
0911b4fc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
091c86e2,24,16,0,2,3,3,0,2,1,0,0,1,0,0,24,GER
0a084b35,40,11,26,1,1,1,0,4,0,3,0,0,1,0,24,GER
0a1cb833,3,2,1,0,0,0,0,0,0,0,0,0,0,0,24,GER
0a3f6cde,42,27,8,2,2,3,0,4,4,0,0,0,0,0,24,GER
0a89e877,70,53,4,4,5,1,3,8,5,0,0,2,1,0,24,GER
0c7a48f8,18,16,0,0,1,1,0,3,3,0,0,0,0,0,24,GER
0cbe584d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
0cbf4c54,23,16,3,0,1,2,1,2,2,0,0,0,0,0,24,GER
0cc5f4a5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
0cf778df,120,80,15,13,9,2,1,17,14,1,2,0,0,0,24,GER
0d55d942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
0e0102eb,54,27,5,7,5,9,1,10,4,1,2,2,1,0,24,GER
0e6bc38c,25,19,0,2,4,0,0,4,2,0,0,2,0,0,24,GER
0ed60738,20,18,0,0,0,0,2,4,4,0,0,0,0,0,24,GER
0ee6ea6a,2,2,0,0,0,0,0,1,1,0,0,0,0,0,24,GER
0f59a7bf,62,44,5,2,6,2,3,7,3,2,0,0,1,1,24,GER
0fbecd11,24,19,0,1,4,0,0,0,0,0,0,0,0,0,24,GER
1025db8e,27,23,1,0,2,0,1,2,2,0,0,0,0,0,24,GER
10745192,36,23,0,8,1,4,0,8,5,0,1,0,2,0,24,GER
10876d02,46,35,1,1,2,6,1,4,4,0,0,0,0,0,24,GER
10e7f486,19,16,0,2,0,1,0,1,1,0,0,0,0,0,24,GER
11407d95,21,15,0,1,3,2,0,2,1,0,0,1,0,0,24,GER
116c35df,66,44,0,6,11,4,1,10,4,0,2,1,2,1,24,GER
1238a3f9,26,16,0,2,6,2,0,1,0,0,0,1,0,0,24,GER
12c35abe,3,2,1,0,0,0,0,0,0,0,0,0,0,0,24,GER
13203c45,17,13,0,1,1,1,1,2,2,0,0,0,0,0,24,GER
13210854,27,21,2,2,0,1,1,1,1,0,0,0,0,0,24,GER
13d23b29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
13ddc856,55,39,1,3,6,5,1,5,3,0,0,2,0,0,24,GER
13fe7b69,44,30,1,7,4,1,1,5,4,0,1,0,0,0,24,GER
144e8717,20,18,0,0,2,0,0,2,2,0,0,0,0,0,24,GER
14a7af33,6,6,0,0,0,0,0,1,1,0,0,0,0,0,24,GER
14b09c41,15,14,1,0,0,0,0,1,1,0,0,0,0,0,24,GER
15413fa5,19,18,0,0,0,1,0,2,2,0,0,0,0,0,24,GER
15f24fe7,8,6,0,0,1,1,0,2,1,0,0,1,0,0,24,GER
17370b95,29,23,1,0,3,2,0,3,1,0,0,2,0,0,24,GER
178018f9,45,34,5,1,3,1,1,3,2,0,0,0,1,0,24,GER
19a967ab,47,38,0,6,2,0,1,5,4,0,0,0,0,1,24,GER
1a4b9094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
1ae836b1,41,31,2,2,3,3,0,1,1,0,0,0,0,0,24,GER
1b4be8eb,38,30,4,2,1,1,0,4,3,1,0,0,0,0,24,GER
1c59240b,5,3,1,1,0,0,0,0,0,0,0,0,0,0,24,GER
1d8e9add,28,28,0,0,0,0,0,5,5,0,0,0,0,0,24,GER
1df0c0b9,11,6,2,1,2,0,0,3,3,0,0,0,0,0,24,GER
1e2057aa,17,8,0,5,3,1,0,1,1,0,0,0,0,0,24,GER
1e274a0a,11,10,0,1,0,0,0,2,2,0,0,0,0,0,24,GER
1e37c986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
1f2c7b55,37,28,0,2,5,2,0,6,4,0,1,1,0,0,24,GER
1f3afdcb,21,19,0,2,0,0,0,3,3,0,0,0,0,0,24,GER
1fc08838,2,1,0,0,1,0,0,0,0,0,0,0,0,0,24,GER
1fc4f3d1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
1fffae99,50,42,2,0,4,1,1,5,3,0,0,1,1,0,24,GER
20030c06,13,13,0,0,0,0,0,4,4,0,0,0,0,0,24,GER
202b3b68,4,4,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
204dded0,34,29,0,1,4,0,0,8,7,0,0,1,0,0,24,GER
2077ae86,63,48,1,1,8,4,1,14,10,0,1,3,0,0,24,GER
2180c761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
21a66f6a,71,46,2,4,12,7,0,10,7,1,0,2,0,0,24,GER
220ace7e,89,73,4,4,1,6,1,13,13,0,0,0,0,0,24,GER
2244908c,4,4,0,0,0,0,0,1,1,0,0,0,0,0,24,GER
226ddf9d,9,7,2,0,0,0,0,0,0,0,0,0,0,0,24,GER
22798128,24,21,1,1,0,1,0,4,4,0,0,0,0,0,24,GER
22919e97,20,15,0,0,0,4,1,1,1,0,0,0,0,0,24,GER
231c67ff,3,2,0,1,0,0,0,0,0,0,0,0,0,0,24,GER
236f02cd,24,17,2,0,1,3,1,3,3,0,0,0,0,0,24,GER
253bd2b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
258a6f4d,52,38,0,3,7,1,3,7,4,0,1,1,1,0,24,GER
25ab9c9c,10,9,1,0,0,0,0,0,0,0,0,0,0,0,24,GER
2658c82f,30,22,6,1,0,0,1,4,2,1,0,0,0,1,24,GER
277c49ed,20,18,0,0,1,1,0,2,2,0,0,0,0,0,24,GER
285c7011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
28c6e925,3,3,0,0,0,0,0,1,1,0,0,0,0,0,24,GER
2903a856,118,82,26,2,5,2,1,14,6,6,0,1,1,0,24,GER
2979c05a,10,6,0,1,1,2,0,0,0,0,0,0,0,0,24,GER
298c8aa1,13,7,0,1,5,0,0,2,1,0,0,1,0,0,24,GER
29aee77c,8,6,0,1,1,0,0,0,0,0,0,0,0,0,24,GER
29f7cfd9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
2a158218,35,24,0,3,4,3,1,1,0,0,1,0,0,0,24,GER
2a29eb9b,12,9,2,0,0,1,0,2,2,0,0,0,0,0,24,GER
2b114be3,143,98,22,10,7,5,1,18,12,3,1,1,0,1,24,GER
2bab583c,10,7,1,0,2,0,0,2,2,0,0,0,0,0,24,GER
2be28a0c,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
2c0558b8,101,72,0,12,9,5,3,17,12,0,3,1,1,0,24,GER
2c08cab0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
2d5f03bf,8,7,0,0,0,1,0,0,0,0,0,0,0,0,24,GER
2d61d13a,13,9,0,1,2,1,0,1,1,0,0,0,0,0,24,GER
2d970560,48,39,1,1,3,0,4,6,4,0,1,0,0,1,24,GER
2e77d607,3,3,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
2f7fec15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
2ff76adc,46,31,10,2,0,2,1,2,2,0,0,0,0,0,24,GER
302527b2,14,13,0,0,1,0,0,1,1,0,0,0,0,0,24,GER
30ae134d,47,35,0,0,4,7,1,3,2,0,0,0,1,0,24,GER
30c220c3,64,44,0,9,4,6,1,10,8,0,1,1,0,0,24,GER
313254a3,28,21,6,0,1,0,0,4,3,1,0,0,0,0,24,GER
319fa018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
324ff0da,2,2,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
3260690c,26,18,0,5,1,2,0,7,6,0,1,0,0,0,24,GER
3397e7b5,43,35,0,1,5,2,0,6,5,0,0,1,0,0,24,GER
33b38f49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
346d51d9,34,27,2,1,0,1,3,4,4,0,0,0,0,0,24,GER
3489184e,41,34,2,0,2,1,2,4,3,0,0,0,0,1,24,GER
34b0387f,52,45,0,3,0,3,1,5,3,0,1,0,1,0,24,GER
34b54da7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
34e12499,33,25,0,1,5,0,2,3,3,0,0,0,0,0,24,GER
357103bd,60,33,21,0,5,1,0,9,7,0,0,2,0,0,24,GER
35d64857,31,22,2,0,6,1,0,3,3,0,0,0,0,0,24,GER
36578017,1,0,0,0,0,1,0,1,0,0,0,0,1,0,24,GER
36a3ff67,49,28,6,1,7,5,2,6,2,1,0,1,1,1,24,GER
36a59ba4,47,36,0,2,9,0,0,5,5,0,0,0,0,0,24,GER
36cf2caf,16,14,1,0,1,0,0,0,0,0,0,0,0,0,24,GER
3745e8bd,10,7,1,0,1,1,0,2,2,0,0,0,0,0,24,GER
378825c7,26,16,2,2,2,4,0,3,3,0,0,0,0,0,24,GER
37dc1a48,2,2,0,0,0,0,0,1,1,0,0,0,0,0,24,GER
37f606f0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
395bbb60,3,2,0,0,0,0,1,1,1,0,0,0,0,0,24,GER
3b1ed320,97,69,23,0,1,1,3,9,7,1,0,0,0,1,24,GER
3bb625ac,34,15,14,1,3,0,1,2,1,1,0,0,0,0,24,GER
3c151571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
3c6089ab,72,58,0,1,7,4,2,10,9,0,0,0,0,1,24,GER
3dbdbb6a,13,9,0,1,2,0,1,3,1,0,1,1,0,0,24,GER
3eeb80e0,50,27,18,0,4,0,1,8,4,3,0,1,0,0,24,GER
431c837b,10,8,1,0,0,0,1,0,0,0,0,0,0,0,24,GER
437f2b00,39,25,0,3,5,5,1,4,2,0,0,1,1,0,24,GER
442b56fa,45,40,0,0,3,2,0,1,1,0,0,0,0,0,24,GER
44a20f0c,4,2,0,0,2,0,0,0,0,0,0,0,0,0,24,GER
462475ed,33,27,1,0,1,3,1,0,0,0,0,0,0,0,24,GER
4658e309,1,0,0,1,0,0,0,0,0,0,0,0,0,0,24,GER
46750e9c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
47064058,5,3,2,0,0,0,0,1,0,1,0,0,0,0,24,GER
48035304,18,16,0,0,2,0,0,3,3,0,0,0,0,0,24,GER
48780156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
489d4867,2,1,0,0,0,1,0,0,0,0,0,0,0,0,24,GER
49296448,106,64,37,2,2,0,1,9,5,2,1,1,0,0,24,GER
493924a7,45,33,6,4,0,2,0,4,3,1,0,0,0,0,24,GER
496aeede,5,5,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
49fe9070,8,7,0,1,0,0,0,1,0,0,1,0,0,0,24,GER
4aea5077,11,11,0,0,0,0,0,1,1,0,0,0,0,0,24,GER
4b803b3c,27,19,2,0,4,0,2,6,3,1,0,2,0,0,24,GER
4ccd8957,66,48,4,5,4,5,0,9,7,0,1,1,0,0,24,GER
4cd41883,1,1,0,0,0,0,0,1,1,0,0,0,0,0,24,GER
4f16405e,59,51,0,0,5,3,0,11,10,0,0,1,0,0,24,GER
4f96ed39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
501055d8,16,7,1,2,2,4,0,1,1,0,0,0,0,0,24,GER
50871bcc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
50dc94ce,7,6,1,0,0,0,0,0,0,0,0,0,0,0,24,GER
50ff205b,7,6,0,0,0,0,1,0,0,0,0,0,0,0,24,GER
51d29173,3,2,0,0,0,1,0,0,0,0,0,0,0,0,24,GER
526ea7cc,6,6,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
52ec54d0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
54d2b378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
54e4866f,82,50,22,5,3,2,0,10,3,4,0,1,2,0,24,GER
5521f419,14,10,0,1,3,0,0,2,2,0,0,0,0,0,24,GER
554bcc91,36,25,8,0,1,2,0,8,5,1,0,0,2,0,24,GER
555d5edd,58,20,30,2,1,2,3,5,1,4,0,0,0,0,24,GER
57382429,96,31,49,1,7,7,1,15,5,7,0,1,2,0,24,GER
5762be5c,46,40,0,0,1,1,4,4,4,0,0,0,0,0,24,GER
57d9f511,21,15,0,1,2,3,0,3,2,0,0,0,1,0,24,GER
57ec75bf,6,4,2,0,0,0,0,0,0,0,0,0,0,0,24,GER
582a5247,29,19,3,2,2,2,1,3,3,0,0,0,0,0,24,GER
58468842,2,1,0,0,1,0,0,1,1,0,0,0,0,0,24,GER
59e4b92e,7,5,0,0,1,0,1,0,0,0,0,0,0,0,24,GER
5b92d896,13,6,0,2,1,3,1,1,1,0,0,0,0,0,24,GER
5b9512c5,10,10,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
5bc43860,22,19,1,0,2,0,0,3,3,0,0,0,0,0,24,GER
5c4bf6ba,9,8,0,1,0,0,0,0,0,0,0,0,0,0,24,GER
5c50fdbc,37,27,0,4,2,4,0,3,3,0,0,0,0,0,24,GER
5c899683,18,14,2,0,0,1,1,0,0,0,0,0,0,0,24,GER
5d4f7d61,26,16,0,3,5,2,0,3,0,0,0,2,1,0,24,GER
5d8e331f,25,20,0,0,3,1,1,3,3,0,0,0,0,0,24,GER
5db45ee5,59,34,0,7,7,11,0,10,2,0,3,3,2,0,24,GER
5dbfd101,2,1,1,0,0,0,0,0,0,0,0,0,0,0,24,GER
5dc15574,1,0,0,1,0,0,0,1,0,0,1,0,0,0,24,GER
5ddb8f9f,16,12,3,1,0,0,0,1,1,0,0,0,0,0,24,GER
5e080f73,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
5e66fa06,28,22,0,0,4,1,1,7,6,0,0,1,0,0,24,GER
5fa2e0cf,7,5,2,0,0,0,0,0,0,0,0,0,0,0,24,GER
5fd5e542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
603cb947,93,56,27,4,2,3,1,8,6,0,1,0,1,0,24,GER
610aa1e9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
61590953,4,4,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
616c09f5,29,22,0,3,3,0,1,4,3,0,0,1,0,0,24,GER
6190474d,16,14,1,0,1,0,0,3,2,0,0,1,0,0,24,GER
62ab9184,26,23,0,0,1,2,0,1,1,0,0,0,0,0,24,GER
638a4d71,89,41,34,4,6,3,1,9,5,2,0,1,1,0,24,GER
63b9cc6d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
640134d6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
64d7f629,34,28,2,3,1,0,0,2,1,0,1,0,0,0,24,GER
64f69877,36,25,6,0,3,1,1,4,3,1,0,0,0,0,24,GER
65857fdf,59,36,8,4,6,4,1,1,1,0,0,0,0,0,24,GER
663e080e,3,3,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
677da306,17,11,1,0,1,1,3,0,0,0,0,0,0,0,24,GER
697dc00a,15,13,0,0,0,0,2,2,2,0,0,0,0,0,24,GER
699fb8db,8,7,0,1,0,0,0,0,0,0,0,0,0,0,24,GER
6b8887c2,10,9,0,0,1,0,0,0,0,0,0,0,0,0,24,GER
6bd5cd5d,12,8,1,0,3,0,0,0,0,0,0,0,0,0,24,GER
6c8ddd52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
6ce43701,10,7,0,2,0,1,0,2,2,0,0,0,0,0,24,GER
6e269dd3,10,7,0,2,1,0,0,1,0,0,1,0,0,0,24,GER
6ec6fde0,7,5,0,1,0,1,0,1,1,0,0,0,0,0,24,GER
6ecbddf6,60,41,7,4,4,4,0,7,6,0,0,1,0,0,24,GER
70d4c949,4,3,0,0,0,1,0,0,0,0,0,0,0,0,24,GER
70dcf94d,25,22,0,0,2,1,0,2,2,0,0,0,0,0,24,GER
71ec39ef,17,12,0,1,3,0,1,0,0,0,0,0,0,0,24,GER
74f2e748,72,51,0,13,5,3,0,8,6,0,2,0,0,0,24,GER
75402e99,17,13,0,0,3,0,1,2,2,0,0,0,0,0,24,GER
75645f0e,4,4,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
76abb354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
76fa965f,19,8,7,0,2,1,1,0,0,0,0,0,0,0,24,GER
77cfae67,16,9,1,2,3,0,1,2,2,0,0,0,0,0,24,GER
796a5f30,7,7,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
79c90e45,45,41,2,0,2,0,0,2,2,0,0,0,0,0,24,GER
79f7302a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
7bbb0ac4,43,37,1,3,0,0,2,2,2,0,0,0,0,0,24,GER
7bf9400b,18,13,1,0,4,0,0,0,0,0,0,0,0,0,24,GER
7c24eaf8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,24,GER
7c254c75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
7ca196eb,40,32,0,2,2,4,0,2,2,0,0,0,0,0,24,GER
7d31f1cb,3,3,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
7d3e7da6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
7d450ed3,95,54,33,6,1,1,0,12,4,6,2,0,0,0,24,GER
7e12a98d,1,1,0,0,0,0,0,1,1,0,0,0,0,0,24,GER
7ebd0896,26,16,5,2,0,1,2,1,1,0,0,0,0,0,24,GER
7ed08d5c,21,17,0,0,2,1,1,1,1,0,0,0,0,0,24,GER
7f73bdf4,14,9,0,1,2,2,0,1,1,0,0,0,0,0,24,GER
7fa4e703,25,17,0,2,3,2,1,2,2,0,0,0,0,0,24,GER
7fe12375,1,0,1,0,0,0,0,0,0,0,0,0,0,0,24,GER
80f252f6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,24,GER
822b83e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
826e8b63,31,22,5,2,2,0,0,4,3,0,0,1,0,0,24,GER
829aa60c,34,18,0,8,7,1,0,10,6,0,2,1,1,0,24,GER
82bfc14d,39,25,13,0,0,0,1,1,1,0,0,0,0,0,24,GER
82e12fe7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,24,GER
83e1f40e,41,28,0,1,8,4,0,6,4,0,0,2,0,0,24,GER
8575037f,6,2,1,1,2,0,0,0,0,0,0,0,0,0,24,GER
857a5abe,5,5,0,0,0,0,0,1,1,0,0,0,0,0,24,GER
8593f88c,13,9,2,0,1,0,1,0,0,0,0,0,0,0,24,GER
85b6462d,8,8,0,0,0,0,0,1,1,0,0,0,0,0,24,GER
8652a85c,65,42,0,5,10,7,1,8,6,0,0,1,1,0,24,GER
86574238,48,35,0,5,5,3,0,3,0,0,0,2,1,0,24,GER
86adbcc7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
86c75897,8,6,0,0,1,1,0,1,0,0,0,0,1,0,24,GER
86e119e0,60,34,21,1,2,2,0,2,0,0,0,2,0,0,24,GER
87436846,7,6,1,0,0,0,0,0,0,0,0,0,0,0,24,GER
8778c910,2,2,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
8779ddf8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
877bc844,29,20,0,1,5,3,0,4,2,0,0,2,0,0,24,GER
88d4144a,43,40,0,0,2,0,1,7,7,0,0,0,0,0,24,GER
88e357ef,16,10,0,1,5,0,0,0,0,0,0,0,0,0,24,GER
8a958856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
8b84b707,5,4,0,1,0,0,0,1,0,0,1,0,0,0,24,GER
8e235926,34,23,0,2,5,3,1,6,4,0,0,2,0,0,24,GER
8eb55dbb,28,22,0,2,2,2,0,4,2,0,0,1,1,0,24,GER
8eb5c94c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
8f056768,72,68,0,1,0,3,0,6,6,0,0,0,0,0,24,GER
8f325097,4,3,0,1,0,0,0,0,0,0,0,0,0,0,24,GER
923f4dda,65,50,0,7,4,4,0,10,4,0,4,0,2,0,24,GER
92432bc6,32,27,0,1,1,2,1,4,2,0,1,0,1,0,24,GER
924f9191,32,25,0,1,2,2,2,7,6,0,0,1,0,0,24,GER
92a16062,34,26,1,0,4,3,0,3,1,0,0,1,1,0,24,GER
92d83c27,55,30,10,4,6,5,0,8,6,0,0,1,1,0,24,GER
932bfcac,23,20,0,2,1,0,0,1,1,0,0,0,0,0,24,GER
93a50d2c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,GER
93a8c4f9,18,13,1,1,1,2,0,2,2,0,0,0,0,0,24,GER
94302c52,14,12,0,0,2,0,0,0,0,0,0,0,0,0,24,GER
94c18565,76,45,26,3,1,1,0,6,4,1,1,0,0,0,24,GER
95bb6ddc,42,30,0,7,4,0,1,3,3,0,0,0,0,0,24,GER
962e54cb,27,11,1,4,6,5,0,0,0,0,0,0,0,0,24,GER
9662c9ec,37,32,0,3,1,0,1,2,1,0,1,0,0,0,24,GER
