id,matches_gk,starts_gk,minutes_gk,nineties_gk,goals_ag,sot_ag,saves,gk_won,gk_drew,gk_lost,cs,pk_att_ag,pk_scored_ag,pk_saved,pk_missed_ag,season,comp
ec1f737d,1,1,90,1,3,7,4,0,1,0,0,0,0,0,0,22,ITA
ee833569,10,10,900,10,8,41,32,3,4,3,4,3,2,1,0,22,ITA
f02dde20,1,1,90,1,1,4,3,0,0,1,0,0,0,0,0,22,ITA
f058ed1f,1,1,90,1,3,5,2,0,0,1,0,0,0,0,0,22,ITA
f554e29b,35,35,3150,35,63,168,104,6,10,19,2,8,6,2,0,22,ITA
f6a06749,1,0,45,0,1,2,1,0,0,0,0,1,1,0,0,22,ITA
fcb38f57,32,32,2880,32,21,101,81,22,7,3,17,2,2,0,0,22,ITA
08f5afaa,17,17,1530,17,17,61,45,13,2,2,5,1,1,0,0,22,FRA
1d2d5cc8,9,9,810,9,7,26,20,6,2,1,5,0,0,0,0,22,FRA
20b9f052,29,29,2610,29,31,86,55,15,6,8,10,4,4,0,0,22,FRA
2434f24a,25,25,2250,25,62,133,72,3,8,14,0,5,5,0,0,22,FRA
28a65a2c,7,7,630,7,8,24,16,1,3,3,1,2,2,0,0,22,FRA
28dabd43,32,32,2880,32,56,139,85,9,10,13,7,8,8,0,0,22,FRA
2c127b6f,13,11,1105,12,15,45,30,7,3,1,3,1,1,0,0,22,FRA
2d70dbe5,22,22,1980,22,38,91,56,3,8,11,4,5,4,0,1,22,FRA
380a15e2,11,9,833,9,20,57,37,2,3,4,2,2,2,0,0,22,FRA
3d214e5f,38,38,3420,38,57,170,115,13,9,16,7,4,4,0,0,22,FRA
3f034750,21,21,1890,21,28,85,58,8,7,6,2,2,2,0,0,22,FRA
4e7db402,38,38,3420,38,48,155,105,15,10,13,8,7,4,3,0,22,FRA
58ad9383,38,38,3420,38,44,161,116,11,13,14,11,7,5,1,1,22,FRA
5ee6e943,19,17,1542,17,30,87,57,4,5,8,5,2,2,0,0,22,FRA
5f0241b2,1,0,23,0,1,3,2,0,0,0,0,0,0,0,0,22,FRA
62124972,24,23,2116,23,36,99,65,6,4,13,5,2,2,0,0,22,FRA
667b65da,15,15,1197,13,27,67,42,2,5,8,1,1,1,0,0,22,FRA
74733221,1,1,90,1,2,3,1,0,0,1,0,0,0,0,0,22,FRA
834b5c4c,37,37,3330,37,43,130,88,16,12,9,13,4,4,0,0,22,FRA
8a2248b4,37,37,3330,37,35,141,105,20,7,10,14,5,4,1,0,22,FRA
96fcd380,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,22,FRA
9e17ccff,12,12,1080,12,13,36,22,6,1,5,4,2,1,1,0,22,FRA
a4527d33,1,1,90,1,0,1,1,1,0,0,1,0,0,0,0,22,FRA
ae7d0ecd,21,21,1875,20,39,91,54,2,8,11,3,3,3,0,0,22,FRA
afb0c500,38,38,3420,38,40,141,104,20,9,9,11,9,8,0,1,22,FRA
b98cea65,15,15,1350,15,22,65,45,3,3,9,2,2,2,0,0,22,FRA
be13e5a8,7,4,510,5,13,29,16,0,1,3,0,2,2,0,0,22,FRA
c252c705,13,13,1170,13,29,61,32,3,5,5,2,4,2,2,0,22,FRA
c631f952,29,29,2587,28,41,158,117,10,4,15,8,4,3,1,0,22,FRA
cecbce23,25,25,2250,25,25,67,43,14,5,6,10,4,4,0,0,22,FRA
d6f6ce93,6,4,436,4,6,25,19,3,0,1,1,4,4,0,0,22,FRA
db3164e1,31,31,2790,31,45,135,92,8,8,15,8,8,8,0,0,22,FRA
db87a2c4,1,1,90,1,1,5,4,0,0,1,0,0,0,0,0,22,FRA
e8c5dd4d,15,15,1304,14,33,66,34,3,5,7,3,3,3,0,0,22,FRA
ecada4fc,21,21,1856,20,18,78,60,13,6,2,7,2,2,0,0,22,FRA
edbe46dc,27,27,2313,25,33,100,66,10,8,9,5,4,3,1,0,22,FRA
f00de885,34,34,2982,33,45,148,105,14,11,9,8,4,3,1,0,22,FRA
f5dfc256,17,17,1530,17,20,66,47,6,6,5,8,4,4,0,0,22,FRA
f7d3a773,10,10,900,10,14,44,31,3,3,4,2,0,0,0,0,22,FRA
fbf83734,16,16,1440,16,25,57,32,5,4,7,7,1,1,0,0,22,FRA
0a1cb833,33,33,2908,32,61,170,110,10,5,18,4,3,2,1,0,23,GER
0d55d942,23,22,2035,22,58,138,80,4,4,14,2,4,4,0,0,23,GER
0d8a37c2,6,5,510,5,12,33,21,1,1,3,1,1,1,0,0,23,GER
17376543,23,23,2070,23,41,136,93,8,3,12,5,4,1,2,1,23,GER
1e43fad8,12,12,1025,11,13,55,43,3,6,3,5,2,1,0,1,23,GER
37998008,5,5,450,5,11,25,14,2,1,2,2,2,2,0,0,23,GER
3f6c3ae0,1,1,90,1,1,7,6,1,0,0,0,0,0,0,0,23,GER
420c18a1,29,29,2610,29,39,115,77,15,8,6,8,9,9,0,0,23,GER
47064058,34,34,3060,34,57,161,105,10,6,18,5,3,2,0,1,23,GER
5c4bf6ba,26,26,2340,26,39,109,69,9,8,9,7,5,3,1,1,23,GER
663e080e,26,26,2340,26,29,75,45,16,4,6,7,7,6,1,0,23,GER
7d3e7da6,3,3,270,3,2,8,5,3,0,0,2,1,0,1,0,23,GER
87436846,34,34,3060,34,54,129,77,10,12,12,6,5,4,1,0,23,GER
8778c910,12,12,1080,12,11,44,33,7,4,1,4,2,2,0,0,23,GER
8a6ab963,1,1,90,1,2,4,2,0,0,1,0,0,0,0,0,23,GER
9b688ae1,2,1,152,1,3,14,11,0,1,0,0,0,0,0,0,23,GER
9f941969,34,34,3060,34,72,200,128,10,5,19,5,14,8,3,3,23,GER
a70b8345,29,29,2610,29,27,119,92,16,7,6,11,5,5,0,0,23,GER
a92ab7be,34,34,3060,34,44,150,106,17,8,9,13,6,5,0,1,23,GER
ad3389d5,33,33,2969,33,47,142,97,14,8,11,9,7,7,0,0,23,GER
af104654,33,33,2970,33,68,163,94,6,8,19,3,6,5,1,0,23,GER
b56dd813,7,7,630,7,12,32,20,3,2,2,1,0,0,0,0,23,GER
b90c4a43,1,1,90,1,1,5,4,0,1,0,0,0,0,0,0,23,GER
bcb2ccd8,6,6,540,6,10,26,17,2,2,2,2,1,1,0,0,23,GER
bdedffac,2,2,180,2,2,5,4,2,0,0,1,0,0,0,0,23,GER
c631f952,15,15,1290,14,18,56,38,5,4,6,5,2,2,0,0,23,GER
cbac6ec9,19,19,1710,19,34,87,53,3,7,9,1,1,1,0,0,23,GER
cd59b9df,27,27,2430,27,32,119,88,19,3,5,11,1,1,0,0,23,GER
ce17b5eb,33,33,2970,33,51,130,80,13,10,10,6,2,2,0,0,23,GER
d28339cb,15,15,1350,15,23,59,37,4,5,6,1,5,5,0,0,23,GER
db401046,34,34,3060,34,48,147,101,13,10,11,12,7,4,1,2,23,GER
dc366c36,11,11,990,11,22,65,45,1,4,6,1,0,0,0,0,23,GER
dee3013b,8,8,720,8,16,44,26,3,2,3,0,3,1,2,0,23,GER
fa4cabd1,4,4,360,4,11,31,20,1,1,2,0,1,1,0,0,23,GER
10d221cd,12,12,1080,12,22,59,38,2,4,6,1,2,2,0,0,23,ENG
17acc2ed,2,2,180,2,2,4,2,0,2,0,1,0,0,0,0,23,ENG
2628fd2b,36,36,3240,36,51,192,142,15,5,16,8,8,7,1,0,23,ENG
28300a16,15,15,1350,15,23,57,36,7,3,5,6,2,1,1,0,23,ENG
28d596a0,29,29,2565,28,33,120,90,8,9,12,9,1,1,0,0,23,ENG
2f965a72,5,2,309,3,7,16,9,0,1,1,1,2,2,0,0,23,ENG
33887998,10,9,855,9,14,39,25,3,2,4,1,0,0,0,0,23,ENG
36c2ca73,6,6,540,6,17,30,14,0,1,5,0,1,1,0,0,23,ENG
3a949a25,2,1,157,1,1,9,9,0,1,0,0,0,0,0,0,23,ENG
3bb7b8b4,35,35,3150,35,32,77,46,26,4,5,11,3,3,0,0,23,ENG
3f847d95,2,2,180,2,5,10,5,0,0,2,0,0,0,0,0,23,ENG
466fb2c5,38,38,3420,38,43,136,94,26,6,6,14,5,3,0,2,23,ENG
4806ec67,37,37,3330,37,57,181,123,7,12,18,8,6,5,1,0,23,ENG
4b40d9ca,37,37,3261,36,32,118,85,19,13,5,14,5,2,2,1,23,ENG
62d7ef38,1,1,90,1,4,10,6,0,1,0,0,0,0,0,0,23,ENG
68db6358,2,2,180,2,3,13,10,0,1,1,0,0,0,0,0,23,ENG
6a713852,23,23,2070,23,30,74,46,11,5,7,6,6,5,1,0,23,ENG
6b625ac2,34,34,3060,34,67,158,92,7,9,18,5,3,3,0,0,23,ENG
76eca7e2,4,3,271,3,5,14,9,0,2,1,1,0,0,0,0,23,ENG
7956236f,36,36,3139,34,38,132,97,17,7,12,11,5,4,1,0,23,ENG
7a2e46a8,37,37,3330,37,43,147,105,19,9,9,14,4,2,1,1,23,ENG
7b4de647,1,1,90,1,0,4,4,1,0,0,1,0,0,0,0,23,ENG
7ba6d84e,38,38,3420,38,43,142,99,23,6,9,17,3,2,1,0,23,ENG
8f62b6ee,25,25,2205,24,39,117,79,13,3,9,7,1,1,0,0,23,ENG
903b6e8b,36,36,3240,36,55,161,105,11,7,18,11,4,2,2,0,23,ENG
9328b835,36,36,3111,34,48,154,106,11,6,19,8,4,2,1,1,23,ENG
98ea5115,38,38,3420,38,46,197,154,15,14,9,12,2,2,0,0,23,ENG
9e5708be,9,9,810,9,10,34,25,4,3,2,3,2,2,0,0,23,ENG
a9dc785c,27,27,2385,26,39,138,100,9,6,12,6,5,4,0,1,23,ENG
ab13a5aa,27,27,2430,27,34,116,84,7,9,11,6,2,2,0,0,23,ENG
c1242d4e,3,3,270,3,1,15,14,2,1,0,2,0,0,0,0,23,ENG
c3e39f12,14,13,1215,13,24,55,30,5,3,5,3,3,2,1,0,23,ENG
c91441dc,32,32,2880,32,56,120,67,6,6,20,4,2,1,1,0,23,ENG
cda0b317,4,4,360,4,11,27,16,0,1,3,0,3,2,0,1,23,ENG
d3ce0e89,26,26,2340,26,46,119,75,7,3,16,6,3,2,1,0,23,ENG
e5a76dfe,18,18,1620,18,31,85,52,5,5,8,6,5,2,2,1,23,ENG
e7ee38c3,4,2,281,3,8,19,11,1,0,1,1,1,1,0,0,23,ENG
ecada4fc,17,17,1529,17,32,83,51,4,4,9,1,4,4,0,0,23,ENG
fe558029,12,11,1035,11,32,66,36,2,0,9,2,2,2,0,0,23,ENG
00b86f5e,6,6,540,6,10,31,21,1,2,3,1,2,1,1,0,23,EL
01b8a2b2,8,8,703,7,5,28,23,4,3,1,3,1,1,0,0,23,EL
072e68ed,8,8,720,8,9,22,13,5,2,1,3,1,1,0,0,23,EL
0880e10b,2,2,180,2,4,7,3,0,1,1,0,0,0,0,0,23,EL
10072610,6,6,540,6,8,32,24,4,1,1,2,1,1,0,0,23,EL
10161491,6,6,540,6,13,40,28,0,1,5,0,1,1,0,0,23,EL
1d2d5cc8,7,7,621,6,8,16,9,4,2,1,1,2,2,0,0,23,EL
1e064bfb,2,2,180,2,3,10,7,0,0,2,0,0,0,0,0,23,EL
277da414,6,6,540,6,11,28,16,2,2,2,1,3,2,1,0,23,EL
2edbd8d5,1,1,90,1,3,8,5,0,0,1,0,0,0,0,0,23,EL
2f18d0b8,2,2,180,2,2,3,1,1,1,0,0,0,0,0,0,23,EL
31139973,1,1,90,1,3,5,2,0,0,1,0,1,1,0,0,23,EL
374ee424,8,8,720,8,4,12,8,5,1,2,5,0,0,0,0,23,EL
37998008,1,0,45,0,0,1,1,0,0,0,1,0,0,0,0,23,EL
4030c7ae,8,8,720,8,13,43,30,3,1,4,1,1,1,0,0,23,EL
41f0b196,4,4,390,4,11,31,20,1,1,2,0,1,1,0,0,23,EL
466fb2c5,3,3,300,3,3,9,6,1,1,1,1,0,0,0,0,23,EL
4a51ba65,5,5,450,5,3,14,11,4,1,0,3,1,1,0,0,23,EL
4c5039bd,2,2,180,2,1,8,7,0,2,0,1,0,0,0,0,23,EL
4c62d0c8,1,0,47,0,0,3,3,0,0,0,1,0,0,0,0,23,EL
4e7db402,8,8,720,8,15,50,36,3,1,4,1,2,2,0,0,23,EL
510c6a3f,1,1,90,1,1,3,2,1,0,0,0,0,0,0,0,23,EL
53d93280,8,8,750,8,13,42,29,3,2,3,3,1,0,0,1,23,EL
54bb5c3f,3,3,225,2,6,14,8,0,0,3,0,0,0,0,0,23,EL
595ccab1,6,6,540,6,5,26,21,2,2,2,3,2,2,0,0,23,EL
5e8936be,6,6,540,6,11,29,19,2,0,4,0,1,1,0,0,23,EL
60713cb3,5,5,450,5,7,22,15,2,0,3,2,1,1,0,0,23,EL
60831426,6,6,540,6,10,31,22,1,1,4,0,0,0,0,0,23,EL
6115fddd,6,6,540,6,16,34,19,1,0,5,0,0,0,0,0,23,EL
625c144a,2,2,180,2,3,9,6,0,1,1,1,1,1,0,0,23,EL
65d62814,6,6,570,6,6,22,17,1,4,1,1,0,0,0,0,23,EL
6f51e382,2,2,180,2,4,10,7,0,1,1,0,0,0,0,0,23,EL
79b0d6a0,14,14,1320,14,9,42,34,7,4,3,6,0,0,0,0,23,EL
7b456af7,2,2,180,2,5,13,8,0,0,2,0,0,0,0,0,23,EL
7ba6d84e,12,12,1080,12,12,38,28,8,2,2,5,2,2,0,0,23,EL
8a2248b4,7,7,630,7,6,29,23,4,1,2,3,0,0,0,0,23,EL
9052e98c,2,2,180,2,5,15,10,0,0,2,0,0,0,0,0,23,EL
939bc634,8,8,720,8,13,36,23,2,3,3,1,2,1,1,0,23,EL
99351886,10,10,900,10,15,43,27,5,3,2,3,1,0,1,0,23,EL
9e17ccff,2,1,129,1,3,6,3,0,1,0,0,0,0,0,0,23,EL
a04e2dd2,2,2,180,2,5,18,13,0,0,2,0,0,0,0,0,23,EL
a70b8345,10,10,855,9,9,28,19,5,2,3,4,0,0,0,0,23,EL
a9107589,4,4,360,4,6,26,20,0,0,4,0,2,2,0,0,23,EL
a92ab7be,7,7,630,7,5,29,24,4,1,2,3,1,1,0,0,23,EL
ac295d9e,3,3,270,3,3,13,10,1,0,2,1,1,1,0,0,23,EL
ad3389d5,8,8,750,8,8,23,16,4,2,2,3,1,1,0,0,23,EL
afb0c500,8,8,750,8,13,40,28,4,1,3,1,1,1,0,0,23,EL
b69dfb42,6,6,540,6,10,24,14,2,2,2,3,1,1,0,0,23,EL
bcf5058a,1,1,90,1,2,3,1,0,0,1,0,0,0,0,0,23,EL
be855308,6,6,540,6,9,31,22,2,1,3,1,2,2,0,0,23,EL
cfd68aa7,4,3,315,3,6,22,16,0,0,3,0,1,1,0,0,23,EL
dbd1b101,1,1,90,1,1,5,4,0,1,0,0,0,0,0,0,23,EL
ea83bfa6,2,2,180,2,1,7,6,1,0,1,1,0,0,0,0,23,EL
eb2b33aa,2,2,180,2,4,10,6,0,0,2,0,0,0,0,0,23,EL
ef3909cd,6,6,540,6,7,23,16,3,1,2,2,1,1,0,0,23,EL
f63a8347,5,5,450,5,6,19,13,3,0,2,2,1,1,0,0,23,EL
f6798fc3,6,6,600,6,5,24,19,3,3,0,2,0,0,0,0,23,EL
ff74841d,2,2,180,2,2,9,7,1,0,1,1,0,0,0,0,23,EL
0107757e,2,2,180,2,3,6,3,0,1,1,0,0,0,0,0,23,SPA
10072610,12,12,1080,12,9,42,33,5,5,2,4,1,1,0,0,23,SPA
1840e36d,31,31,2790,31,29,118,88,20,5,6,10,5,4,1,0,23,SPA
2fa2a875,10,10,899,10,14,40,27,1,5,4,1,0,0,0,0,23,SPA
30061f53,1,1,90,1,3,8,5,0,0,1,0,0,0,0,0,23,SPA
3061e1ec,7,7,630,7,7,18,12,4,1,2,3,0,0,0,0,23,SPA
374ee424,38,38,3420,38,35,133,99,21,8,9,15,2,1,1,0,23,SPA
3f034750,12,10,922,10,12,48,36,6,3,1,2,3,3,0,0,23,SPA
58ad9383,36,36,3240,36,40,133,92,13,8,15,12,7,6,1,0,23,SPA
5dcf3e90,31,31,2745,30,37,104,70,13,6,12,9,3,3,0,0,23,SPA
625c144a,14,14,1260,14,10,56,46,6,3,5,7,0,0,0,0,23,SPA
63d17038,28,28,2520,28,37,125,87,11,8,9,4,6,4,1,1,23,SPA
688b96e3,10,10,900,10,18,43,25,2,2,6,0,2,2,0,0,23,SPA
6c4776b1,34,34,3060,34,48,179,130,9,11,14,12,9,8,1,0,23,SPA
6f51e382,38,38,3347,37,18,98,83,28,4,6,26,3,3,0,0,23,SPA
73683fa9,2,1,96,1,4,5,1,0,0,1,0,0,0,0,0,23,SPA
853b7c48,19,19,1710,19,29,72,42,5,5,9,6,4,2,2,0,23,SPA
87b498b0,1,1,90,1,3,4,1,0,1,0,0,1,1,0,0,23,SPA
8f8c6934,38,38,3420,38,45,166,119,10,12,16,13,8,4,4,0,23,SPA
8fae77ea,28,28,2507,27,42,145,101,9,5,14,8,9,5,3,1,23,SPA
924ff27e,1,1,90,1,0,4,4,1,0,0,1,0,0,0,0,23,SPA
97852360,17,17,1530,17,35,93,57,4,3,10,3,5,4,1,0,23,SPA
9f0ea33f,10,10,900,10,21,51,30,2,2,6,1,1,1,0,0,23,SPA
a01c3d54,21,21,1890,21,19,77,59,10,5,6,8,0,0,0,0,23,SPA
a2c1a8d3,8,7,675,7,6,19,13,1,3,3,2,0,0,0,0,23,SPA
a4995f48,17,17,1530,17,23,71,48,5,3,9,3,4,1,1,2,23,SPA
ac295d9e,15,13,1269,14,13,55,43,6,4,3,5,0,0,0,0,23,SPA
be6faae0,1,0,13,0,0,3,3,0,0,0,0,0,0,0,0,23,SPA
c0b1a6da,2,2,180,2,4,8,4,0,0,2,0,0,0,0,0,23,SPA
cc1c5035,2,0,73,0,2,4,2,0,0,0,0,0,0,0,0,23,SPA
cde52ef5,19,19,1710,19,24,62,38,6,5,8,4,4,3,0,1,23,SPA
d4b73232,38,38,3420,38,45,148,105,11,9,18,7,5,2,0,3,23,SPA
d9235a45,1,0,45,0,2,5,3,0,0,0,0,0,0,0,0,23,SPA
dabb2827,37,37,3285,36,61,193,132,11,8,18,4,6,4,1,1,23,SPA
e358587b,22,22,1980,22,27,87,61,13,3,6,5,4,4,0,0,23,SPA
e4346678,36,36,3240,36,63,200,136,5,10,21,4,10,7,3,0,23,SPA
ea83bfa6,26,26,2340,26,32,104,73,12,4,10,9,2,2,0,0,23,SPA
ee8508c0,28,28,2492,27,20,79,59,17,5,6,11,2,1,0,1,23,SPA
f0f4671c,1,0,6,0,1,1,0,0,0,0,0,0,0,0,0,23,SPA
f127d782,11,11,990,11,18,50,33,3,4,4,2,0,0,0,0,23,SPA
f6798fc3,25,25,2151,23,41,106,66,7,6,12,4,3,2,1,0,23,SPA
fc70e345,37,37,3324,36,49,139,94,13,10,14,9,5,4,0,1,23,SPA
fea23125,4,4,360,4,5,23,18,1,1,2,1,1,1,0,0,23,SPA
01b8a2b2,4,4,360,4,9,19,10,1,0,3,0,1,1,0,0,23,CL
03df04ff,10,10,900,10,13,31,18,6,3,1,2,3,3,0,0,23,CL
08f5afaa,8,8,720,8,10,35,26,4,2,2,0,1,1,0,0,23,CL
1840e36d,10,10,900,10,11,53,41,7,1,2,5,1,0,1,0,23,CL
1f994616,2,1,155,1,4,8,4,0,0,1,0,1,1,0,0,23,CL
20b9f052,6,6,540,6,8,20,12,2,0,4,1,0,0,0,0,23,CL
28d596a0,9,9,810,9,8,35,27,4,1,4,3,0,0,0,0,23,CL
3061e1ec,2,2,180,2,2,5,3,1,1,0,0,0,0,0,0,23,CL
33887998,1,1,90,1,1,2,1,1,0,0,0,0,0,0,0,23,CL
3392603d,6,6,540,6,16,37,21,2,0,4,1,2,2,0,0,23,CL
3b0108d6,1,1,90,1,4,9,5,0,0,1,0,0,0,0,0,23,CL
3bb7b8b4,11,11,990,11,4,31,27,7,4,0,7,1,1,0,0,23,CL
3f034750,1,1,90,1,2,5,3,0,0,1,0,0,0,0,0,23,CL
41f0b196,6,6,540,6,10,38,30,1,3,2,0,0,0,0,0,23,CL
420c18a1,4,4,360,4,4,17,13,2,1,1,2,1,0,0,1,23,CL
4535e4bb,2,2,180,2,3,6,3,0,1,1,1,0,0,0,0,23,CL
4c62d0c8,2,2,180,2,4,13,9,0,0,2,0,1,1,0,0,23,CL
58f077c0,6,6,540,6,11,35,25,1,1,4,1,3,3,0,0,23,CL
62182b1d,4,4,360,4,9,32,23,0,2,2,1,2,1,1,0,23,CL
65d62814,5,5,382,4,5,21,16,2,1,2,2,1,1,0,0,23,CL
663e080e,6,5,528,5,11,31,20,3,1,1,2,2,2,0,0,23,CL
6f51e382,5,5,450,5,10,22,12,1,1,3,0,0,0,0,0,23,CL
75c2e240,6,6,540,6,21,42,22,1,0,5,1,0,0,0,0,23,CL
7a2e46a8,8,8,720,8,12,28,15,5,0,3,3,2,1,1,0,23,CL
7d3e7da6,3,3,270,3,2,10,8,3,0,0,2,0,0,0,0,23,CL
8778c910,3,3,270,3,0,9,9,3,0,0,3,0,0,0,0,23,CL
8f62b6ee,6,6,540,6,6,23,17,3,2,1,2,0,0,0,0,23,CL
93fffbcf,8,8,720,8,8,38,28,4,1,3,4,4,1,3,0,23,CL
9413b19f,10,10,900,10,8,30,21,7,1,2,4,2,1,1,0,23,CL
ac295d9e,2,2,180,2,0,4,4,1,1,0,2,0,0,0,0,23,CL
ad3389d5,6,6,540,6,8,24,15,1,2,3,2,3,2,1,0,23,CL
b056e3da,5,5,450,5,5,25,20,3,0,2,3,1,1,0,0,23,CL
b56dd813,5,4,405,4,5,17,12,2,0,2,1,1,1,0,0,23,CL
bcb2ccd8,3,3,192,2,6,8,2,1,0,2,0,0,0,0,0,23,CL
c1242d4e,2,2,180,2,1,6,5,1,1,0,1,0,0,0,0,23,CL
c3e39f12,2,2,180,2,1,7,6,0,1,1,1,0,0,0,0,23,CL
cb4f24c6,6,6,540,6,15,31,16,0,2,4,0,2,2,0,0,23,CL
cc1c5035,1,1,90,1,2,8,6,1,0,0,0,1,1,0,0,23,CL
cd59b9df,4,4,315,3,2,19,16,1,3,0,2,1,0,1,0,23,CL
ce17b5eb,8,8,720,8,13,41,27,3,1,4,2,4,2,1,1,23,CL
d3dc62d1,1,1,90,1,5,13,8,0,0,1,0,0,0,0,0,23,CL
d436eb94,8,8,720,8,11,45,34,3,2,3,5,3,2,0,1,23,CL
e9c0c1b2,13,13,1170,13,11,57,47,7,3,3,8,0,0,0,0,23,CL
eca17cf2,5,5,450,5,19,42,23,0,0,5,0,0,0,0,0,23,CL
ee8508c0,5,5,450,5,7,22,15,1,2,2,1,1,1,0,0,23,CL
f3a97d02,5,5,450,5,18,42,23,0,0,5,0,3,2,1,0,23,CL
f6798fc3,4,4,360,4,12,26,14,0,1,3,0,0,0,0,0,23,CL
fcb38f57,7,7,630,7,6,27,20,2,3,2,2,1,0,1,0,23,CL
ff74841d,6,6,540,6,9,30,21,1,3,2,1,0,0,0,0,23,CL
00a17eba,7,7,630,7,9,24,15,1,1,5,2,0,0,0,0,23,ITA
01b8a2b2,28,28,2472,27,26,93,67,17,3,8,14,3,3,0,0,23,ITA
085e71a7,34,34,2946,32,54,164,112,6,10,18,6,6,4,1,1,23,ITA
0acda699,1,1,90,1,0,4,4,1,0,0,1,0,0,0,0,23,ITA
0d422df7,38,38,3420,38,48,137,91,11,13,14,10,7,6,0,1,23,ITA
10dc46f0,1,1,90,1,0,5,5,1,0,0,1,0,0,0,0,23,ITA
14ae023f,4,4,360,4,9,30,21,1,1,2,0,2,1,0,1,23,ITA
1e9bde92,20,20,1800,20,33,105,71,4,10,6,4,4,3,1,0,23,ITA
277da414,38,37,3413,37,30,128,99,21,8,8,21,2,1,0,1,23,ITA
30223b33,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,23,ITA
3318286e,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,23,ITA
343f753a,17,17,1530,17,27,87,57,4,5,8,3,7,4,3,0,23,ITA
3945ac70,1,1,90,1,3,7,4,0,0,1,0,0,0,0,0,23,ITA
4c62d0c8,11,10,948,10,7,40,32,5,3,2,6,2,1,1,0,23,ITA
4e0c8d66,37,37,3330,37,49,167,119,14,10,13,10,3,3,0,0,23,ITA
54f6afe3,1,0,74,0,2,3,1,0,0,0,0,0,0,0,0,23,ITA
649b01d8,25,25,2250,25,39,121,82,2,6,17,4,7,5,2,0,23,ITA
67f649be,9,9,810,9,19,64,45,0,3,6,1,3,3,0,0,23,ITA
74419746,14,14,1234,13,18,52,35,9,0,5,4,1,1,0,0,23,ITA
77d6fd4d,31,31,2783,30,39,134,95,9,12,10,7,6,4,1,1,23,ITA
79b0d6a0,35,35,3150,35,35,108,73,17,8,10,13,3,2,1,0,23,ITA
7b5f516f,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,ITA
8cabdc1e,35,35,3150,35,55,117,64,12,8,15,9,3,3,0,0,23,ITA
8ec56e62,27,27,2430,27,47,153,107,4,9,14,4,2,2,0,0,23,ITA
9413b19f,34,34,3060,34,24,91,66,26,5,3,16,2,1,1,0,23,ITA
96640846,1,0,7,0,1,1,0,0,0,0,0,0,0,0,0,23,ITA
9f5a610b,38,38,3420,38,46,156,112,8,12,18,6,6,5,1,0,23,ITA
9fa26bc2,38,38,3420,38,41,136,95,14,11,13,11,6,5,0,1,23,ITA
a111cf41,24,24,2077,23,27,89,64,13,4,7,7,2,2,0,0,23,ITA
a2565f79,1,1,90,1,2,4,2,1,0,0,0,0,0,0,0,23,ITA
ab4449d6,37,37,3330,37,49,161,113,13,12,12,7,9,7,2,0,23,ITA
ac4003af,15,14,1339,14,21,64,43,6,3,5,2,1,1,0,0,23,ITA
b056e3da,16,16,1440,16,22,61,40,9,3,4,4,2,2,0,0,23,ITA
b959a0d1,2,2,180,2,3,8,5,1,0,1,1,0,0,0,0,23,ITA
b9e11c1d,1,1,90,1,0,4,4,0,1,0,1,0,0,0,0,23,ITA
bcf5058a,3,3,270,3,3,10,7,1,1,1,1,0,0,0,0,23,ITA
c1d95617,37,37,3330,37,59,181,124,7,9,21,5,2,1,1,0,23,ITA
cc1a0c57,5,4,334,3,4,13,9,0,3,1,0,1,1,0,0,23,ITA
d7a35008,9,9,810,9,23,64,41,0,3,6,0,2,2,0,0,23,ITA
e1b0a70d,29,29,2610,29,38,96,59,9,8,12,5,7,6,1,0,23,ITA
e66ebabb,1,0,26,0,0,2,2,0,0,0,1,0,0,0,0,23,ITA
e9c0c1b2,24,24,2160,24,24,83,61,14,3,7,8,2,2,0,0,23,ITA
efdeaff3,5,5,450,5,3,11,8,4,1,0,2,1,1,0,0,23,ITA
f058ed1f,2,2,180,2,3,6,3,0,1,1,0,1,1,0,0,23,ITA
f0f7f62f,7,7,630,7,6,24,18,3,3,1,4,0,0,0,0,23,ITA
f554e29b,1,1,90,1,3,5,2,0,0,1,0,0,0,0,0,23,ITA
f794b426,1,0,66,0,2,3,1,0,0,0,0,0,0,0,0,23,ITA
fcb38f57,22,22,1978,22,21,62,40,11,7,4,8,3,2,1,0,23,ITA
0810b6df,7,7,630,7,14,29,16,1,3,3,0,2,2,0,0,23,FRA
08f5afaa,38,38,3409,37,40,160,120,27,4,7,13,5,2,1,2,23,FRA
0e12089d,38,38,3420,38,57,179,122,13,9,16,9,7,4,3,0,23,FRA
1b729a98,1,0,82,0,0,4,4,0,0,0,1,0,0,0,0,23,FRA
1d2d5cc8,34,34,3014,33,31,110,79,19,5,10,12,3,2,1,0,23,FRA
1e7aea56,32,32,2798,31,60,133,74,6,4,22,4,9,8,0,1,23,FRA
20b9f052,33,32,2925,32,34,123,90,21,4,7,10,5,5,0,0,23,FRA
2434f24a,19,19,1710,19,41,96,55,3,4,12,2,3,3,0,0,23,FRA
28dabd43,27,27,2430,27,62,143,84,1,5,21,3,9,8,0,1,23,FRA
