id,matches_gk,starts_gk,minutes_gk,nineties_gk,goals_ag,sot_ag,saves,gk_won,gk_drew,gk_lost,cs,pk_att_ag,pk_scored_ag,pk_saved,pk_missed_ag,season,comp
28dabd43,38,38,3420,38,58,180,122,15,8,15,10,5,4,1,0,19,FRA
2f965a72,21,21,1890,21,17,66,50,16,3,2,11,4,4,0,0,19,FRA
2fa2a875,37,37,3330,37,42,143,102,15,13,9,11,5,3,1,1,19,FRA
33887998,38,38,3420,38,42,150,110,13,16,9,14,7,7,0,0,19,FRA
380a15e2,1,1,90,1,0,1,1,0,1,0,1,0,0,0,0,19,FRA
4d3e9033,4,4,360,4,5,15,10,3,0,1,1,0,0,0,0,19,FRA
5ee6e943,21,21,1890,21,34,93,58,4,7,10,6,2,1,1,0,19,FRA
60d90c55,38,38,3420,38,54,193,139,7,12,19,9,8,6,2,0,19,FRA
76806215,9,7,680,7,12,25,12,4,2,1,3,5,4,1,0,19,FRA
834b5c4c,37,37,3330,37,48,148,99,10,16,11,8,9,7,2,0,19,FRA
8417953b,3,2,225,2,7,12,6,0,1,1,0,0,0,0,0,19,FRA
8870154f,13,13,1170,13,17,72,56,2,2,9,1,1,1,0,0,19,FRA
8a2248b4,35,35,3150,35,29,143,112,15,10,10,16,5,2,3,0,19,FRA
8fa8f8d2,25,25,2250,25,43,99,56,7,5,13,5,2,2,0,0,19,FRA
950ff24d,3,3,270,3,6,12,6,0,1,2,0,1,1,0,0,19,FRA
a4527d33,1,1,90,1,0,1,1,1,0,0,1,0,0,0,0,19,FRA
a56bd2ee,17,17,1530,17,34,78,43,1,5,11,4,4,2,1,1,19,FRA
b056e3da,27,27,2391,26,30,95,62,8,6,13,7,4,1,3,0,19,FRA
b7e7937d,23,22,2057,22,38,96,57,4,6,12,4,5,3,2,0,19,FRA
bc270726,38,38,3420,38,52,166,114,9,11,18,11,9,6,2,1,19,FRA
bcf1b2e9,31,31,2704,30,45,143,98,6,11,14,6,5,4,1,0,19,FRA
c252c705,1,1,90,1,0,1,1,1,0,0,1,0,0,0,0,19,FRA
c977ef13,1,1,90,1,1,1,0,0,0,1,0,1,1,0,0,19,FRA
cac76a72,37,37,3330,37,40,148,107,19,8,10,13,9,7,1,1,19,FRA
dc366c36,33,32,2925,32,48,138,90,10,11,11,9,4,3,1,0,19,FRA
e40d028b,17,17,1530,17,18,65,49,13,1,3,6,2,1,1,0,19,FRA
f00de885,34,34,3060,34,42,134,95,18,9,7,9,5,5,0,0,19,FRA
f6db3bd5,14,14,1138,12,12,39,26,4,5,5,4,3,2,1,0,19,FRA
fcb38f57,38,38,3420,38,33,125,90,22,9,7,15,10,6,2,2,19,FRA
0a1cb833,33,33,2970,33,67,169,105,8,6,19,4,1,1,0,0,20,GER
0d55d942,24,24,2091,23,32,118,86,9,6,9,4,3,3,0,0,20,GER
17376543,33,33,2970,33,54,159,105,12,5,16,8,4,3,1,0,20,GER
226ddf9d,1,1,90,1,4,8,4,0,0,1,0,0,0,0,0,20,GER
27d2618c,29,29,2547,28,46,143,99,11,5,13,9,7,7,0,0,20,GER
289b90cd,9,8,742,8,18,55,37,1,3,4,2,2,2,0,0,20,GER
2e7ff968,4,3,290,3,1,7,6,2,1,0,3,0,0,0,0,20,GER
3cd9e95a,34,34,3060,34,69,156,87,10,6,18,6,6,4,2,0,20,GER
420c18a1,34,34,3060,34,40,158,117,20,5,9,7,2,1,1,0,20,GER
42130443,17,17,1530,17,36,99,63,4,3,10,2,2,1,1,0,20,GER
45f6f52b,2,1,151,1,4,11,7,0,0,1,0,0,0,0,0,20,GER
47064058,30,30,2700,30,49,146,97,13,7,10,7,7,5,2,0,20,GER
5c4bf6ba,22,22,1935,21,40,115,75,8,2,12,3,2,1,1,0,20,GER
62ba5881,1,1,90,1,2,5,3,0,1,0,0,0,0,0,0,20,GER
7d3e7da6,2,2,90,1,1,3,2,1,0,0,0,0,0,0,0,20,GER
7fe12375,10,10,900,10,12,33,22,3,3,4,3,0,0,0,0,20,GER
8778c910,33,33,2970,33,31,110,79,25,4,4,15,4,3,1,0,20,GER
9d12e142,31,31,2770,30,40,95,58,19,5,7,12,3,3,0,0,20,GER
a70b8345,9,9,810,9,14,49,35,2,3,4,1,2,2,0,0,20,GER
a92ab7be,10,10,900,10,14,69,55,4,3,3,3,1,0,0,1,20,GER
ad3389d5,34,34,3060,34,44,143,99,19,6,9,10,2,2,0,0,20,GER
afb0c500,26,26,2315,25,40,118,80,8,9,9,5,4,4,0,0,20,GER
bb25c778,4,4,360,4,9,19,10,0,3,1,0,0,0,0,0,20,GER
bcb2ccd8,32,32,2880,32,34,116,82,16,12,4,10,2,2,0,0,20,GER
bf9d9070,28,28,2520,28,57,152,96,4,7,17,5,4,3,1,0,20,GER
c41f7379,4,4,360,4,4,21,17,2,0,2,1,1,1,0,0,20,GER
c89e8aae,8,8,720,8,8,37,30,2,4,2,3,1,1,0,0,20,GER
cac55e10,1,0,69,0,1,4,3,0,0,0,0,0,0,0,0,20,GER
cbac6ec9,13,12,1125,12,25,66,40,3,2,7,2,3,2,1,0,20,GER
ce17b5eb,22,22,1980,22,38,105,69,11,3,8,4,1,1,0,0,20,GER
db401046,26,26,2340,26,38,105,67,11,6,9,5,4,4,0,0,20,GER
dc29b608,2,2,180,2,3,5,2,2,0,0,0,0,0,0,0,20,GER
dc2e4736,17,17,1530,17,31,78,49,2,9,6,2,3,2,1,0,20,GER
dc366c36,24,24,2160,24,51,122,72,6,6,12,4,1,0,1,0,20,GER
e2d34771,3,3,270,3,8,20,12,0,0,3,0,0,0,0,0,20,GER
e8fd2e5b,6,6,540,6,17,33,16,0,1,5,0,1,1,0,0,20,GER
07666c20,5,4,436,4,6,21,15,2,0,2,2,0,0,0,0,20,ENG
10072610,4,3,347,3,7,15,8,2,0,1,1,0,0,0,0,20,ENG
1e43fad8,1,1,21,0,1,2,1,0,0,1,0,0,1,0,0,20,ENG
2628fd2b,30,30,2649,29,39,151,111,9,13,8,7,7,6,1,0,20,ENG
28d596a0,33,33,2970,33,47,99,54,18,4,11,8,2,2,0,0,20,ENG
36c2ca73,28,28,2520,28,35,113,78,13,5,10,7,2,1,1,0,20,ENG
3a949a25,38,38,3420,38,58,195,139,11,11,16,11,2,2,0,0,20,ENG
3bb7b8b4,35,35,3071,34,28,95,68,24,3,8,16,3,3,0,0,20,ENG
4535e4bb,38,38,3420,38,54,168,116,9,14,15,9,2,2,0,0,20,ENG
466fb2c5,37,37,3330,37,62,187,124,9,7,21,5,6,5,1,0,20,ENG
4806ec67,38,38,3420,38,56,147,94,13,10,15,9,4,3,0,1,20,ENG
4b40d9ca,38,38,3420,38,50,167,117,15,9,14,15,5,4,1,0,20,ENG
51a19d04,2,1,159,1,6,13,6,0,0,1,0,1,0,1,0,20,ENG
53af52f3,38,38,3420,38,41,135,94,18,8,12,13,10,8,2,0,20,ENG
6385ebfb,2,2,180,2,5,11,6,0,1,1,0,1,1,0,0,20,ENG
63d17038,18,17,1613,17,26,82,56,5,5,7,2,4,3,1,0,20,ENG
76eca7e2,3,3,270,3,8,23,15,0,1,2,0,0,0,0,0,20,ENG
7956236f,9,8,771,8,9,42,33,5,1,2,3,1,1,0,0,20,ENG
79b0d6a0,38,38,3420,38,40,129,88,15,14,9,13,3,1,2,0,20,ENG
7a2e46a8,29,29,2543,28,23,80,58,23,3,3,13,1,1,0,0,20,ENG
7ba6d84e,38,38,3420,38,36,131,96,18,12,8,13,3,3,0,0,20,ENG
8f62b6ee,21,21,1807,20,21,99,78,11,6,4,6,3,2,1,0,20,ENG
9328b835,25,25,2117,23,34,104,71,8,7,10,5,4,3,1,0,20,ENG
a179d516,5,5,450,5,7,16,10,2,2,1,1,0,0,0,0,20,ENG
a6de6361,20,20,1794,19,35,102,68,6,3,11,4,3,3,0,0,20,ENG
a8a3d139,1,1,7,0,0,0,0,0,0,1,0,0,0,0,0,20,ENG
ab13a5aa,35,35,3150,35,42,149,109,11,9,15,10,1,0,0,1,20,ENG
ba3ca78f,8,7,687,7,17,51,35,0,1,6,0,1,1,0,0,20,ENG
bdedffac,7,5,539,6,12,27,15,0,2,3,1,0,0,0,0,20,ENG
d0b3ceb9,38,38,3420,38,64,178,116,8,10,20,9,9,8,1,0,20,ENG
e082af5b,10,10,900,10,25,55,30,2,2,6,2,2,2,0,0,20,ENG
e358587b,12,12,1080,12,20,53,32,3,3,6,2,3,2,1,0,20,ENG
e5a76dfe,36,36,3240,36,33,128,94,14,11,11,13,3,1,1,1,20,ENG
e7434f04,2,2,180,2,6,11,5,0,1,1,0,0,0,0,0,20,ENG
f23f9d20,36,36,3240,36,68,195,128,5,6,25,5,5,3,2,0,20,ENG
f76e6b4e,11,9,875,9,10,27,17,9,0,0,2,0,0,0,0,20,ENG
fe558029,1,1,90,1,3,5,2,0,0,1,0,0,0,0,0,20,ENG
03df04ff,2,2,180,2,5,16,12,0,1,1,0,0,0,0,0,20,EL
068830ca,6,6,540,6,18,50,32,1,1,4,0,3,3,0,0,20,EL
110338ae,1,1,90,1,1,5,4,0,0,1,0,1,1,0,0,20,EL
113fb4ea,3,3,270,3,7,12,5,1,0,2,0,0,0,0,0,20,EL
1858bbf7,8,8,720,8,5,33,28,4,2,2,4,1,0,0,1,20,EL
1c98558c,4,4,360,4,8,17,10,1,0,3,0,0,0,0,0,20,EL
1caa93a5,8,8,720,8,9,24,16,3,4,1,1,0,0,0,0,20,EL
1e064bfb,1,1,90,1,0,2,2,1,0,0,1,0,0,0,0,20,EL
1e26e376,9,9,840,9,2,13,11,8,1,0,7,0,0,0,0,20,EL
20b9f052,8,7,659,7,7,28,22,3,2,2,3,1,1,0,0,20,EL
213cd822,6,6,540,6,10,25,15,0,3,3,0,2,2,0,0,20,EL
22a94b80,4,4,360,4,4,14,10,1,1,2,1,3,2,0,1,20,EL
22db7a5e,5,5,393,4,5,23,19,3,0,2,2,0,0,0,0,20,EL
2628fd2b,2,2,210,2,2,6,4,1,0,1,1,0,0,0,0,20,EL
27d902c8,2,2,180,2,6,15,9,0,1,1,0,0,0,0,0,20,EL
28a65a2c,2,2,180,2,2,9,7,0,1,1,0,0,0,0,0,20,EL
2bea06e0,1,1,90,1,2,4,2,0,0,1,0,0,0,0,0,20,EL
30061f53,6,6,540,6,13,36,24,1,1,4,0,4,3,1,0,20,EL
30223b33,2,2,151,1,2,6,5,0,2,0,0,0,0,0,0,20,EL
30263816,1,1,90,1,1,2,1,0,1,0,0,0,0,0,0,20,EL
31e3ab68,1,1,90,1,1,5,4,0,1,0,0,0,0,0,0,20,EL
32e7ce92,5,5,450,5,11,25,14,1,0,4,0,0,0,0,0,20,EL
3318286e,4,3,354,3,7,21,14,2,0,1,1,3,3,0,0,20,EL
33887998,4,4,274,3,6,14,8,0,1,3,0,1,1,0,0,20,EL
339fe0e8,4,4,360,4,7,12,5,1,0,3,0,1,1,0,0,20,EL
34c3b935,6,6,540,6,11,28,17,4,1,1,1,2,1,0,1,20,EL
3acadb7f,4,4,360,4,4,14,10,3,0,1,3,2,1,0,1,20,EL
3d214e5f,8,8,720,8,11,29,18,2,4,2,3,3,3,0,0,20,EL
4030c7ae,6,6,540,6,7,27,20,1,4,1,2,0,0,0,0,20,EL
420c18a1,6,6,540,6,9,25,16,2,2,2,1,0,0,0,0,20,EL
42ec696a,5,5,450,5,9,23,14,0,2,3,1,1,1,0,0,20,EL
4b1793b0,2,2,180,2,5,9,4,0,1,1,0,1,1,0,0,20,EL
4f8ce0e1,7,7,630,7,11,36,24,3,1,3,2,1,0,1,0,20,EL
55bd7d45,7,7,630,7,13,42,29,1,2,4,1,2,2,0,0,20,EL
595ccab1,1,1,90,1,1,3,2,0,1,0,0,0,0,0,0,20,EL
5bfb7572,1,0,65,0,6,13,7,0,0,0,0,2,2,0,0,20,EL
5e91ddf8,5,5,450,5,10,26,17,0,0,5,0,0,0,0,0,20,EL
6bd05d38,1,1,90,1,0,4,4,1,0,0,1,0,0,0,0,20,EL
6bfaecc4,1,1,90,1,1,5,4,1,0,0,0,0,0,0,0,20,EL
6e240751,5,5,450,5,4,10,6,0,2,3,2,1,1,0,0,20,EL
6fe5c35b,10,10,900,10,12,34,22,5,2,3,4,2,2,0,0,20,EL
73683fa9,5,5,450,5,3,15,12,3,2,0,3,2,1,1,0,20,EL
741275f5,1,0,83,0,1,3,2,0,0,0,0,0,0,0,0,20,EL
74419746,4,4,360,4,4,10,7,3,0,1,2,1,0,0,1,20,EL
74733221,2,2,180,2,1,3,2,1,0,1,1,0,0,0,0,20,EL
7956236f,6,6,540,6,7,26,19,3,2,1,2,0,0,0,0,20,EL
79b0d6a0,10,10,900,10,10,34,24,5,2,3,4,1,1,0,0,20,EL
79c536d7,3,3,270,3,4,17,13,1,2,0,0,0,0,0,0,20,EL
7b456af7,2,2,180,2,1,2,1,1,1,0,1,1,1,0,0,20,EL
7b4de647,5,5,450,5,10,19,10,1,1,3,0,0,0,0,0,20,EL
7ba6d84e,2,2,180,2,2,7,5,0,1,1,1,0,0,0,0,20,EL
81b906e7,3,3,270,3,6,11,5,1,2,0,0,1,0,1,0,20,EL
853b7c48,8,8,720,8,14,33,19,3,1,4,0,2,2,0,0,20,EL
8870154f,1,1,90,1,1,4,3,0,0,1,0,1,1,0,0,20,EL
88b748d2,6,6,475,5,13,38,25,1,0,5,0,0,0,0,0,20,EL
8d957256,5,5,450,5,4,11,7,3,0,2,2,0,0,0,0,20,EL
8f8c6934,4,4,360,4,4,8,5,2,0,2,2,0,0,0,0,20,EL
903b6e8b,3,3,300,3,3,11,8,1,1,1,0,0,0,0,0,20,EL
911680d8,1,1,90,1,1,4,3,1,0,0,0,0,0,0,0,20,EL
94b3ccdb,3,3,270,3,6,15,10,0,0,3,0,0,0,0,0,20,EL
98b94ef4,1,0,21,0,1,1,0,0,0,0,0,0,0,0,0,20,EL
9dab6e3b,1,1,90,1,2,4,3,0,0,1,0,0,0,0,0,20,EL
9fa26bc2,3,3,270,3,6,17,11,1,0,2,1,0,0,0,0,20,EL
a04e2dd2,8,8,720,8,11,32,23,3,2,3,2,0,0,0,0,20,EL
a56bd2ee,11,11,1020,11,8,45,37,4,4,3,3,4,3,1,0,20,EL
a70b8345,5,5,450,5,7,20,13,3,0,2,1,0,0,0,0,20,EL
ad3389d5,5,5,450,5,5,18,13,4,0,1,1,0,0,0,0,20,EL
b15780e3,1,1,90,1,2,7,5,0,0,1,0,0,0,0,0,20,EL
b583aef5,10,10,930,10,16,50,35,5,1,4,3,2,2,0,0,20,EL
b8798a46,3,3,270,3,4,11,7,2,0,1,1,0,0,0,0,20,EL
bd3e08b6,1,1,90,1,4,7,3,0,0,1,0,0,0,0,0,20,EL
c089980e,6,6,519,5,9,19,10,2,2,2,0,1,1,0,0,20,EL
c3e39f12,7,7,630,7,8,28,19,4,2,1,1,2,1,1,0,20,EL
c631f952,7,7,630,7,4,21,17,5,1,1,4,2,2,0,0,20,EL
c89e8aae,5,5,450,5,7,13,6,2,2,1,1,0,0,0,0,20,EL
c8a88acd,2,2,180,2,2,10,8,1,0,1,1,0,0,0,0,20,EL
cac76a72,4,4,360,4,6,8,4,0,3,1,1,0,0,0,0,20,EL
cc1a0c57,3,3,270,3,6,19,13,1,1,1,1,1,1,0,0,20,EL
ce17b5eb,5,5,450,5,10,27,17,1,1,3,0,1,1,0,0,20,EL
cf1c23d8,2,2,180,2,1,4,3,2,0,0,1,0,0,0,0,20,EL
d436eb94,2,2,180,2,6,14,8,0,1,1,0,1,1,0,0,20,EL
d97b252e,3,3,270,3,7,20,14,1,0,2,1,0,0,0,0,20,EL
da8b19e2,1,1,90,1,0,0,0,1,0,0,1,0,0,0,0,20,EL
db401046,5,5,450,5,6,20,13,3,0,2,2,2,1,1,0,20,EL
e961d3ac,2,2,180,2,2,6,4,0,2,0,0,1,1,0,0,20,EL
e9c0c1b2,1,1,90,1,1,1,0,1,0,0,0,0,0,0,0,20,EL
eb2b33aa,5,5,450,5,7,17,10,0,4,1,1,0,0,0,0,20,EL
ef3909cd,4,4,360,4,5,20,14,2,0,2,1,2,0,1,1,20,EL
f352799f,2,2,180,2,5,8,4,0,1,1,0,0,0,0,0,20,EL
f3a97d02,10,10,900,10,12,33,22,4,3,3,3,1,1,0,0,20,EL
f42e9f3f,6,6,540,6,8,34,26,1,2,3,1,2,2,0,0,20,EL
f63a8347,3,3,270,3,5,10,5,0,1,2,0,0,0,0,0,20,EL
f6798fc3,10,10,900,10,6,31,24,8,1,1,6,3,2,1,0,20,EL
f7b10c66,6,6,540,6,7,29,22,2,2,2,1,1,1,0,0,20,EL
fd834d1d,1,1,90,1,2,6,4,1,0,0,0,0,0,0,0,20,EL
011d8c56,13,13,1170,13,16,51,36,5,4,4,3,1,0,0,1,20,SPA
04ac8285,24,24,2096,23,30,109,78,10,7,7,5,8,6,2,0,20,SPA
1840e36d,34,34,3060,34,20,96,76,23,8,3,18,0,0,0,0,20,SPA
24279b8b,19,18,1583,17,24,54,30,5,9,4,4,3,3,0,0,20,SPA
2f965a72,4,4,360,4,5,14,9,3,1,0,1,2,2,0,0,20,SPA
307fcd26,4,4,360,4,8,19,12,1,2,1,1,3,3,0,0,20,SPA
374ee424,25,25,2250,25,32,93,60,11,4,10,6,8,7,1,0,20,SPA
4df0dff8,6,5,531,5,12,24,12,1,0,4,1,0,0,0,0,20,SPA
5512b1a9,11,11,990,11,18,39,22,1,3,7,1,5,5,0,0,20,SPA
5dcf3e90,34,34,2991,33,29,109,82,13,9,12,12,7,5,0,2,20,SPA
605eb473,36,36,3240,36,60,179,119,9,5,22,5,15,14,1,0,20,SPA
61bb7498,4,4,270,3,5,16,10,2,0,1,1,1,0,1,0,20,SPA
65d62814,1,0,25,0,0,1,1,0,0,0,0,0,0,0,0,20,SPA
67669ce7,3,3,270,3,3,14,11,1,0,2,1,0,0,0,0,20,SPA
6f51e382,36,36,3240,36,36,116,79,24,6,6,14,7,6,1,0,20,SPA
73683fa9,36,36,3232,35,58,160,103,4,9,23,4,7,6,1,0,20,SPA
75751c99,27,27,2429,27,33,99,65,7,9,11,7,2,1,1,0,20,SPA
7b456af7,33,33,2925,32,31,96,65,15,12,6,12,3,2,1,0,20,SPA
81a606fc,3,3,244,2,3,13,10,1,0,2,1,0,0,0,0,20,SPA
8875b8c9,4,4,180,2,1,3,2,1,1,0,1,0,0,0,0,20,SPA
8f29e08b,2,2,180,2,3,9,6,1,1,0,0,1,1,0,0,20,SPA
8f8c6934,38,38,3420,38,37,109,73,14,12,12,15,6,5,1,0,20,SPA
8fae77ea,35,35,3150,35,39,125,85,8,15,12,11,7,6,1,0,20,SPA
9109185e,5,4,425,4,9,19,10,0,3,1,0,0,0,0,0,20,SPA
967f34d3,33,33,2960,32,43,135,92,6,14,13,10,5,5,0,0,20,SPA
97852360,27,27,2358,26,37,102,62,7,7,13,6,11,8,3,0,20,SPA
9970da54,3,3,270,3,3,5,2,1,1,1,1,1,1,0,0,20,SPA
9f0ea33f,34,34,3060,34,41,145,104,17,4,13,11,6,5,1,0,20,SPA
a01c3d54,36,36,3240,36,51,205,153,12,7,17,5,5,3,2,0,20,SPA
a4995f48,19,18,1655,18,27,80,53,7,3,8,7,1,1,0,0,20,SPA
a9dc785c,2,2,180,2,2,3,1,1,1,0,1,0,0,0,0,20,SPA
aae17c81,1,0,26,0,1,1,0,0,0,0,0,1,1,0,0,20,SPA
ac295d9e,35,35,3150,35,51,122,71,9,9,17,10,5,4,1,0,20,SPA
af245161,2,2,90,1,3,6,3,0,0,1,0,1,1,0,0,20,SPA
b5bdf144,2,2,180,2,0,3,3,1,1,0,2,0,0,0,0,20,SPA
ba3ca78f,9,8,790,8,19,54,35,2,1,5,2,3,3,0,0,20,SPA
bfb15d99,2,2,180,2,2,10,8,2,0,0,1,1,0,0,1,20,SPA
c9cb972b,15,14,1324,14,23,81,58,4,4,6,3,1,1,0,0,20,SPA
cda0b317,33,33,2887,32,48,130,83,9,11,13,5,11,11,0,0,20,SPA
cde52ef5,4,3,280,3,5,11,6,0,1,2,1,0,0,0,0,20,SPA
ea83bfa6,35,35,3150,35,42,142,99,15,8,12,12,5,4,1,0,20,SPA
ee8508c0,38,38,3395,37,27,111,87,18,16,4,17,4,3,0,1,20,SPA
f6798fc3,6,5,495,5,3,20,17,4,1,0,4,1,1,0,0,20,SPA
f9b42381,1,1,90,1,2,5,3,0,1,0,0,0,0,0,0,20,SPA
01b8a2b2,7,7,630,7,6,22,16,5,1,1,2,1,1,0,0,20,CL
03df04ff,6,6,540,6,11,28,18,2,1,3,1,1,1,0,0,20,CL
04ac8285,6,6,540,6,11,32,21,2,2,2,1,3,2,0,1,20,CL
10072610,2,1,125,1,2,3,1,1,0,0,0,0,0,0,0,20,CL
179d2851,6,6,540,6,10,35,26,0,2,4,1,0,0,0,0,20,CL
1840e36d,7,7,585,6,11,31,20,2,2,3,2,1,1,0,0,20,CL
27d902c8,4,4,302,3,9,18,9,1,0,3,0,0,0,0,0,20,CL
28d596a0,6,6,540,6,9,20,12,3,2,1,1,1,0,1,0,20,CL
2f965a72,2,1,135,1,1,3,2,1,0,0,0,0,0,0,0,20,CL
2fabebc0,4,4,360,4,7,24,18,1,0,3,1,1,1,0,0,20,CL
34c3b935,6,6,540,6,13,33,19,1,3,2,0,2,1,1,0,20,CL
3bb7b8b4,8,8,675,7,7,23,16,5,2,1,2,1,1,0,0,20,CL
4e034598,1,1,90,1,2,6,3,0,0,1,0,2,1,1,0,20,CL
58f077c0,6,6,540,6,13,35,22,1,2,3,1,2,2,0,0,20,CL
5c07e176,3,2,238,2,4,11,7,1,1,0,0,0,0,0,0,20,CL
5e8936be,6,6,540,6,20,53,33,1,0,5,0,2,2,0,0,20,CL
5f0241b2,3,2,192,2,0,3,3,2,0,0,2,0,0,0,0,20,CL
63d17038,4,4,360,4,5,22,17,3,0,1,2,0,0,0,0,20,CL
6f51e382,8,8,720,8,13,40,26,4,3,1,2,2,1,1,0,20,CL
74419746,6,6,540,6,9,30,21,2,1,3,1,1,1,0,0,20,CL
7a2e46a8,5,5,450,5,4,17,13,3,1,1,1,0,0,0,0,20,CL
82b1198a,2,2,180,2,4,6,2,0,1,1,0,1,1,0,0,20,CL
86dd77d1,1,0,3,4,0,1,1,0,0,0,0,0,0,0,0,20,CL
8778c910,11,11,990,11,8,34,27,11,0,0,6,1,1,0,0,20,CL
8a6ab963,2,2,180,2,2,14,12,1,1,0,0,1,1,0,0,20,CL
8f62b6ee,4,4,360,4,13,25,12,0,1,3,0,2,2,0,0,20,CL
903b6e8b,6,6,540,6,14,35,21,1,1,4,1,2,1,0,1,20,CL
9413b19f,6,6,540,6,4,19,15,3,3,0,3,2,2,0,0,20,CL
9d12e142,8,8,720,8,11,37,25,4,1,3,2,1,0,1,0,20,CL
a179d516,2,2,180,2,7,13,6,0,0,2,0,1,1,0,0,20,CL
a2abe631,6,6,540,6,14,47,33,0,2,4,1,2,2,0,0,20,CL
a3b0ed18,5,5,450,5,9,36,29,1,0,4,0,0,0,0,0,20,CL
a9dc785c,1,1,90,1,1,8,7,1,0,0,0,0,0,0,0,20,CL
ac4003af,2,2,180,2,5,13,8,1,0,1,0,0,0,0,0,20,CL
ad3389d5,6,6,540,6,9,28,19,2,0,4,1,0,0,0,0,20,CL
bcb2ccd8,10,10,873,9,12,44,32,6,2,2,3,1,1,0,0,20,CL
c56ee8f7,5,5,450,5,16,36,20,0,1,4,1,0,0,0,0,20,CL
c9cb972b,2,2,180,2,4,7,3,1,0,1,1,0,0,0,0,20,CL
d436eb94,6,6,540,6,12,26,14,0,3,3,1,0,0,0,0,20,CL
dc29b608,1,0,27,0,0,2,2,0,0,0,0,0,0,0,0,20,CL
e40d028b,1,1,90,1,0,1,1,1,0,0,1,0,0,0,0,20,CL
e9c0c1b2,6,6,540,6,6,30,24,3,1,2,3,3,2,0,1,20,CL
ecada4fc,9,9,798,8,6,26,19,6,1,2,5,1,0,1,0,20,CL
ee8508c0,9,9,840,9,9,30,22,5,1,3,4,0,0,0,0,20,CL
f00de885,10,10,900,10,14,38,24,4,2,4,2,3,3,0,0,20,CL
f0f7f62f,7,7,630,7,13,33,20,3,1,3,2,2,1,0,1,20,CL
f5dfc256,1,0,19,0,0,1,1,0,0,0,0,0,0,0,0,20,CL
f76e6b4e,3,3,300,3,8,16,8,1,0,2,0,1,1,0,0,20,CL
f9e0c603,1,1,90,1,4,5,1,0,0,1,0,2,2,0,0,20,CL
fcb38f57,6,6,521,5,14,31,18,0,1,5,0,1,1,0,0,20,CL
01b8a2b2,29,29,2591,28,33,129,95,19,4,6,11,10,8,1,1,20,ITA
085e71a7,31,31,2790,31,43,139,94,7,12,12,8,8,6,2,0,20,ITA
08f5afaa,36,36,3201,35,42,141,96,18,9,9,12,8,4,4,0,20,ITA
0d422df7,35,35,3150,35,43,159,117,11,13,11,9,7,7,0,0,20,ITA
0dfce079,3,3,270,3,8,15,7,1,0,2,1,2,2,0,0,20,ITA
0f47717b,2,2,180,2,4,16,12,0,1,1,0,1,1,0,0,20,ITA
10dc46f0,36,36,3240,36,64,197,135,11,6,19,7,10,9,1,0,20,ITA
18736214,1,1,90,1,1,2,1,0,1,0,0,0,0,0,0,20,ITA
20b9f052,32,32,2880,32,45,132,86,18,6,8,5,9,8,1,0,20,ITA
28a15394,1,1,90,1,1,5,4,0,1,0,0,0,0,0,0,20,ITA
30223b33,5,5,450,5,5,24,19,2,1,2,2,1,1,0,0,20,ITA
339fe0e8,38,38,3420,38,42,154,112,24,6,8,11,9,7,1,1,20,ITA
343f753a,34,34,3060,34,53,193,137,13,6,15,5,9,6,3,0,20,ITA
4a6914ff,10,10,900,10,29,65,36,0,1,9,0,1,0,1,0,20,ITA
4c62d0c8,21,21,1890,21,38,103,66,8,4,9,5,2,1,0,1,20,ITA
582a251c,5,4,423,4,9,29,20,3,0,1,1,1,1,0,0,20,ITA
649b01d8,36,36,3240,36,60,165,109,12,5,19,9,8,7,0,1,20,ITA
67f649be,17,17,1530,17,35,98,64,2,5,10,2,7,6,0,1,20,ITA
72be9309,4,4,360,4,4,19,15,1,1,2,1,2,1,0,1,20,ITA
74419746,35,35,3150,35,32,110,78,22,10,3,13,3,2,1,0,20,ITA
7b4de647,2,1,129,1,3,7,4,0,0,1,0,1,1,0,0,20,ITA
7b5f516f,1,0,11,0,1,1,0,0,0,0,0,0,0,0,0,20,ITA
7f66ea09,29,29,2610,29,59,181,124,5,6,18,5,10,9,1,0,20,ITA
82328faf,1,1,90,1,1,2,1,1,0,0,0,0,0,0,0,20,ITA
82b1198a,17,17,1469,16,17,54,37,9,3,5,4,2,2,0,0,20,ITA
8cabdc1e,31,31,2790,31,55,145,92,12,5,14,5,8,7,1,0,20,ITA
9413b19f,22,21,1951,21,33,84,51,9,5,7,3,6,5,1,0,20,ITA
95adf1e1,4,4,279,3,4,11,7,1,0,3,1,0,0,0,0,20,ITA
96640846,1,1,90,1,3,6,3,0,0,1,0,1,1,0,0,20,ITA
9f5a610b,2,2,180,2,5,13,8,0,1,1,0,1,1,0,0,20,ITA
a111cf41,38,38,3420,38,51,194,141,12,9,17,14,10,8,2,0,20,ITA
ab4449d6,37,37,3330,37,64,187,123,12,10,15,2,8,6,1,1,20,ITA
ac4003af,6,5,525,5,5,18,13,4,0,1,2,0,0,0,0,20,ITA
bf168004,2,2,180,2,4,12,8,0,2,0,0,1,1,0,0,20,ITA
cf1c23d8,4,4,270,3,4,8,4,2,0,1,1,1,1,0,0,20,ITA
d4890c25,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,20,ITA
dd06d56c,6,5,454,5,11,17,6,1,1,3,0,3,2,0,1,20,ITA
e1b0a70d,7,7,624,6,5,23,18,5,1,1,2,3,3,0,0,20,ITA
