id,matches,minutes,nineties,starts,completed,sub,sub_unused,onpitch_goals,onpitch_goals_ag,onpitch_goals_delta,onpitch_xg,onpitch_xga,onpitch_xg_delta,season,comp
1d8e9add,31,2790,31.0,31,31,0,0,59,47,12,47.9,43.3,4.7,18,GER
1e43fad8,34,3015,33.5,34,33,0,0,53,37,16,46.1,39.8,6.4,18,GER
20030c06,26,2126,23.6,25,22,1,4,34,34,0,36.2,31.2,5.0,18,GER
2042d931,31,2207,24.5,27,8,4,3,32,37,-5,27.5,32.5,-5.0,18,GER
21166ff4,26,2153,23.9,25,22,1,3,18,36,-18,23.7,30.6,-6.9,18,GER
22051fbe,29,2284,25.4,26,18,3,2,24,38,-14,22.9,34.8,-11.8,18,GER
226008f1,1,90,1.0,1,1,0,15,1,1,0,0.9,1.0,0.0,18,GER
229cd98a,26,586,6.5,3,0,23,2,10,10,0,8.8,11.0,-2.2,18,GER
258a6f4d,22,1138,12.6,12,5,10,2,14,16,-2,19.4,16.3,3.1,18,GER
25ab9c9c,17,1530,17.0,17,17,0,0,15,25,-10,17.6,21.2,-3.7,18,GER
2628fd2b,33,2970,33.0,33,33,0,0,58,40,18,57.0,35.3,21.7,18,GER
26db8853,18,1318,14.6,16,10,2,4,9,26,-17,14.4,24.6,-10.2,18,GER
27d2618c,31,2790,31.0,31,31,0,0,41,44,-3,36.2,39.2,-2.9,18,GER
2903a856,23,1033,11.5,12,4,11,1,17,22,-5,20.3,18.5,1.8,18,GER
2930c9d8,1,45,0.5,1,0,0,5,1,1,0,0.7,0.8,0.0,18,GER
2973d8ff,10,839,9.3,9,9,1,0,14,14,0,15.2,14.6,0.6,18,GER
2979c05a,17,901,10.0,10,6,7,5,15,19,-4,11.8,17.0,-5.2,18,GER
29f7cfd9,17,963,10.7,12,4,5,5,9,26,-17,12.6,22.1,-9.5,18,GER
2a29eb9b,15,1151,12.8,13,11,2,18,13,20,-7,14.3,18.8,-4.5,18,GER
2b350e6b,9,520,5.8,6,2,3,2,8,10,-2,6.1,10.5,-4.4,18,GER
2b83fa49,11,825,9.2,10,7,1,7,9,23,-14,13.4,22.7,-9.3,18,GER
2bcc6d52,32,2324,25.8,24,14,8,0,41,33,8,35.3,33.5,1.8,18,GER
2c38b327,7,260,2.9,3,0,4,8,4,5,-1,1.2,4.7,-3.6,18,GER
2db2fd7b,19,1640,18.2,19,15,0,7,58,12,46,43.3,13.6,29.7,18,GER
2e64bb49,1,29,0.3,0,0,1,1,1,0,1,0.7,0.4,0.3,18,GER
2e7ff968,32,2880,32.0,32,32,0,1,41,42,-1,43.8,38.4,5.4,18,GER
302527b2,11,865,9.6,11,8,0,7,6,21,-15,10.2,16.3,-6.0,18,GER
30261ba1,1,7,0.1,0,0,1,1,0,0,0,0.0,0.0,0.0,18,GER
30c220c3,24,1979,22.0,23,19,1,3,26,28,-2,24.5,26.0,-1.5,18,GER
31114001,17,1002,11.1,11,3,6,9,12,14,-2,13.3,17.1,-3.8,18,GER
316de854,6,245,2.7,1,0,5,5,3,6,-3,3.9,3.6,0.2,18,GER
3189f61a,16,1011,11.2,12,8,4,6,14,7,7,13.2,11.2,1.9,18,GER
32e96d52,1,39,0.4,0,0,1,0,0,3,-3,0.1,1.0,-0.9,18,GER
3376a776,26,2302,25.6,26,24,0,0,34,38,-4,30.7,30.1,0.7,18,GER
33a81b3d,11,396,4.4,3,0,8,3,3,10,-7,5.3,12.3,-7.0,18,GER
33b554b7,29,2352,26.1,27,22,2,0,25,35,-10,26.3,35.0,-8.7,18,GER
33ec696b,1,32,0.4,0,0,1,1,1,3,-2,0.9,1.3,-0.4,18,GER
346d51d9,25,1944,21.6,20,18,5,6,40,30,10,43.7,29.2,14.6,18,GER
34b54da7,13,727,8.1,8,4,5,12,12,13,-1,13.2,12.1,1.1,18,GER
34c313d5,10,297,3.3,3,0,7,6,2,3,-1,4.2,5.0,-0.8,18,GER
362aa29d,1,4,0.0,0,0,1,0,1,0,1,0.5,0.2,0.3,18,GER
36a3ff67,11,928,10.3,11,4,0,0,16,11,5,15.8,10.9,4.9,18,GER
379c0717,1,2,0.0,0,0,1,2,0,0,0,0.0,0.0,0.0,18,GER
37c213cf,3,56,0.6,0,0,3,0,1,1,0,1.3,1.3,0.0,18,GER
37f606f0,21,1588,17.6,20,12,1,1,30,23,7,22.8,21.0,1.9,18,GER
381e52af,6,191,2.1,1,1,5,7,5,5,0,5.1,2.1,3.0,18,GER
384d58d9,30,2296,25.5,29,16,1,0,34,40,-6,36.7,38.3,-1.6,18,GER
3963c25b,3,156,1.7,1,1,2,2,2,5,-3,2.1,5.5,-3.4,18,GER
3a233281,30,2215,24.6,25,15,5,3,42,27,15,43.7,28.3,15.4,18,GER
3c05e082,28,2046,22.7,23,14,5,1,23,28,-5,28.1,27.9,0.2,18,GER
3c6089ab,29,2005,22.3,22,12,7,1,66,19,47,51.3,20.8,30.5,18,GER
3cd9e95a,34,3060,34.0,34,34,0,0,35,70,-35,43.2,67.4,-24.1,18,GER
3dffff26,28,2336,26.0,28,21,0,4,33,38,-5,34.2,42.9,-8.6,18,GER
3e99c613,2,90,1.0,1,0,1,5,0,2,-2,0.8,1.2,-0.4,18,GER
3eb0f2df,21,1635,18.2,18,13,3,3,23,26,-3,18.6,22.9,-4.3,18,GER
3f30b506,11,914,10.2,10,9,1,14,7,17,-10,12.9,19.5,-6.6,18,GER
3f65898c,32,2828,31.4,31,30,1,0,34,35,-1,35.0,40.7,-5.8,18,GER
3f7cd8f1,27,1859,20.7,23,8,4,5,27,22,5,23.8,24.8,-1.0,18,GER
3faa1780,21,1160,12.9,15,4,6,7,25,19,6,17.6,18.7,-1.0,18,GER
410ab123,16,1196,13.3,13,10,3,5,12,25,-13,17.3,25.9,-8.6,18,GER
4114f306,23,1674,18.6,20,14,3,3,24,44,-20,22.3,36.3,-14.1,18,GER
420c18a1,30,2625,29.2,30,29,0,0,44,42,2,45.5,43.9,1.5,18,GER
433dc9a2,11,888,9.9,11,7,0,5,31,10,21,19.6,11.4,8.2,18,GER
43a166b4,31,1967,21.9,22,14,9,0,26,31,-5,23.3,38.3,-15.0,18,GER
442b56fa,3,233,2.6,3,2,0,1,6,3,3,4.1,2.4,1.6,18,GER
44e471ca,2,110,1.2,2,0,0,0,1,1,0,1.7,2.4,-0.7,18,GER
45870256,1,19,0.2,0,0,1,7,0,0,0,0.5,0.1,0.4,18,GER
45954ec7,16,1247,13.9,14,12,2,2,17,20,-3,15.5,25.8,-10.4,18,GER
45a03961,34,3060,34.0,34,34,0,0,36,36,0,40.3,43.5,-3.1,18,GER
45b7edae,27,2173,24.1,24,23,3,0,26,23,3,30.1,31.2,-1.2,18,GER
463503e2,23,1138,12.6,12,9,11,6,9,16,-7,12.9,17.8,-4.9,18,GER
47064058,34,3060,34.0,34,34,0,0,66,48,18,50.5,47.2,3.3,18,GER
48035304,33,2914,32.4,33,31,0,0,45,51,-6,48.9,50.0,-1.1,18,GER
482b70ad,15,1041,11.6,12,5,3,1,8,19,-11,14.2,17.6,-3.4,18,GER
49296448,29,2329,25.9,26,22,3,4,71,25,46,54.9,26.9,28.0,18,GER
496aeede,27,2151,23.9,26,17,1,0,27,32,-5,31.4,37.2,-5.8,18,GER
49d53c68,17,1417,15.7,17,15,0,2,24,19,5,22.7,18.0,4.8,18,GER
49fe9070,32,2494,27.7,28,19,4,1,47,46,1,41.0,37.9,3.1,18,GER
49ffe0f2,21,797,8.9,7,0,14,5,8,12,-4,9.9,14.2,-4.3,18,GER
4a15e95b,24,2160,24.0,24,24,0,9,18,38,-20,24.0,40.3,-16.3,18,GER
4b5e7e90,1,27,0.3,0,0,1,6,1,0,1,0.5,1.4,-0.9,18,GER
4bd00a50,24,1716,19.1,18,15,6,6,34,25,9,30.2,23.4,6.7,18,GER
4d74201d,10,498,5.5,5,2,5,5,9,10,-1,9.2,7.0,2.3,18,GER
4d8cd038,22,936,10.4,9,5,13,9,18,21,-3,16.1,16.1,0.0,18,GER
4e204552,5,114,1.3,1,0,4,7,0,3,-3,0.5,2.0,-1.5,18,GER
4f16405e,34,2387,26.5,26,19,8,0,37,41,-4,37.4,43.8,-6.4,18,GER
500cd987,7,372,4.1,5,0,2,4,4,3,1,3.4,4.2,-0.8,18,GER
50871bcc,34,2939,32.7,33,25,1,0,47,51,-4,50.6,49.1,1.5,18,GER
51dbeea9,28,2365,26.3,27,25,1,4,37,28,9,35.0,29.0,6.1,18,GER
531807b3,12,634,7.0,7,2,5,0,8,13,-5,7.8,13.4,-5.5,18,GER
5343eb4e,27,1904,21.2,20,11,7,0,24,31,-7,22.7,26.6,-3.9,18,GER
536cebe5,25,1751,19.5,21,6,4,0,29,20,9,23.8,22.4,1.4,18,GER
53e07d0b,18,896,10.0,8,6,10,6,16,17,-1,15.4,14.0,1.4,18,GER
53eeaf6a,9,338,3.8,3,3,6,7,2,9,-7,4.8,8.6,-3.8,18,GER
541cdd20,22,1687,18.7,20,12,2,10,26,39,-13,23.5,32.0,-8.5,18,GER
549c6ba7,30,1654,18.4,22,4,8,3,29,16,13,25.1,16.8,8.3,18,GER
54b4dc4e,19,1211,13.5,13,9,6,1,22,13,9,18.4,16.9,1.5,18,GER
54b6ee79,16,579,6.4,5,2,11,6,8,19,-11,7.0,13.2,-6.1,18,GER
54e4866f,17,786,8.7,9,6,8,7,8,14,-6,10.4,13.8,-3.4,18,GER
5528407e,29,2319,25.8,27,16,2,0,29,37,-8,31.5,36.4,-4.8,18,GER
55537f53,9,189,2.1,0,0,9,4,0,2,-2,2.9,4.4,-1.5,18,GER
555d5edd,28,1744,19.4,19,8,9,3,35,31,4,30.6,28.9,1.8,18,GER
5603d397,1,11,0.1,0,0,1,7,0,0,0,0.2,0.3,-0.1,18,GER
56413b1f,27,2302,25.6,27,22,0,3,41,29,12,42.9,26.6,16.3,18,GER
565bf0da,27,2302,25.6,27,25,0,1,30,31,-1,30.2,29.3,1.0,18,GER
57200916,1,8,0.1,0,0,1,6,0,0,0,0.1,0.0,0.0,18,GER
5722eced,24,1207,13.4,9,5,15,8,18,24,-6,21.3,20.6,0.7,18,GER
5939baa2,28,2197,24.4,24,22,4,4,41,29,12,37.7,28.9,8.8,18,GER
59e4b92e,30,2275,25.3,27,19,3,1,27,35,-8,29.9,32.1,-2.2,18,GER
5afafbfe,19,1166,13.0,12,7,7,5,20,19,1,25.6,15.5,10.1,18,GER
5b52d1f7,2,180,2.0,2,2,0,26,2,0,2,3.8,0.9,3.0,18,GER
5c4bf6ba,15,1350,15.0,15,15,0,10,19,27,-8,16.0,21.4,-5.4,18,GER
5c899683,3,75,0.7999999999999999,1,0,2,6,2,2,0,1.0,1.6,-0.6,18,GER
5caa62a7,28,1611,17.9,16,5,12,5,23,26,-3,28.7,23.4,5.4,18,GER
5d8e331f,27,2259,25.1,24,23,3,0,24,47,-23,32.0,36.5,-4.5,18,GER
5ddb8f9f,17,1202,13.4,13,12,4,3,19,23,-4,18.7,16.4,2.3,18,GER
5e1df051,2,101,1.1,1,0,1,1,1,1,0,0.3,0.8,-0.5,18,GER
5e66fa06,27,2278,25.3,26,25,1,1,32,35,-3,33.6,39.7,-6.1,18,GER
5ed9b537,16,1228,13.6,14,12,2,11,25,23,2,20.2,19.8,0.3,18,GER
5f9f0531,28,2081,23.1,26,14,2,0,21,34,-13,27.5,33.9,-6.4,18,GER
603cb947,34,2228,24.8,22,16,12,0,50,38,12,38.4,36.4,2.0,18,GER
612cb8d3,14,646,7.2,6,1,8,6,10,16,-6,12.0,14.5,-2.5,18,GER
61b0b44d,25,1596,17.799999999999997,18,11,7,3,41,24,17,30.4,21.8,8.6,18,GER
61fc9685,22,957,10.6,11,1,11,7,14,18,-4,10.7,14.5,-3.8,18,GER
626fab5f,9,696,7.7,7,5,2,5,8,11,-3,11.4,9.2,2.2,18,GER
62ab9184,17,1228,13.6,12,11,5,5,18,16,2,15.1,18.6,-3.5,18,GER
6435e737,12,925,10.3,11,8,1,4,7,14,-7,14.4,20.2,-5.8,18,GER
64c07ae1,20,1607,17.9,17,14,3,2,25,20,5,19.9,21.3,-1.4,18,GER
64f69877,31,2591,28.8,30,22,1,1,50,34,16,47.5,30.0,17.5,18,GER
652d4c37,26,1575,17.5,17,12,9,6,41,16,25,36.5,15.9,20.6,18,GER
66385c46,25,1741,19.3,21,6,4,0,21,27,-6,19.1,25.8,-6.7,18,GER
6743cef5,20,1012,11.2,12,3,8,5,14,14,0,14.8,19.5,-4.7,18,GER
677da306,19,1560,17.3,17,16,2,3,16,25,-9,16.8,27.2,-10.4,18,GER
67cdbc0e,22,1456,16.2,17,9,5,0,42,13,29,35.9,15.4,20.5,18,GER
68635c10,28,2001,22.2,24,18,4,4,24,42,-18,29.2,42.3,-13.1,18,GER
6873f3bc,22,1868,20.8,22,20,0,6,16,30,-14,21.0,31.1,-10.1,18,GER
68829001,19,1206,13.4,16,9,3,9,27,17,10,25.0,17.2,7.9,18,GER
69374ff5,22,1393,15.5,17,9,5,9,32,12,20,29.8,14.2,15.6,18,GER
699fb8db,31,2790,31.0,31,31,0,0,33,65,-32,40.2,61.6,-21.3,18,GER
6a81a181,24,674,7.5,3,0,21,3,9,18,-9,8.3,12.1,-3.8,18,GER
6b85f966,3,52,0.6,0,0,3,4,0,0,0,0.3,0.3,0.0,18,GER
6bd5cd5d,24,2102,23.4,24,22,0,10,23,35,-12,22.4,33.6,-11.2,18,GER
6bd603db,30,2591,28.8,29,28,1,1,33,42,-9,30.6,38.1,-7.5,18,GER
6c6a3300,9,384,4.3,5,0,4,5,5,6,-1,5.2,5.6,-0.3,18,GER
6cafd68d,15,969,10.8,10,9,5,5,23,12,11,16.3,13.9,2.4,18,GER
6d8f8441,1,2,0.0,0,0,1,12,0,0,0,0.0,0.1,-0.1,18,GER
6e33125f,16,1105,12.3,13,8,3,8,12,20,-8,15.4,15.3,0.1,18,GER
6ec6fde0,22,1690,18.8,17,16,5,3,42,27,15,32.1,23.6,8.5,18,GER
6fd8a334,1,45,0.5,0,0,1,0,1,1,0,1.1,1.6,-0.5,18,GER
70dcf94d,33,2748,30.5,31,19,2,0,27,47,-20,34.3,39.6,-5.3,18,GER
710fbdd1,6,196,2.2,2,0,4,11,3,2,1,4.4,1.8,2.6,18,GER
7124239e,1,23,0.3,0,0,1,7,1,0,1,0.5,0.3,0.2,18,GER
715bf047,23,1621,18.0,19,11,4,5,45,15,30,36.8,20.0,16.8,18,GER
71a20ce8,28,2321,25.8,27,22,1,0,31,25,6,28.5,33.9,-5.3,18,GER
733fecf1,10,277,3.1,3,0,7,13,8,3,5,5.0,3.7,1.3,18,GER
7364c4d1,7,235,2.6,3,0,4,2,1,5,-4,2.8,4.0,-1.2,18,GER
73e2f6eb,31,2790,31.0,31,31,0,1,39,45,-6,39.4,48.2,-8.8,18,GER
7483d9f9,3,34,0.4,0,0,3,1,0,1,-1,0.4,0.5,-0.1,18,GER
74c7c2db,24,1409,15.7,15,8,9,6,18,26,-8,17.6,25.9,-8.3,18,GER
74ced675,5,108,1.2,1,0,4,7,1,2,-1,1.1,0.8,0.3,18,GER
74d70fb5,21,1366,15.2,16,14,5,10,22,21,1,16.8,18.5,-1.7000000000000002,18,GER
76e5da9d,10,465,5.2,5,0,5,4,12,13,-1,9.5,11.4,-1.9,18,GER
77e84962,19,1247,13.9,12,9,7,1,39,10,29,33.1,10.2,22.9,18,GER
78952998,3,73,0.8,0,0,3,3,1,1,0,0.9,0.6,0.3,18,GER
78e68b4d,14,1173,13.0,14,10,0,9,15,25,-10,13.3,21.3,-8.0,18,GER
791abba1,32,2879,32.0,32,31,0,0,43,53,-10,43.2,53.1,-9.9,18,GER
791af558,27,2071,23.0,23,11,4,1,36,34,2,33.7,32.7,1.0,18,GER
79c90e45,28,2199,24.4,24,22,4,3,53,33,20,35.0,35.0,-0.1,18,GER
79ca3e23,17,744,8.3,9,0,8,9,9,6,3,8.1,9.3,-1.2,18,GER
79fa1799,2,60,0.7,1,0,1,6,0,2,-2,0.1,1.4,-1.3,18,GER
7aac47fe,9,548,6.1,7,4,2,8,12,10,2,5.6,11.6,-6.0,18,GER
7c104bb7,11,574,6.4,7,2,4,3,15,10,5,10.4,10.9,-0.5,18,GER
7cd6badb,31,2727,30.3,31,27,0,0,42,43,-1,46.7,43.7,3.0,18,GER
7d3e7da6,29,2610,29.0,29,29,0,3,84,26,58,64.8,29.2,35.6,18,GER
7d841904,3,19,0.2,0,0,3,5,0,0,0,0.0,0.1,-0.1,18,GER
7e689867,24,1489,16.5,19,2,5,5,20,23,-3,24.4,21.8,2.5,18,GER
7f609bfc,9,756,8.4,9,6,0,3,13,11,2,12.4,10.2,2.1,18,GER
7f73bdf4,1,90,1.0,1,1,0,2,4,1,3,1.8,2.1,-0.2,18,GER
7f97771d,22,1609,17.9,18,13,4,7,44,13,31,36.8,15.8,21.0,18,GER
7fe12375,2,180,2.0,2,2,0,31,2,4,-2,0.9,3.0,-2.1,18,GER
80f36c88,25,1515,16.8,16,13,9,8,46,17,29,39.9,17.8,22.1,18,GER
815c314f,12,901,10.0,11,9,1,6,14,18,-4,11.9,14.1,-2.1,18,GER
81aeb1dd,5,165,1.8,1,0,4,10,1,1,0,1.5,1.9,-0.4,18,GER
821233cc,4,271,3.0,3,3,1,5,4,5,-1,6.0,5.2,0.8,18,GER
826e8b63,33,2959,32.9,33,32,0,0,43,44,-1,44.5,39.8,4.7,18,GER
8279c033,7,320,3.6,3,1,4,12,0,5,-5,2.3,5.4,-3.2,18,GER
834d0be5,23,1550,17.2,17,12,6,3,27,21,6,32.8,19.8,13.0,18,GER
83e0eeb4,3,270,3.0,3,3,0,30,5,9,-4,5.3,7.4,-2.2,18,GER
8494acc4,21,1289,14.3,14,11,7,7,21,25,-4,23.3,22.0,1.3,18,GER
849c826a,18,1039,11.5,13,4,5,4,22,18,4,24.1,13.0,11.0,18,GER
857a5abe,25,2177,24.2,24,24,1,2,26,33,-7,24.3,31.7,-7.4,18,GER
8593f88c,34,3060,34.0,34,34,0,0,32,56,-24,39.6,46.1,-6.6,18,GER
861e0116,2,33,0.4,0,0,2,6,0,0,0,0.0,0.5,-0.5,18,GER
863ff1ee,30,2115,23.5,24,18,6,3,26,40,-14,28.7,36.6,-7.9,18,GER
86b30561,2,78,0.9,1,0,1,5,1,1,0,0.2,2.4,-2.2,18,GER
86e119e0,29,2454,27.3,28,26,1,1,30,37,-7,28.3,41.5,-13.2,18,GER
8778c910,3,270,3.0,3,3,0,0,6,2,4,7.2,1.7,5.5,18,GER
88d4144a,11,424,4.7,5,2,6,6,4,3,1,5.8,4.4,1.4,18,GER
88e357ef,22,1507,16.7,20,6,2,0,37,20,17,25.9,20.8,5.0,18,GER
8954fddc,2,52,0.6,0,0,2,1,1,1,0,0.1,0.1,0.0,18,GER
89565ac5,18,1491,16.6,17,14,1,1,24,32,-8,27.7,22.5,5.2,18,GER
896c126c,5,450,5.0,5,5,0,6,5,10,-5,6.7,13.6,-6.8,18,GER
89ac64a6,11,904,10.0,10,10,1,4,15,15,0,17.8,14.6,3.1,18,GER
8b6e0db2,7,463,5.1,5,3,2,17,6,5,1,9.7,6.7,3.0,18,GER
8be4fd6a,14,669,7.4,6,2,8,1,10,12,-2,7.0,11.0,-4.0,18,GER
8c90fd7a,12,287,3.2,3,2,9,11,2,5,-3,3.9,3.5,0.4,18,GER
8d78e732,30,2172,24.1,24,20,6,3,64,21,43,58.5,21.6,37.0,18,GER
8e235926,32,2527,28.1,30,19,2,1,37,39,-2,38.3,32.6,5.7,18,GER
8e58987d,19,1036,11.5,12,7,7,10,13,14,-1,13.5,14.0,-0.5,18,GER
8e92be30,5,119,1.3,1,0,4,15,2,0,2,3.7,0.9,2.8,18,GER
8ed9b33a,11,951,10.6,11,9,0,0,10,12,-2,9.7,13.8,-4.0,18,GER
8f0f2230,22,855,9.5,8,5,14,5,14,9,5,13.8,10.7,3.1,18,GER
8ff2354e,15,1178,13.1,14,12,1,1,21,21,0,20.8,18.3,2.4,18,GER
9050ddc4,23,1664,18.5,19,11,4,5,21,22,-1,22.5,20.8,1.7,18,GER
923f4dda,15,851,9.5,8,6,7,2,10,20,-10,13.9,20.0,-6.1,18,GER
92948149,19,1336,14.8,14,10,5,3,10,26,-16,19.4,28.8,-9.4,18,GER
92ffb8f9,4,213,2.4,3,1,1,5,0,3,-3,1.2,2.7,-1.5,18,GER
931b7c30,29,2610,29.0,29,28,0,1,25,43,-18,32.8,45.1,-12.4,18,GER
94302c52,5,450,5.0,5,5,0,1,7,11,-4,5.9,9.0,-3.1,18,GER
94c18565,30,1712,19.0,19,4,11,3,18,21,-3,19.4,22.1,-2.7,18,GER
95173427,2,180,2.0,2,2,0,2,7,1,6,3.4,2.4,1.0,18,GER
97655ccd,31,2614,29.0,30,25,1,1,29,38,-9,29.1,42.8,-13.7,18,GER
97bfa797,25,1266,14.1,14,2,11,6,35,19,16,22.9,18.9,4.0,18,GER
9853983f,24,1609,17.9,18,6,6,1,14,26,-12,18.4,25.9,-7.5,18,GER
99b7584f,30,1888,21.0,21,12,9,2,25,33,-8,26.3,38.2,-11.9,18,GER
99be8fb5,11,205,2.3,2,0,9,6,0,5,-5,2.2,3.3,-1.1,18,GER
99d6044d,1,50,0.6,1,0,0,3,0,2,-2,0.2,1.2,-0.9,18,GER
99de6b6f,27,2315,25.7,27,23,0,0,49,34,15,35.4,35.9,-0.6,18,GER
99f7e9aa,25,1941,21.6,21,19,4,6,20,36,-16,25.7,27.4,-1.7,18,GER
9a2e0ccc,21,1370,15.2,15,6,6,1,23,27,-4,24.0,19.4,4.5,18,GER
9a493fb7,12,789,8.8,8,5,4,4,13,22,-9,10.2,15.0,-4.8,18,GER
9ab16552,24,2090,23.2,23,22,1,1,32,32,0,31.3,29.6,1.8,18,GER
9ab48bde,25,1652,18.4,20,11,5,7,22,25,-3,19.5,23.1,-3.6,18,GER
9b285700,13,449,5.0,5,1,8,4,5,6,-1,8.6,8.7,-0.1,18,GER
9b88e120,16,956,10.6,12,9,4,18,6,16,-10,9.8,13.2,-3.4,18,GER
9d12e142,33,2969,33.0,33,32,0,0,60,43,17,63.6,41.1,22.5,18,GER
9efa1d25,23,1601,17.8,19,9,4,3,35,26,9,35.7,23.9,11.8,18,GER
9f381d8b,18,957,10.6,9,5,9,1,8,26,-18,14.4,21.7,-7.3,18,GER
9f979eb2,22,1890,21.0,21,20,1,3,25,45,-20,24.4,40.3,-15.9,18,GER
9fb640a8,11,802,8.9,10,5,1,6,7,15,-8,8.1,13.5,-5.3,18,GER
9fec8860,29,2532,28.1,29,26,0,0,33,34,-1,33.1,37.2,-4.1,18,GER
a0606ae8,34,3060,34.0,34,34,0,0,36,36,0,40.3,43.5,-3.1,18,GER
a0e209bc,11,737,8.2,10,3,1,6,10,17,-7,7.5,12.3,-4.8,18,GER
a165a577,1,90,1.0,1,1,0,30,0,4,-4,0.5,3.5,-3.0,18,GER
a167537f,34,2326,25.8,26,12,8,0,51,34,17,41.9,29.6,12.3,18,GER
a2a85828,9,314,3.5,2,0,7,8,3,3,0,2.3,3.9,-1.5,18,GER
a2e7de6f,30,2570,28.6,29,26,1,0,19,46,-27,30.2,47.9,-17.7,18,GER
a3ddb1b9,31,2177,24.2,24,17,7,0,52,33,19,37.6,35.8,1.8,18,GER
a4e14205,10,370,4.1,4,0,6,12,3,9,-6,3.9,10.2,-6.2,18,GER
a4effc55,11,657,7.3,6,3,5,11,18,10,8,14.4,8.4,6.0,18,GER
a4f94a0d,27,2412,26.8,27,25,0,0,29,26,3,31.9,34.2,-2.4,18,GER
a53b661f,30,2140,23.8,20,12,10,0,38,37,1,37.0,34.4,2.5,18,GER
a572e291,20,779,8.7,7,5,13,10,9,13,-4,10.0,13.0,-2.9,18,GER
a5ae8f8e,30,2655,29.5,30,29,0,2,32,35,-3,33.1,38.4,-5.2,18,GER
a5d77c4e,1,10,0.1,0,0,1,11,0,1,-1,0.0,0.3,-0.3,18,GER
a5ec3ede,15,1287,14.3,14,13,1,8,18,21,-3,16.1,20.1,-4.0,18,GER
a63a995f,23,1583,17.6,18,15,5,8,17,24,-7,19.8,21.9,-2.1,18,GER
a7813ac4,29,2500,27.8,28,25,1,3,34,42,-8,29.6,37.5,-7.9,18,GER
a93b6f4e,3,270,3.0,3,3,0,3,2,3,-1,1.8,3.8,-2.0,18,GER
a96e5dc0,18,1391,15.5,15,14,3,4,29,17,12,30.4,21.3,9.100000000000001,18,GER
aad48be9,26,2210,24.6,25,24,1,3,27,26,1,26.7,34.1,-7.3,18,GER
ab700320,17,1223,13.6,14,7,3,4,19,17,2,21.0,18.4,2.6,18,GER
abb42ce6,20,1515,16.8,17,10,3,8,11,35,-24,20.2,36.3,-16.2,18,GER
acc7b7ec,14,1121,12.5,14,6,0,1,10,12,-2,13.5,13.6,-0.1,18,GER
ad00b1a8,2,82,0.9,1,0,1,10,0,1,-1,1.2,0.9,0.3,18,GER
ad3389d5,34,3060,34.0,34,34,0,0,45,45,0,42.2,41.7,0.5,18,GER
aeda1f69,28,1981,22.0,25,12,3,1,28,33,-5,26.8,35.2,-8.4,18,GER
afb0c500,1,45,0.5,0,0,1,33,0,0,0,0.6,0.4,0.2,18,GER
b1823b08,7,75,0.8,0,0,7,5,1,1,0,1.2,1.0,0.2,18,GER
b1cd37e6,30,2438,27.1,27,21,3,0,26,38,-12,31.6,42.8,-11.2,18,GER
b3325a30,25,1703,18.9,16,11,9,4,20,30,-10,20.3,29.4,-9.1,18,GER
b3b7f5a6,24,1892,21.0,22,18,2,2,27,30,-3,25.5,27.1,-1.6,18,GER
b48215cd,16,617,6.9,6,1,10,13,11,11,0,7.8,9.6,-1.8,18,GER
b500b384,17,990,11.0,11,6,6,8,18,23,-5,14.1,15.299999999999999,-1.0999999999999999,18,GER
b5920350,10,336,3.7,3,0,7,8,4,5,-1,4.8,5.9,-1.2,18,GER
b5f63410,21,902,10.0,9,1,12,7,7,14,-7,10.0,11.5,-1.4,18,GER
b682dcf6,30,2373,26.4,28,23,2,2,52,37,15,49.7,33.0,16.8,18,GER
b69261a0,28,2457,27.3,28,25,0,0,43,44,-1,40.6,42.7,-2.1,18,GER
b6a6e0a7,20,1431,15.9,17,6,3,14,24,23,1,17.3,26.6,-9.3,18,GER
b742cc0d,12,807,9.0,9,8,3,3,15,16,-1,15.6,11.2,4.4,18,GER
b825a650,27,2049,22.7,22,18,5,4,41,37,4,35.9,31.2,4.7,18,GER
b82880c6,27,2211,24.6,25,22,2,0,32,32,0,28.4,30.8,-2.5,18,GER
b883006f,1,18,0.2,0,0,1,0,0,1,-1,0.6,0.3,0.3,18,GER
b93b7882,26,1853,20.6,19,15,7,3,23,27,-4,21.7,25.7,-4.0,18,GER
b9ebc83e,2,46,0.5,0,0,2,10,0,0,0,0.3,0.7,-0.4,18,GER
ba115a40,31,2347,26.1,26,16,5,3,30,34,-4,29.7,32.2,-2.4,18,GER
bb25c778,3,270,3.0,3,3,0,28,4,3,1,3.0,5.1,-2.1,18,GER
bbb496b5,13,441,4.9,4,3,9,9,8,4,4,5.5,6.3,-0.8,18,GER
bcb2ccd8,33,2970,33.0,33,33,0,1,57,52,5,50.7,45.5,5.2,18,GER
bd142efb,28,2427,27.0,27,26,1,1,48,34,14,46.2,30.9,15.3,18,GER
bd7d2e6d,29,2610,29.0,29,29,0,0,33,29,4,35.2,39.3,-4.1,18,GER
beb882a8,33,2692,29.9,31,21,2,1,36,37,-1,33.9,39.4,-5.5,18,GER
bee0bab1,24,1146,12.7,13,6,11,10,17,24,-7,21.2,16.6,4.6,18,GER
c0a0c18f,2,36,0.4,0,0,2,5,1,1,0,0.5,0.5,0.0,18,GER
c0dc9fc7,12,276,3.1,2,0,10,4,8,3,5,4.9,4.5,0.4,18,GER
