id,matches,minutes,nineties,starts,completed,sub,sub_unused,onpitch_goals,onpitch_goals_ag,onpitch_goals_delta,onpitch_xg,onpitch_xga,onpitch_xg_delta,season,comp
45c1c326,20,1506,16.7,18,8,2,0,17,18,-1,17.8,21.4,-3.6,20,FRA
462475ed,26,2058,22.9,24,12,2,1,31,21,10,28.6,25.4,3.2,20,FRA
46750e9c,11,395,4.4,3,0,8,9,10,7,3,6.8,6.5,0.3,20,FRA
468fdbad,6,360,4.0,4,3,2,2,2,4,-2,5.1,2.5,2.6,20,FRA
46907171,7,371,4.1,4,1,3,0,6,3,3,6.2,2.8,3.4,20,FRA
469d3d84,15,623,6.9,6,2,9,1,7,14,-7,8.3,10.9,-2.5,20,FRA
46a7b605,1,25,0.3,0,0,1,1,0,0,0,0.2,0.1,0.1,20,FRA
46d50339,12,855,9.5,10,8,2,10,9,15,-6,7.2,12.5,-5.2,20,FRA
46faabfa,21,951,10.6,9,3,12,5,11,10,1,9.6,14.1,-4.5,20,FRA
4749367a,6,373,4.1,4,2,2,8,1,4,-3,3.5,4.4,-0.8,20,FRA
475583ff,21,1530,17.0,17,12,4,6,20,28,-8,17.6,27.8,-10.2,20,FRA
4788cb6b,1,8,0.1,0,0,1,2,0,0,0,0.1,0.1,0.0,20,FRA
47af88b8,25,2131,23.7,24,22,1,1,37,22,15,30.8,23.0,7.8,20,FRA
47c609d5,7,453,5.0,6,1,1,0,5,3,2,5.4,5.4,-0.1,20,FRA
48b28bfd,11,630,7.0,8,2,3,3,8,10,-2,9.6,8.0,1.6,20,FRA
49070d66,4,360,4.0,4,4,0,8,4,4,0,3.8,6.1,-2.3,20,FRA
4914ed4a,4,231,2.6,3,2,1,5,2,6,-4,2.7,4.8,-2.1,20,FRA
4a537185,1,1,0.0,0,0,1,0,0,0,0,0.0,0.0,0.0,20,FRA
4b96c347,20,1579,17.5,19,12,1,2,12,17,-5,15.9,17.3,-1.4,20,FRA
4be0b467,12,666,7.4,8,1,4,4,5,8,-3,7.3,7.6,-0.3,20,FRA
4bf69118,14,983,10.9,13,8,1,9,16,11,5,12.1,15.6,-3.6,20,FRA
4c4ffacc,20,1587,17.6,18,15,2,8,15,23,-8,17.3,23.1,-5.8,20,FRA
4c700f46,14,924,10.3,10,8,4,7,14,9,5,11.4,14.0,-2.7,20,FRA
4c93a97f,1,45,0.5,1,0,0,1,2,2,0,0.5,0.6,-0.1,20,FRA
4e0afc5d,24,2016,22.4,22,21,2,1,26,24,2,24.5,26.9,-2.3,20,FRA
4e7bfc23,11,401,4.5,4,2,7,13,2,4,-2,4.6,4.5,0.1,20,FRA
4e7d66f8,12,764,8.5,9,2,3,8,7,16,-9,7.6,11.3,-3.6,20,FRA
4e7db402,27,2430,27.0,27,27,0,0,27,29,-2,27.5,27.8,-0.3,20,FRA
4f255115,18,1175,13.0,13,8,5,8,21,14,7,12.4,18.5,-6.1,20,FRA
5046b7d4,20,907,10.1,10,1,10,1,14,9,5,12.4,9.0,3.4,20,FRA
5065d67d,15,1268,14.1,13,12,2,3,16,15,1,12.5,26.0,-13.5,20,FRA
509a4ccb,21,858,9.5,9,2,12,4,17,14,3,17.2,15.0,2.2,20,FRA
5148dcc5,23,1198,13.3,13,6,10,3,16,12,4,17.0,13.3,3.7,20,FRA
51c30111,3,78,0.9,1,0,2,4,0,2,-2,0.6,1.2,-0.6,20,FRA
51c83a90,2,123,1.4,1,1,1,26,3,3,0,0.9,2.5,-1.6,20,FRA
51dbeea9,7,480,5.3,5,4,2,3,20,7,13,18.7,6.1,12.5,20,FRA
527f063d,14,605,6.7,7,3,7,2,15,9,6,19.7,6.6,13.0,20,FRA
5314e067,17,1400,15.6,17,11,0,8,13,23,-10,16.7,21.9,-5.2,20,FRA
53283127,1,1,0.0,0,0,1,5,0,0,0,0.0,0.1,-0.1,20,FRA
53e585f2,2,25,0.3,0,0,2,2,0,0,0,0.7,0.4,0.3,20,FRA
54131505,15,982,10.9,11,5,4,10,14,14,0,13.1,16.9,-3.9,20,FRA
542cc80f,19,1224,13.6,14,9,5,6,15,21,-6,14.0,25.7,-11.7,20,FRA
57a46f3f,2,25,0.3,0,0,2,4,0,1,-1,0.2,0.9,-0.7,20,FRA
5853ac44,6,452,5.0,4,3,2,8,18,6,12,14.6,3.5,11.1,20,FRA
586ef3a3,1,90,1.0,1,1,0,27,0,3,-3,0.3,2.8,-2.5,20,FRA
58ad9383,27,2430,27.0,27,27,0,0,26,18,8,30.3,25.7,4.6,20,FRA
58ae47b2,22,1930,21.4,22,15,0,0,34,19,15,29.1,21.6,7.5,20,FRA
59bf127b,20,1719,19.1,20,17,0,0,36,30,6,36.5,29.2,7.3,20,FRA
5b1bf5e3,24,2001,22.2,23,13,1,0,23,35,-12,21.4,28.4,-7.0,20,FRA
5b5724d2,18,1272,14.1,14,11,4,8,13,24,-11,16.2,22.2,-6.0,20,FRA
5c2da10f,20,963,10.7,11,1,9,5,16,7,9,17.6,11.4,6.2,20,FRA
5c9ac7f0,6,292,3.2,3,1,3,0,5,3,2,3.1,3.4,-0.3,20,FRA
5ceba7fc,8,538,6.0,5,2,3,0,8,5,3,8.0,5.7,2.3,20,FRA
5d42d487,13,349,3.9,3,0,10,4,4,4,0,3.6,4.3,-0.6,20,FRA
5d93ccee,1,90,1.0,1,1,0,10,1,0,1,1.7,1.3,0.3,20,FRA
5d9577aa,1,18,0.2,0,0,1,14,0,1,-1,0.2,0.4,-0.2,20,FRA
5e080f73,21,1450,16.1,15,10,6,2,22,22,0,19.6,25.4,-5.8,20,FRA
5e22e2a4,28,2505,27.8,28,27,0,0,28,33,-5,29.2,28.4,0.8,20,FRA
5f0241b2,2,180,2.0,2,2,0,21,6,4,2,7.6,2.6,5.0,20,FRA
5f26e0c5,11,990,11.0,11,11,0,5,11,18,-7,9.8,16.0,-6.2,20,FRA
5f3eaaf5,26,2177,24.2,25,19,1,0,25,26,-1,27.2,27.3,-0.1,20,FRA
6043997c,4,116,1.3,0,0,4,11,2,2,0,1.5,2.1,-0.6,20,FRA
60f58477,1,6,0.1,0,0,1,4,0,0,0,0.2,0.1,0.1,20,FRA
61590953,17,1273,14.1,14,12,3,4,24,18,6,19.1,21.5,-2.4,20,FRA
6191093d,24,1845,20.5,22,7,2,0,18,27,-9,21.2,24.5,-3.2,20,FRA
625c144a,25,2250,25.0,25,25,0,0,35,27,8,31.1,28.7,2.4,20,FRA
6421dd73,26,1751,19.5,20,7,6,0,16,36,-20,22.2,30.4,-8.2,20,FRA
6481421d,26,1718,19.1,22,3,4,0,15,13,2,20.4,18.5,1.9,20,FRA
65391fa7,7,415,4.6,3,3,4,10,4,8,-4,4.6,4.0,0.6,20,FRA
6578600f,1,9,0.1,0,0,1,2,0,1,-1,0.0,0.5,-0.5,20,FRA
6605d143,26,2196,24.4,26,22,0,0,22,29,-7,22.9,33.2,-10.3,20,FRA
6690ef25,16,1376,15.3,16,14,0,0,17,16,1,20.9,17.1,3.7,20,FRA
67ac5bb8,24,2087,23.2,23,22,1,1,30,21,9,34.4,25.1,9.2,20,FRA
67b7357e,10,666,7.4,9,5,1,9,2,13,-11,6.7,12.8,-6.1,20,FRA
68a87d66,3,145,1.6,2,1,1,0,4,3,1,3.6,2.6,1.1,20,FRA
69384e5d,15,1318,14.6,15,11,0,0,40,11,29,38.9,11.2,27.8,20,FRA
698b37b8,5,163,1.8,2,0,3,8,0,4,-4,1.2,2.3,-1.1,20,FRA
698f11e3,1,90,1.0,1,1,0,7,0,3,-3,0.3,1.0,-0.7,20,FRA
6a26e528,2,4,0.0,0,0,2,3,0,0,0,0.0,0.2,-0.2,20,FRA
6a827d8e,13,1003,11.1,12,8,1,0,15,16,-1,11.8,18.1,-6.3,20,FRA
6b200d45,21,1714,19.0,20,18,1,3,18,29,-11,22.2,25.9,-3.7,20,FRA
6b2c894b,16,1333,14.8,15,14,1,6,15,12,3,16.0,18.9,-3.0,20,FRA
6b4436ba,1,59,0.7,1,0,0,6,2,0,2,0.6,0.9,-0.3,20,FRA
6bca20fe,5,192,2.1,2,1,3,5,0,2,-2,2.6,2.8,-0.3,20,FRA
6bde367b,19,1524,16.9,18,9,1,0,24,22,2,20.2,22.6,-2.4,20,FRA
6be41a31,8,226,2.5,2,0,6,9,6,4,2,5.6,2.7,2.9,20,FRA
6c8ddd52,5,172,1.9,1,1,4,5,5,4,1,3.6,4.1,-0.5,20,FRA
6dfd8f05,20,1670,18.6,19,18,1,5,20,28,-8,18.2,32.2,-13.9,20,FRA
6e5b5a45,23,1869,20.8,21,16,2,1,24,29,-5,21.7,30.7,-9.0,20,FRA
6e7f1353,27,2173,24.1,26,12,1,0,34,20,14,30.9,25.1,5.9,20,FRA
6fbde63a,3,173,1.9,2,0,1,0,3,3,0,2.0,1.2,0.8,20,FRA
706a60e1,18,675,7.5,7,2,11,4,12,10,2,11.9,11.5,0.4,20,FRA
7091324a,2,16,0.2,0,0,2,6,1,1,0,1.1,0.1,1.0,20,FRA
71ec39ef,24,1763,19.6,19,16,5,2,30,21,9,26.0,18.5,7.4,20,FRA
72a0fb65,28,2520,28.0,28,28,0,0,27,37,-10,30.5,38.4,-8.0,20,FRA
72c812f3,20,1653,18.4,19,16,1,1,47,15,32,49.4,16.0,33.4,20,FRA
741418c3,22,1629,18.1,19,12,3,0,25,25,0,21.4,30.0,-8.6,20,FRA
74733221,4,360,4.0,4,4,0,21,6,5,1,5.0,6.8,-1.9,20,FRA
75a63397,26,1826,20.3,23,3,3,2,21,23,-2,17.3,26.8,-9.6,20,FRA
767212e6,22,1980,22.0,22,22,0,1,29,30,-1,24.0,37.7,-13.8,20,FRA
76806215,2,150,1.7,1,1,1,26,4,2,2,3.7,2.0,1.7,20,FRA
770d7eb8,25,2043,22.7,22,22,3,1,31,22,9,28.9,24.9,4.0,20,FRA
775185ae,17,530,5.9,5,0,12,3,6,4,2,6.1,5.3,0.8,20,FRA
779847d6,21,1890,21.0,21,21,0,0,19,20,-1,22.4,21.4,1.0,20,FRA
77d7c96f,18,1072,11.9,9,8,9,5,15,14,1,15.8,11.8,4.0,20,FRA
7800bdb8,2,180,2.0,2,2,0,26,4,2,2,3.7,2.2,1.5,20,FRA
7909ffa4,20,1251,13.9,13,8,7,5,19,17,2,17.5,15.2,2.3,20,FRA
796b1c41,7,106,1.2,0,0,7,19,1,1,0,2.1,2.1,0.0,20,FRA
79b2399c,24,1747,19.4,20,15,4,0,17,29,-12,20.0,19.8,0.2,20,FRA
7b075c75,6,415,4.6,4,4,2,7,7,5,2,7.8,4.5,3.3,20,FRA
7b9a9e25,18,908,10.1,9,4,9,3,9,15,-6,11.3,15.5,-4.1,20,FRA
7b9c2d84,25,2107,23.4,24,18,1,1,32,21,11,31.6,26.2,5.3,20,FRA
7c2965bb,1,80,0.9,1,0,0,0,0,3,-3,0.5,0.8,-0.2,20,FRA
7c6d6c96,3,270,3.0,3,3,0,0,3,4,-1,2.1,4.5,-2.4,20,FRA
7cab69b5,13,1056,11.7,13,9,0,2,20,15,5,23.1,14.4,8.8,20,FRA
7cdda3bf,28,2237,24.9,27,13,1,0,32,26,6,31.3,29.1,2.2,20,FRA
7cf431a5,20,1079,12.0,12,5,8,6,12,7,5,14.6,12.3,2.4,20,FRA
7d937aa1,13,829,9.2,10,3,3,11,7,11,-4,7.6,11.9,-4.4,20,FRA
7d9397f8,14,590,6.6,7,2,7,6,9,7,2,7.6,10.1,-2.4,20,FRA
7d9b37bf,1,7,0.1,0,0,1,1,0,0,0,0.1,0.8,-0.7,20,FRA
7dfbba27,23,1222,13.6,14,1,9,1,14,10,4,14.1,19.0,-4.9,20,FRA
7e82a78f,25,1684,18.7,19,10,6,0,28,25,3,25.0,25.6,-0.7,20,FRA
7ebfac0f,4,54,0.6,0,0,4,1,1,0,1,1.5,0.8,0.7,20,FRA
7f622eef,4,120,1.3,1,1,3,5,2,2,0,2.1,1.8,0.3,20,FRA
7fecbcdb,7,554,6.2,6,6,1,7,9,3,6,6.0,5.5,0.5,20,FRA
7ffaf233,13,262,2.9,1,0,12,5,3,2,1,2.9,3.6,-0.7,20,FRA
80556f08,15,991,11.0,11,6,4,6,14,14,0,13.0,16.2,-3.2,20,FRA
808df563,5,200,2.2,2,2,3,2,3,2,1,2.4,3.5,-1.1,20,FRA
80d1adb3,8,148,1.6,0,0,8,4,1,0,1,1.7,3.4,-1.7,20,FRA
80e4c841,22,1971,21.9,22,21,0,1,25,36,-11,23.4,27.0,-3.6,20,FRA
814ac171,2,20,0.2,0,0,2,5,0,0,0,0.0,0.1,-0.1,20,FRA
81d3318f,11,648,7.2,7,4,4,5,9,8,1,7.2,9.0,-1.8,20,FRA
822d51d7,20,1618,18.0,19,14,1,0,25,20,5,24.5,21.1,3.4000000000000004,20,FRA
82518f62,3,270,3.0,3,3,0,1,4,1,3,6.1,1.8,4.3,20,FRA
82671804,3,190,2.1,2,2,1,0,0,2,-2,2.3,1.7,0.5,20,FRA
8332db56,16,1254,13.9,14,12,2,7,11,22,-11,14.0,18.7,-4.7,20,FRA
834b5c4c,27,2430,27.0,27,27,0,0,32,32,0,34.2,32.2,2.0,20,FRA
8413ceb1,1,55,0.6,0,0,1,5,1,0,1,0.7,0.4,0.3,20,FRA
84549a07,3,133,1.5,1,0,2,5,2,2,0,1.8,1.5,0.3,20,FRA
84d94b91,19,1364,15.2,15,7,4,7,11,25,-14,12.0,22.8,-10.8,20,FRA
8577e60a,12,901,10.0,10,9,2,4,13,20,-7,11.0,14.9,-3.9,20,FRA
85e2d218,12,384,4.3,4,1,8,9,3,3,0,5.9,3.6,2.2,20,FRA
8608f269,1,72,0.8,0,0,1,6,0,4,-4,0.2,2.7,-2.5,20,FRA
861227d2,24,2115,23.5,24,23,0,1,21,28,-7,22.1,31.8,-9.6,20,FRA
86574238,13,875,9.7,11,9,2,6,3,19,-16,8.0,12.8,-4.8,20,FRA
86e7deaf,21,1571,17.5,20,13,1,0,45,11,34,45.3,13.2,32.0,20,FRA
8746d5d0,20,1434,15.9,15,12,5,5,21,25,-4,19.6,24.3,-4.6,20,FRA
87e9c7cd,2,4,0.0,0,0,2,4,0,1,-1,0.1,0.2,-0.2,20,FRA
8802c1d5,10,518,5.8,6,0,4,6,8,10,-2,6.5,8.6,-2.2,20,FRA
8846a40f,25,1542,17.1,17,9,8,0,17,24,-7,19.1,18.2,0.8,20,FRA
885b7aa7,27,2386,26.5,27,24,0,0,25,35,-10,28.8,37.1,-8.3,20,FRA
8a2248b4,26,2340,26.0,26,26,0,0,37,36,1,32.1,41.7,-9.7,20,FRA
8b28686a,1,45,0.5,1,0,0,1,0,0,0,0.1,0.4,-0.3,20,FRA
8b298f56,11,839,9.3,10,6,1,2,9,9,0,8.9,13.5,-4.6,20,FRA
8bbe2df5,18,1419,15.8,16,14,2,4,22,15,7,25.6,18.4,7.2,20,FRA
8c90fd7a,27,2287,25.4,25,21,2,0,33,23,10,37.2,26.7,10.5,20,FRA
8c955557,3,158,1.8,1,1,2,0,0,2,-2,1.6,1.4,0.1,20,FRA
8d043f1d,3,201,2.2,2,1,1,1,8,2,6,3.7,2.7,1.0,20,FRA
8da74c05,8,519,5.8,6,4,2,5,8,11,-3,8.2,9.1,-0.9,20,FRA
8eec784d,3,85,0.9,1,0,2,0,1,1,0,1.1,0.6,0.6,20,FRA
8f325097,7,556,6.2,6,5,1,5,10,3,7,7.6,5.3,2.2,20,FRA
8f4d116f,28,2458,27.3,28,24,0,0,34,33,1,34.4,33.7,0.7,20,FRA
8f534f8e,1,58,0.6,1,0,0,3,0,1,-1,0.4,0.7,-0.3,20,FRA
8f696594,13,1018,11.3,12,7,1,1,19,8,11,13.3,10.7,2.6,20,FRA
8fa8f8d2,11,901,10.0,9,9,2,15,8,17,-9,11.1,14.4,-3.2,20,FRA
9001138b,11,413,4.6,4,1,7,6,8,6,2,8.3,4.9,3.4,20,FRA
909222de,14,527,5.9,4,3,10,5,6,10,-4,6.6,8.1,-1.5,20,FRA
90eb507d,27,2430,27.0,27,27,0,1,26,18,8,30.3,25.7,4.6,20,FRA
90f87966,25,2205,24.5,25,24,0,3,30,24,6,35.2,28.8,6.4,20,FRA
90fcf472,23,1160,12.9,14,4,9,0,8,27,-19,13.4,19.8,-6.4,20,FRA
91e58f66,3,48,0.5,0,0,3,4,2,0,2,0.7,0.3,0.4,20,FRA
91f2da4c,16,683,7.6,6,2,10,1,8,9,-1,10.0,9.6,0.5,20,FRA
92232aad,21,1769,19.7,20,18,1,4,22,34,-12,24.2,28.1,-4.0,20,FRA
923f4dda,23,1921,21.3,23,17,0,0,25,34,-9,21.5,25.9,-4.4,20,FRA
92b56413,15,892,9.9,12,1,3,2,9,6,3,12.4,7.8,4.6,20,FRA
92cd4bef,21,1715,19.1,21,12,0,2,16,40,-24,21.9,29.8,-7.9,20,FRA
934a0957,1,45,0.5,1,0,0,0,1,3,-2,0.8,1.0,-0.2,20,FRA
93c942fb,3,22,0.2,0,0,3,5,0,1,-1,0.1,0.5,-0.4,20,FRA
942b4f90,26,2164,24.0,25,15,1,0,40,36,4,44.5,36.7,7.8,20,FRA
94f8d10c,23,1886,21.0,20,20,3,3,29,22,7,26.5,22.2,4.3,20,FRA
95981861,5,87,1.0,1,0,4,7,1,2,-1,1.0,1.9,-0.9,20,FRA
972aeb2a,12,992,11.0,11,11,1,1,10,15,-5,12.4,14.0,-1.6,20,FRA
9744ff80,21,1164,12.9,13,5,8,4,32,8,24,31.1,9.2,21.9,20,FRA
97bfa797,10,266,3.0,2,0,8,6,5,5,0,6.0,3.3,2.6,20,FRA
97fb4608,8,455,5.1,4,3,4,9,4,6,-2,5.8,3.8,1.9,20,FRA
9980269a,21,1616,18.0,18,15,3,1,16,14,2,20.3,16.2,4.1,20,FRA
9a1f2e1c,13,700,7.8,9,4,4,7,10,8,2,11.1,7.7,3.4,20,FRA
9a506145,8,327,3.6,4,2,4,11,5,6,-1,3.2,5.7,-2.5,20,FRA
9ae9eaea,11,829,9.2,11,8,0,1,13,7,6,14.2,6.1,8.1,20,FRA
9b398aea,17,1282,14.2,16,10,1,0,18,17,1,16.8,13.8,3.1,20,FRA
9b6556d2,14,520,5.8,5,1,9,3,9,11,-2,7.5,8.5,-1.0,20,FRA
9bb0b9f1,3,185,2.1,2,2,1,3,4,7,-3,3.3,5.8,-2.4,20,FRA
9c2b1f11,1,12,0.1,1,0,0,0,0,0,0,0.1,0.1,0.1,20,FRA
9cebd6ce,2,50,0.6,0,0,2,1,1,1,0,0.9,1.3,-0.3,20,FRA
9daeac61,6,540,6.0,6,6,0,2,5,2,3,4.8,5.6000000000000005,-0.7,20,FRA
9e64fc85,8,656,7.3,8,7,0,0,3,15,-12,7.1,8.7,-1.5,20,FRA
a0434482,17,1133,12.6,14,8,3,3,14,21,-7,12.9,17.1,-4.2,20,FRA
a046fc35,1,30,0.3,0,0,1,1,0,0,0,0.1,0.1,0.1,20,FRA
a0791826,19,821,9.1,8,1,11,3,10,12,-2,8.9,13.5,-4.6,20,FRA
a0b65401,22,1165,12.9,12,10,10,1,15,22,-7,14.4,18.1,-3.8,20,FRA
a0f9b535,17,885,9.8,9,5,8,5,14,9,5,13.7,11.9,1.8,20,FRA
a2d873dd,24,1633,18.1,19,9,5,2,24,26,-2,21.1,26.8,-5.7,20,FRA
a440d8ca,9,682,7.6,8,6,1,16,10,13,-3,7.8,11.4,-3.6,20,FRA
a46472d0,18,1473,16.4,17,15,1,4,13,23,-10,17.9,21.7,-3.8,20,FRA
a4b1028a,27,2411,26.8,27,25,0,0,37,22,15,34.7,27.4,7.3,20,FRA
a4c3f7af,25,1817,20.2,20,15,5,1,20,25,-5,20.8,25.4,-4.5,20,FRA
a5db0bec,25,1956,21.7,23,14,2,1,30,23,7,28.6,22.3,6.3,20,FRA
a634b9d2,5,450,5.0,5,5,0,18,5,5,0,5.9,6.3,-0.4,20,FRA
a8567629,1,90,1.0,1,1,0,2,4,4,0,3.2,1.3,1.9,20,FRA
a8797cf1,21,992,11.0,10,6,11,3,16,29,-13,11.6,20.2,-8.6,20,FRA
a99138af,11,200,2.2,1,0,10,11,4,2,2,3.5,1.5,2.0,20,FRA
aa1a8c7e,3,84,0.9,1,0,2,1,1,2,-1,1.1,1.3,-0.2,20,FRA
aad56ca3,1,1,0.0,0,0,1,2,0,0,0,0.0,0.0,0.0,20,FRA
ab096c6f,15,1305,14.5,14,14,1,3,15,21,-6,13.6,21.7,-8.1,20,FRA
ac89503b,3,270,3.0,3,3,0,5,4,7,-3,4.0,5.2,-1.2,20,FRA
ad7b19ef,15,858,9.5,12,4,3,1,8,16,-8,10.8,13.5,-2.7,20,FRA
ad82197c,27,2430,27.0,27,27,0,0,25,21,4,29.0,27.1,1.8,20,FRA
ae59b359,20,1213,13.5,15,7,5,6,12,19,-7,16.1,17.0,-0.9,20,FRA
ae7d0ecd,27,2384,26.5,27,26,0,0,26,31,-5,24.9,36.1,-11.2,20,FRA
aef6e670,16,1225,13.6,14,13,2,5,42,12,30,39.5,12.8,26.7,20,FRA
af0c835b,18,523,5.8,3,2,15,10,3,9,-6,6.0,7.6,-1.6,20,FRA
b0547a87,24,1995,22.2,23,15,1,0,31,29,2,25.2,29.3,-4.1,20,FRA
b056e3da,2,180,2.0,2,2,0,23,4,2,2,2.5,2.0,0.5,20,FRA
b2336681,8,661,7.3,8,5,0,13,9,7,2,8.3,8.2,0.1,20,FRA
b2791a55,1,90,1.0,1,1,0,12,2,2,0,1.1,1.5,-0.4,20,FRA
b2bd0f6c,26,1937,21.5,22,13,4,1,27,20,7,30.3,24.1,6.2,20,FRA
b34c63a5,6,143,1.6,1,0,5,6,3,3,0,1.4,1.0,0.4,20,FRA
b49729cb,27,2397,26.6,27,26,0,0,31,34,-3,29.9,43.0,-13.2,20,FRA
b4c816a9,4,68,0.8,0,0,4,8,1,2,-1,1.0,1.0,0.1,20,FRA
b5bb8188,1,79,0.9,1,0,0,0,1,2,-1,1.2,1.6,-0.4,20,FRA
b6047994,3,132,1.5,1,1,2,1,1,2,-1,1.7,1.0,0.8,20,FRA
b666421b,23,2052,22.8,23,22,0,2,21,22,-1,23.8,23.1,0.7,20,FRA
b66d1d8a,24,2056,22.8,23,18,1,1,23,34,-11,25.0,33.1,-8.1,20,FRA
b684a484,14,440,4.9,4,0,10,5,5,3,2,4.1,4.3,-0.2,20,FRA
b748968d,6,540,6.0,6,6,0,6,3,9,-6,3.5,10.4,-6.9,20,FRA
b871bf55,7,630,7.0,7,7,0,0,7,9,-2,6.4,8.7,-2.4,20,FRA
b8d22478,20,1357,15.1,15,8,5,2,22,18,4,14.6,22.6,-8.0,20,FRA
b92edde2,2,4,0.0,0,0,2,13,0,0,0,0.1,0.1,0.1,20,FRA
b94b8be1,1,64,0.7,1,0,0,3,2,0,2,1.3,0.3,1.0,20,FRA
b98cea65,2,180,2.0,2,2,0,25,1,1,0,1.5,1.5,0.0,20,FRA
b99bec05,28,2520,28.0,28,28,0,0,22,58,-36,31.7,45.6,-13.9,20,FRA
bb67bff1,6,123,1.4,1,0,5,11,0,1,-1,1.3,1.5,-0.2,20,FRA
bc0bfc64,21,735,8.2,6,4,15,5,12,9,3,10.2,9.3,0.9,20,FRA
bc270726,28,2520,28.0,28,28,0,0,31,50,-19,27.4,39.3,-11.9,20,FRA
bc50c437,4,49,0.5,0,0,4,1,0,1,-1,0.8,0.2,0.5,20,FRA
bc7b4580,10,834,9.3,10,9,0,0,9,6,3,9.1,9.5,-0.4,20,FRA
bcc81786,20,1633,18.1,17,17,3,0,20,43,-23,22.3,31.3,-9.0,20,FRA
bced0375,25,2175,24.2,25,23,0,0,15,52,-37,27.0,40.8,-13.7,20,FRA
bcf1b2e9,23,2035,22.6,22,22,1,2,22,49,-27,27.0,39.0,-11.9,20,FRA
bdedd861,28,1563,17.4,17,5,11,0,14,21,-7,16.8,18.2,-1.4,20,FRA
be13e5a8,1,90,1.0,1,1,0,5,0,1,-1,1.3,0.8,0.5,20,FRA
beae3a73,24,2027,22.5,23,18,1,0,20,38,-18,23.6,35.0,-11.4,20,FRA
beb391dd,22,1330,14.8,14,9,8,2,17,16,1,19.0,14.0,5.0,20,FRA
bef0a7ac,26,2101,23.3,25,10,1,0,33,24,9,30.2,27.0,3.2,20,FRA
bef22bc4,10,465,5.2,6,1,4,5,2,5,-3,4.7,5.3,-0.6,20,FRA
c05d65d1,2,14,0.2,0,0,2,5,0,0,0,0.2,0.8,-0.6,20,FRA
c1b16364,13,468,5.2,4,1,9,9,3,9,-6,4.5,6.3,-1.8,20,FRA
c20bdcd7,16,1110,12.3,12,11,4,6,13,12,1,15.0,12.8,2.2,20,FRA
c26a3918,22,1980,22.0,22,22,0,2,19,29,-10,23.2,22.7,0.6,20,FRA
c3e4ecbb,10,842,9.4,8,8,2,10,11,23,-12,6.3,18.2,-11.9,20,FRA
c46fa34c,12,536,6.0,6,2,6,5,7,6,1,5.7,7.2,-1.5,20,FRA
c47541e0,23,1253,13.9,14,4,9,4,28,11,17,22.3,13.3,8.9,20,FRA
c4bbea9f,28,2510,27.9,28,27,0,0,35,33,2,35.1,34.4,0.7,20,FRA
c58270f8,13,163,1.8,0,0,13,14,2,1,1,2.6,3.3,-0.7,20,FRA
c5a500ca,21,1635,18.2,19,11,2,0,19,40,-21,22.0,31.3,-9.4,20,FRA
c6056d58,23,2070,23.0,23,23,0,5,36,36,0,40.5,36.3,4.2,20,FRA
c69ef855,24,1841,20.5,21,14,3,4,24,33,-9,20.7,26.4,-5.7,20,FRA
c6e5d20f,22,1812,20.1,21,15,1,0,33,20,13,25.8,19.9,5.9,20,FRA
c7526c18,5,386,4.3,4,4,1,0,9,2,7,7.0,3.8,3.2,20,FRA
c76b7567,25,2072,23.0,24,13,1,0,28,25,3,28.8,25.7,3.1,20,FRA
c795c408,2,107,1.2,1,1,1,1,0,4,-4,0.9,1.6,-0.6,20,FRA
c801616a,24,1871,20.8,21,15,3,2,21,29,-8,22.0,20.9,1.1,20,FRA
c8090cb3,23,1632,18.1,20,8,3,2,17,26,-9,18.3,24.9,-6.6,20,FRA
ca122e29,2,13,0.1,0,0,2,8,0,0,0,0.9,0.0,0.8,20,FRA
cac76a72,22,1980,22.0,22,22,0,0,25,40,-15,26.6,30.7,-4.1,20,FRA
cc41f558,13,1102,12.2,12,11,1,5,14,15,-1,11.1,18.7,-7.6,20,FRA
cc77354e,24,2139,23.8,24,22,0,0,39,24,15,33.2,26.2,7.0,20,FRA
cc83b74d,23,1888,21.0,22,14,1,0,32,27,5,26.1,32.7,-6.6,20,FRA
ccb1c3af,6,148,1.6,1,1,5,4,0,2,-2,2.6,1.3,1.3,20,FRA
ccee698e,4,151,1.7,2,0,2,0,2,1,1,1.3,2.2,-0.9,20,FRA
ce492295,19,1488,16.5,16,13,3,5,19,18,1,14.7,20.6,-5.9,20,FRA
cecbce23,19,1619,18.0,19,17,0,2,19,20,-1,19.3,24.1,-4.8,20,FRA
cfd8dde3,6,261,2.9,3,1,3,12,1,4,-3,3.4,4.3,-0.9,20,FRA
d07e3b41,20,1190,13.2,15,1,5,2,14,26,-12,10.1,19.7,-9.6,20,FRA
d14229f3,23,1210,13.4,13,4,10,1,21,12,9,21.5,14.0,7.6,20,FRA
d21e361a,8,306,3.4,4,0,4,1,6,1,5,4.7,1.7,3.1,20,FRA
d2448564,24,1492,16.6,17,2,7,2,19,23,-4,19.3,25.4,-6.1,20,FRA
d26cd32d,4,314,3.5,3,2,1,11,5,8,-3,5.4,9.7,-4.3,20,FRA
d33c706e,26,2280,25.3,26,20,0,0,35,31,4,33.1,30.9,2.3,20,FRA
d3ce9f1f,11,827,9.2,9,9,2,13,14,10,4,12.5,13.3,-0.8,20,FRA
