id,att_tackle,cmp_tackle,att_tackle_def,att_tackle_mid,att_tackle_att,cmp_drib_tackle,att_drib_tackle,uns_drib_tackle,block,block_shot,block_pass,intercept,tackle_plus_intercept,clearance,error,season,comp
3b333ac3,8,3,4,4,0,4,16,12,10,1,9,7,15,12,1,20,CL
3b387cc7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
3b8674e6,17,14,5,8,4,6,13,7,6,1,5,6,23,3,0,20,CL
3bb7b8b4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,CL
3c6089ab,15,9,2,10,3,9,35,26,6,0,6,5,20,6,0,20,CL
3ca7254a,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,20,CL
3cefcaef,8,4,7,1,0,1,6,5,1,0,1,5,13,4,0,20,CL
3d68d631,2,1,0,1,1,1,3,2,5,0,5,3,5,1,0,20,CL
3eb22ec9,7,2,4,3,0,2,8,6,3,0,3,2,9,1,0,20,CL
3eed9821,1,1,0,1,0,0,3,3,4,3,1,5,6,6,0,20,CL
3ef0af0d,14,10,6,6,2,4,17,13,7,1,6,15,29,16,0,20,CL
407feb71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
41e7ef1c,5,3,4,1,0,2,3,1,1,1,0,6,11,6,0,20,CL
42276181,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,20,CL
42eaa028,1,0,0,0,1,1,4,3,2,0,2,0,1,0,0,20,CL
42fd9c7f,4,4,1,3,0,1,7,6,1,0,1,1,5,0,0,20,CL
433dc9a2,17,11,12,1,4,8,21,13,10,1,9,12,29,25,0,20,CL
436a9dd0,4,2,3,1,0,2,5,3,11,1,10,8,12,5,0,20,CL
43a166b4,3,2,1,1,1,3,4,1,1,0,1,0,3,0,0,20,CL
43b78598,1,1,0,1,0,0,1,1,3,0,3,0,1,5,0,20,CL
44781702,3,1,2,1,0,2,2,0,2,2,0,2,5,6,0,20,CL
44865466,2,2,2,0,0,2,4,2,1,0,1,4,6,4,0,20,CL
448a3608,5,4,3,1,1,2,6,4,2,0,2,1,6,2,0,20,CL
44ac04e9,7,2,4,2,1,2,6,4,3,0,3,7,14,4,0,20,CL
44eb9093,6,3,2,4,0,2,6,4,0,0,0,4,10,1,0,20,CL
45a03961,9,8,2,4,3,4,7,3,3,0,3,9,18,18,0,20,CL
45af8a54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
45db685d,21,10,6,12,3,8,27,19,7,1,6,13,34,4,0,20,CL
4601e194,1,1,0,1,0,0,3,3,5,3,2,7,8,9,0,20,CL
46a8347f,1,0,0,0,1,0,2,2,0,0,0,2,3,7,0,20,CL
47327321,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,20,CL
47af88b8,9,7,6,3,0,2,5,3,12,10,2,7,16,33,0,20,CL
47dc80f5,4,2,2,1,1,3,9,6,2,0,2,3,7,6,0,20,CL
47fd5136,6,4,3,2,1,3,3,0,6,4,2,8,14,32,0,20,CL
48b3dd60,6,3,2,3,1,2,3,1,3,0,3,2,8,1,0,20,CL
48d5bd33,4,3,3,1,0,2,9,7,2,0,2,2,6,3,0,20,CL
49296448,15,8,2,9,4,9,19,10,6,2,4,10,25,11,1,20,CL
4958bfb2,15,10,7,6,2,9,18,9,14,7,7,6,21,15,0,20,CL
49fe9070,5,3,1,3,1,2,9,7,2,0,2,1,6,3,0,20,CL
4adc7b42,5,4,1,4,0,0,12,12,8,0,8,4,9,0,0,20,CL
4b3c863f,14,5,12,2,0,8,15,7,3,2,1,4,18,24,0,20,CL
4b6960d2,4,3,1,3,0,3,8,5,4,0,4,11,15,14,1,20,CL
4b803b3c,9,6,4,5,0,7,9,2,9,9,0,18,27,44,1,20,CL
4bd00a50,7,6,3,4,0,5,9,4,4,0,4,2,9,2,1,20,CL
4c2e9442,1,0,0,1,0,0,2,2,1,1,0,1,2,8,0,20,CL
4c370d81,13,12,5,6,2,1,10,9,6,0,6,3,16,2,0,20,CL
4c5e78da,2,0,2,0,0,1,6,5,2,0,2,3,5,2,1,20,CL
4c82730b,3,1,0,3,0,1,8,7,2,0,2,2,5,1,1,20,CL
4d034881,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,20,CL
4d0eb7d2,2,2,1,1,0,0,2,2,0,0,0,1,3,1,0,20,CL
4d17df3e,4,3,4,0,0,3,5,2,13,8,5,8,12,17,0,20,CL
4d224fe8,23,12,13,10,0,9,21,12,7,1,6,8,31,9,0,20,CL
4d8cd038,1,1,0,0,1,0,1,1,0,0,0,0,1,2,0,20,CL
4dbd0916,2,2,1,0,1,1,2,1,2,0,2,2,4,1,0,20,CL
4dbdf7f7,5,4,0,4,1,1,3,2,5,2,3,4,9,0,0,20,CL
4dedd469,7,4,6,1,0,7,14,7,7,2,5,7,14,13,0,20,CL
4e034598,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,CL
4e204552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
4f1e6a0b,3,0,0,1,2,1,2,1,0,0,0,2,5,0,0,20,CL
4f28a6ff,6,4,3,2,1,5,10,5,17,9,8,10,16,22,0,20,CL
4f56170e,5,2,3,2,0,1,2,1,1,0,1,6,11,13,0,20,CL
4fa7cb9b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
5042e5c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
5064d4c1,1,1,0,0,1,1,2,1,1,0,1,1,2,0,0,20,CL
50871bcc,10,8,2,6,2,4,15,11,6,0,6,1,11,1,0,20,CL
50c1ff86,19,11,14,5,0,14,21,7,4,2,2,7,26,18,1,20,CL
50dc94ce,11,3,1,6,4,5,14,9,7,0,7,10,21,2,0,20,CL
5148dcc5,8,5,0,5,3,3,7,4,5,0,5,3,11,0,0,20,CL
51a3c4c8,12,3,8,3,1,6,12,6,13,10,3,14,26,34,1,20,CL
51cf8561,2,0,0,2,0,2,4,2,0,0,0,3,5,2,0,20,CL
51dbeea9,14,11,7,7,0,7,10,3,8,3,5,3,17,6,0,20,CL
51ffa295,9,7,7,1,1,4,5,1,3,1,2,0,9,2,0,20,CL
5271c8f1,6,4,5,0,1,5,9,4,2,1,1,7,13,8,0,20,CL
527f063d,2,1,0,1,1,0,2,2,2,0,2,0,2,0,0,20,CL
529f49ab,29,18,15,12,2,5,18,13,10,3,7,12,41,8,0,20,CL
52ec54d0,5,3,3,1,1,2,3,1,7,4,3,9,14,27,0,20,CL
53070b63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
53cad200,13,5,6,3,4,7,11,4,10,2,8,11,24,15,0,20,CL
54b4dc4e,11,7,3,7,1,4,10,6,2,0,2,2,13,4,0,20,CL
54f2d108,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,20,CL
54f5ce34,9,7,5,3,1,6,7,1,2,1,1,3,12,2,0,20,CL
55126f3b,16,9,9,5,2,8,26,18,3,0,3,7,23,13,1,20,CL
552e00b9,3,1,1,1,1,1,5,4,0,0,0,0,3,0,0,20,CL
55537f53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
555d5edd,8,5,4,3,1,1,5,4,2,0,2,1,9,1,0,20,CL
555f3a0b,4,3,2,2,0,1,3,2,2,0,2,8,12,17,1,20,CL
55abe554,15,11,8,5,2,5,9,4,4,0,4,10,25,4,2,20,CL
56413b1f,5,0,1,4,0,2,12,10,6,1,5,1,6,7,0,20,CL
574fff8c,9,4,4,4,1,5,8,3,12,9,3,7,16,15,0,20,CL
580d52dd,12,5,3,5,4,3,8,5,8,2,6,8,20,7,1,20,CL
5853ac44,3,2,0,3,0,0,1,1,1,0,1,2,5,1,0,20,CL
58f077c0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,20,CL
5944af8f,3,0,2,1,0,1,3,2,0,0,0,3,6,1,0,20,CL
5976f83e,9,5,6,3,0,4,5,1,2,2,0,3,12,3,0,20,CL
5ab0ea87,8,6,2,5,1,6,15,9,7,1,6,15,23,6,1,20,CL
5af687a1,2,2,1,0,1,2,2,0,0,0,0,0,2,0,0,20,CL
5c07e176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,CL
5c2b4f07,8,7,2,4,2,4,9,5,7,3,4,2,10,9,0,20,CL
5c2da10f,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,20,CL
5cb1d026,16,10,12,4,0,8,17,9,11,5,6,5,21,17,0,20,CL
5cdddffa,10,5,3,5,2,6,15,9,2,0,2,6,16,4,0,20,CL
5ceba7fc,1,1,0,1,0,1,2,1,2,0,2,0,1,2,0,20,CL
5d4f7d61,3,0,0,2,1,0,3,3,2,0,2,1,4,4,0,20,CL
5dfc6ad5,13,9,7,5,1,5,11,6,7,2,5,8,21,6,0,20,CL
5e1028e5,17,12,4,11,2,6,14,8,9,2,7,3,20,2,0,20,CL
5e861944,0,0,0,0,0,0,2,2,1,0,1,1,1,0,0,20,CL
5e8936be,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,20,CL
5eae500a,2,1,1,1,0,0,2,2,3,0,3,1,3,2,0,20,CL
5ed9b537,1,1,0,1,0,0,1,1,1,0,1,2,3,5,0,20,CL
5eecec3d,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,20,CL
5f0241b2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
6025fab1,4,3,0,3,1,1,6,5,1,0,1,8,12,4,1,20,CL
603116a7,3,2,1,1,1,1,2,1,3,0,3,5,8,4,0,20,CL
60e86875,13,8,4,7,2,6,11,5,6,1,5,3,16,5,0,20,CL
6250083a,1,0,1,0,0,1,1,0,1,1,0,1,2,0,0,20,CL
62db2015,19,13,8,10,1,8,30,22,6,0,6,7,26,7,0,20,CL
63b9cc6d,4,2,3,1,0,3,10,7,1,0,1,0,4,2,0,20,CL
63d17038,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,CL
6421ec64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
6434f10d,21,11,8,10,3,10,24,14,3,0,3,9,30,5,0,20,CL
6438d426,2,1,0,2,0,0,3,3,2,0,2,0,2,4,0,20,CL
64f69877,3,1,1,2,0,0,4,4,2,1,1,2,5,2,0,20,CL
652d4c37,4,1,0,2,2,2,5,3,6,0,6,2,6,1,1,20,CL
65adf2db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
66116290,3,1,2,1,0,1,3,2,0,0,0,0,3,0,0,20,CL
6613c819,15,8,7,4,4,7,17,10,13,3,10,15,30,17,0,20,CL
6622454d,14,9,4,3,7,3,23,20,2,0,2,2,16,2,0,20,CL
6747869d,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,20,CL
67ac5bb8,12,7,8,4,0,5,7,2,11,6,5,13,25,25,0,20,CL
67b3d74b,2,1,2,0,0,2,2,0,2,1,1,1,3,5,0,20,CL
67cdbc0e,11,7,2,5,4,4,10,6,3,0,3,2,13,4,0,20,CL
68252d6d,4,1,0,2,2,2,7,5,1,0,1,4,8,3,0,20,CL
691bef82,9,6,4,3,2,2,5,3,3,3,0,4,13,13,0,20,CL
691f64f5,3,2,3,0,0,0,2,2,3,0,3,4,7,1,0,20,CL
6928979a,11,6,3,6,2,2,9,7,3,0,3,7,18,4,0,20,CL
69374ff5,11,10,6,3,2,6,14,8,0,0,0,4,15,4,1,20,CL
69384e5d,7,3,1,1,5,2,8,6,5,0,5,2,9,0,0,20,CL
6a479195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
6aa3e78b,1,1,1,0,0,0,6,6,3,1,2,3,4,4,0,20,CL
6b6cbca4,7,3,5,2,0,1,3,2,4,3,1,12,19,24,0,20,CL
6b994195,7,4,7,0,0,4,5,1,8,1,7,9,16,19,0,20,CL
6c7762c3,4,2,4,0,0,2,3,1,2,2,0,2,6,7,0,20,CL
6c811eb7,1,0,1,0,0,1,5,4,1,0,1,1,2,0,0,20,CL
6ca88b2a,3,2,3,0,0,2,3,1,0,0,0,1,4,2,0,20,CL
6ce1f46f,15,12,5,6,4,6,18,12,4,0,4,9,24,2,0,20,CL
6ceef869,7,5,5,2,0,3,4,1,7,6,1,12,19,43,0,20,CL
6e4df551,6,4,3,2,1,2,11,9,7,1,6,6,12,3,0,20,CL
6eee05f1,10,6,6,4,0,6,13,7,4,2,2,6,16,19,0,20,CL
6f51e382,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,20,CL
6fbde63a,9,6,2,6,1,5,8,3,0,0,0,0,9,2,0,20,CL
6fd8a334,2,2,1,1,0,1,1,0,0,0,0,2,4,2,0,20,CL
6fe90922,3,3,1,1,1,2,11,9,3,0,3,5,8,4,0,20,CL
70a9cba5,1,1,0,0,1,0,0,0,2,0,2,0,1,0,0,20,CL
70bc68ef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
70cf63ca,3,1,0,3,0,2,2,0,0,0,0,1,4,0,0,20,CL
70d74ece,4,3,1,3,0,1,2,1,6,0,6,2,6,4,0,20,CL
7111d552,5,2,1,2,2,1,2,1,0,0,0,1,6,0,0,20,CL
7120a04d,2,0,1,1,0,2,2,0,2,0,2,1,3,0,0,20,CL
715bf047,1,0,1,0,0,0,3,3,0,0,0,0,1,1,1,20,CL
71ec39ef,21,11,8,12,1,5,15,10,13,2,11,8,29,9,0,20,CL
720611fe,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,20,CL
7272a72a,5,2,3,2,0,3,9,6,4,0,4,4,9,1,1,20,CL
72c812f3,20,8,7,7,6,9,15,6,10,3,7,12,32,7,0,20,CL
73000a79,2,1,0,2,0,1,1,0,1,0,1,1,3,3,1,20,CL
733e7ad8,6,2,2,3,1,2,7,5,4,1,3,4,10,5,0,20,CL
73d6a176,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,20,CL
73fc8cc3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
74419746,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,CL
7460ca0d,12,8,6,6,0,3,25,22,9,3,6,8,20,5,0,20,CL
746b64a7,13,8,9,4,0,6,13,7,10,10,0,11,24,35,2,20,CL
746fec7d,1,1,0,0,1,1,3,2,2,0,2,3,4,0,0,20,CL
7483d9f9,3,2,1,2,0,2,2,0,3,2,1,5,8,13,0,20,CL
76d5857d,1,1,1,0,0,1,2,1,0,0,0,1,2,4,0,20,CL
77d7c96f,3,2,1,0,2,0,1,1,5,3,2,2,5,8,0,20,CL
77e84962,34,23,10,21,3,11,23,12,6,0,6,23,57,4,0,20,CL
78841da9,6,4,2,3,1,4,9,5,4,0,4,4,10,5,0,20,CL
79c0821a,10,5,4,5,1,1,6,5,7,1,6,7,17,6,1,20,CL
7a11550b,9,4,7,1,1,5,8,3,3,0,3,15,24,10,0,20,CL
7a2e46a8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,CL
7a4cea18,2,1,1,1,0,0,0,0,0,0,0,1,3,0,0,20,CL
7b075c75,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,20,CL
7bcc0708,5,1,5,0,0,1,2,1,3,0,3,2,7,1,0,20,CL
7c104bb7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,20,CL
7c3ed041,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,20,CL
7c56da38,11,6,2,7,2,2,8,6,1,0,1,1,12,2,0,20,CL
7edfbb8a,13,7,9,2,2,5,7,2,4,1,3,6,19,12,0,20,CL
7f3b388c,16,11,4,10,2,8,16,8,4,0,4,7,23,1,0,20,CL
7f97771d,7,5,3,3,1,4,6,2,5,2,3,4,11,4,0,20,CL
7fa4e703,2,1,1,0,1,1,1,0,0,0,0,0,2,0,0,20,CL
7fcc71d8,5,4,2,2,1,3,5,2,3,0,3,2,7,3,0,20,CL
7ff93107,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,CL
80490d7f,9,4,6,3,0,4,9,5,15,7,8,15,24,25,1,20,CL
807e869a,3,2,0,3,0,2,2,0,1,0,1,0,3,0,0,20,CL
808d48f3,6,4,3,3,0,4,9,5,5,1,4,5,11,7,0,20,CL
808df563,4,3,2,2,0,3,3,0,0,0,0,1,5,5,0,20,CL
8104e41e,9,5,5,2,2,6,9,3,2,0,2,5,14,3,0,20,CL
810e40c1,1,1,0,1,0,1,2,1,0,0,0,0,1,0,0,20,CL
819b3158,11,5,6,3,2,8,23,15,7,2,5,11,22,6,1,20,CL
82518f62,8,4,5,1,2,2,7,5,4,0,4,4,12,4,0,20,CL
8263d615,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,20,CL
82a8d4cc,5,3,1,2,2,2,5,3,3,1,2,5,10,3,0,20,CL
82b1198a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
82dbf623,1,1,1,0,0,0,2,2,2,0,2,1,2,6,0,20,CL
82efe6fa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,CL
834d0be5,2,1,1,1,0,0,1,1,0,0,0,3,5,1,0,20,CL
8387afe6,4,3,2,2,0,2,5,3,5,0,5,4,8,11,0,20,CL
8455ad90,3,3,1,1,1,3,5,2,4,0,4,0,3,0,0,20,CL
85613cf0,3,2,1,1,1,1,2,1,0,0,0,0,3,4,0,20,CL
85686f86,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,20,CL
85f8571a,3,2,1,1,1,1,1,0,5,3,2,5,8,34,0,20,CL
8652a85c,1,1,0,1,0,0,1,1,1,0,1,1,2,0,0,20,CL
86dd16a8,9,3,7,1,1,5,7,2,7,4,3,13,22,16,0,20,CL
86dd77d1,8,4,2,4,2,4,5,1,2,1,1,8,16,6,1,20,CL
86e7deaf,12,6,7,5,0,4,7,3,13,8,5,13,25,40,0,20,CL
874d7a32,5,3,2,2,1,3,4,1,4,1,3,3,8,1,1,20,CL
8754c7ca,10,3,9,1,0,7,17,10,9,3,6,3,13,6,1,20,CL
8778c910,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,20,CL
8794e251,12,8,6,3,3,6,13,7,3,2,1,1,13,3,1,20,CL
88062e83,1,0,0,0,1,1,2,1,2,0,2,3,4,2,0,20,CL
881cd6be,12,8,4,6,2,3,11,8,0,0,0,2,14,3,0,20,CL
886f9aac,2,0,1,1,0,0,1,1,2,0,2,1,3,0,0,20,CL
88e357ef,21,13,8,11,2,10,25,15,9,0,9,5,26,3,0,20,CL
88f130ed,8,6,7,0,1,5,5,0,1,1,0,1,9,4,0,20,CL
892d5bb1,9,7,2,5,2,5,19,14,5,0,5,5,14,1,0,20,CL
89565ac5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
89ac64a6,11,7,8,2,1,5,10,5,7,4,3,9,20,9,0,20,CL
89b2c8a9,17,9,6,6,5,5,13,8,6,0,6,4,21,0,0,20,CL
89d10e53,8,7,2,5,1,4,5,1,4,1,3,8,16,8,0,20,CL
89f951b5,6,5,5,1,0,3,7,4,4,2,2,10,16,2,1,20,CL
8a08491a,0,0,0,0,0,0,5,5,4,1,3,0,0,2,0,20,CL
8a6ab963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
8aafd64f,1,0,0,0,1,0,3,3,1,0,1,1,2,1,0,20,CL
8ac501f5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,CL
8b3ab7ad,14,9,7,4,3,8,16,8,6,4,2,5,19,7,0,20,CL
8b529245,1,1,0,1,0,1,3,2,1,0,1,0,1,1,0,20,CL
8b8a56ce,4,2,3,1,0,4,6,2,0,0,0,0,4,6,0,20,CL
8b9ebd03,5,2,1,4,0,2,8,6,6,0,6,0,5,1,0,20,CL
8bbe2df5,4,3,2,1,1,0,8,8,5,1,4,1,5,4,0,20,CL
8c5f1522,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,20,CL
8c90fd7a,2,0,1,0,1,0,3,3,4,1,3,3,5,4,0,20,CL
8ce063f9,3,2,2,1,0,1,4,3,3,0,3,3,6,4,0,20,CL
8ce30c57,9,5,1,4,4,3,12,9,6,1,5,6,15,2,0,20,CL
8d78e732,10,6,2,6,2,2,10,8,5,0,5,2,12,8,0,20,CL
8da74c05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,CL
8e034340,8,6,2,3,3,2,4,2,1,0,1,3,11,0,0,20,CL
8e7f49d3,20,12,12,8,0,6,22,16,8,5,3,23,43,2,0,20,CL
8ea2c099,2,2,2,0,0,2,2,0,0,0,0,0,2,2,0,20,CL
8f21b7bd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
8f5bfaac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
8f5e92a6,6,4,2,3,1,2,4,2,2,0,2,4,10,2,0,20,CL
8f62b6ee,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,CL
8f696594,3,2,1,2,0,2,4,2,4,0,4,1,4,0,0,20,CL
8ff2354e,12,7,9,3,0,6,10,4,5,0,5,7,19,17,0,20,CL
903b6e8b,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,20,CL
90f87966,7,7,5,2,0,6,6,0,4,2,2,3,10,19,0,20,CL
9139bb12,4,2,2,2,0,1,2,1,6,0,6,1,5,0,0,20,CL
91e58f66,0,0,0,0,0,0,3,3,3,0,3,1,1,0,0,20,CL
921f6058,25,15,19,6,0,14,18,4,8,5,3,17,42,16,1,20,CL
92432bc6,7,7,6,1,0,6,12,6,4,0,4,8,15,4,0,20,CL
92e7e919,8,1,3,5,0,4,13,9,2,0,2,2,10,1,0,20,CL
934e1968,7,2,4,1,2,2,10,8,8,0,8,1,8,4,0,20,CL
935e6b8f,11,7,2,8,1,3,8,5,7,0,7,8,19,2,0,20,CL
9413b19f,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,20,CL
94b2001f,13,5,6,5,2,6,7,1,1,1,0,8,21,14,0,20,CL
952e0df2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
9591723b,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,20,CL
96094cbc,6,1,2,2,2,2,13,11,5,2,3,2,8,2,0,20,CL
9674002f,8,5,3,4,1,7,13,6,3,0,3,2,10,2,0,20,CL
9744ff80,8,3,3,4,1,1,14,13,4,0,4,1,9,1,0,20,CL
9778d8dd,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,20,CL
980522ec,5,3,0,5,0,3,11,8,1,0,1,0,5,4,0,20,CL
984a5a64,1,1,1,0,0,0,2,2,2,1,1,0,1,3,0,20,CL
98d2c2c4,15,9,4,10,1,9,20,11,10,3,7,9,24,10,0,20,CL
997fff07,0,0,0,0,0,0,1,1,2,1,1,3,3,6,0,20,CL
9a1f2e1c,2,2,1,0,1,1,2,1,3,1,2,1,3,1,0,20,CL
9a2e0ccc,8,7,2,4,2,4,9,5,5,0,5,1,9,1,0,20,CL
9ae9eaea,9,1,7,2,0,1,4,3,6,3,3,12,21,35,1,20,CL
9d12e142,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,20,CL
9d40ca9c,5,4,3,2,0,3,6,3,5,1,4,10,15,9,0,20,CL
9d60028d,6,4,2,4,0,2,5,3,1,0,1,2,8,3,0,20,CL
9d689a5b,15,12,8,5,2,9,18,9,5,0,5,7,22,5,0,20,CL
9e1035f8,8,5,1,7,0,4,12,8,10,0,10,5,13,5,0,20,CL
9e1577aa,4,1,1,1,2,1,3,2,6,2,4,2,6,5,0,20,CL
9efa1d25,3,2,2,0,1,0,1,1,0,0,0,0,3,0,0,20,CL
9f8e9423,9,6,5,4,0,3,7,4,6,5,1,10,19,22,3,20,CL
9f936061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
a022e78c,6,4,2,3,1,2,11,9,3,1,2,3,9,3,1,20,CL
a0b4bb3e,6,3,4,1,1,2,5,3,1,0,1,3,9,0,0,20,CL
a167537f,6,1,4,2,0,2,13,11,7,1,6,2,8,2,0,20,CL
a179d516,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,CL
a190d597,0,0,0,0,0,0,2,2,2,0,2,0,0,8,0,20,CL
a29b1131,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,20,CL
a2abe631,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,20,CL
a39bb753,3,3,1,0,2,1,6,5,0,0,0,3,6,0,0,20,CL
a3b0ed18,1,0,1,0,0,1,1,0,0,0,0,0,1,4,1,20,CL
a45eac1f,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,20,CL
a4effc55,4,3,3,1,0,1,4,3,2,1,1,3,7,10,0,20,CL
a5296e55,5,4,2,2,1,3,6,3,4,1,3,5,10,4,0,20,CL
a58bb1e1,0,0,0,0,0,0,1,1,1,0,1,4,4,1,0,20,CL
a5db0bec,14,6,4,8,2,5,19,14,12,2,10,5,19,2,0,20,CL
a6154613,2,2,0,2,0,1,3,2,2,0,2,4,6,4,0,20,CL
a634b9d2,5,3,3,2,0,3,7,4,3,0,3,2,7,3,0,20,CL
a65ce836,1,1,0,1,0,1,5,4,2,0,2,1,2,1,0,20,CL
a6951bf8,9,7,5,2,2,3,5,2,1,1,0,11,20,12,0,20,CL
a69e4806,4,4,4,0,0,2,7,5,6,0,6,4,8,1,0,20,CL
a7a9d95a,1,1,0,0,1,0,1,1,0,0,0,4,5,2,0,20,CL
a8542814,1,0,1,0,0,1,8,7,1,0,1,2,3,5,0,20,CL
a8741470,1,0,0,1,0,0,0,0,0,0,0,0,1,8,0,20,CL
a8f21b9f,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,20,CL
a99138af,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,20,CL
a9aa0d1d,6,4,1,4,1,2,9,7,0,0,0,5,11,2,0,20,CL
a9dc785c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
aad56ca3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CL
aad9c3f3,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,20,CL
ab77f2d9,4,2,2,2,0,3,15,12,3,0,3,4,8,3,1,20,CL
abe66106,4,4,2,1,1,1,5,4,1,0,1,1,5,2,0,20,CL
ac3fb1be,5,2,5,0,0,2,6,4,6,5,1,3,8,16,0,20,CL
ac4003af,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,CL
ac73ec79,26,13,16,7,3,13,17,4,8,1,7,12,38,28,2,20,CL
ac7e640b,2,1,1,1,0,1,9,8,1,1,0,5,7,11,0,20,CL
ac861941,2,2,1,1,0,1,5,4,4,1,3,4,6,8,0,20,CL
aca5a6f7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,20,CL
ad3389d5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,20,CL
ad6df2d5,11,5,5,6,0,5,18,13,6,2,4,17,28,8,1,20,CL
adfc9123,4,3,2,2,0,3,5,2,9,5,4,10,14,42,2,20,CL
ae44e8e2,12,6,4,8,0,1,9,8,7,1,6,6,18,11,0,20,CL
ae4e2852,3,3,0,3,0,3,5,2,3,0,3,1,4,9,0,20,CL
ae59b359,6,5,3,3,0,2,7,5,7,1,6,12,18,9,0,20,CL
aeed5c06,1,0,0,1,0,0,2,2,1,0,1,0,1,0,0,20,CL
aef6e670,22,14,14,8,0,12,16,4,7,3,4,15,37,32,1,20,CL
b05e2dbd,15,9,10,5,0,6,11,5,8,3,5,3,18,17,0,20,CL
b088363d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,CL
b0b902c8,13,9,11,1,1,6,12,6,1,0,1,4,17,13,0,20,CL
b182a240,7,3,1,4,2,3,12,9,4,0,4,2,9,0,0,20,CL
b19db005,0,0,0,0,0,0,1,1,3,1,2,0,0,0,0,20,CL
