id,fk_ag,ck_ag,og_ag,ps_xg,ps_xg_delta,cmp_launch,att_launch,att_gk_pass,att_gk_throw,gk_pass_len,att_goal_kick,goal_kick_len,att_cross_ag,stop_cross_ag,def_outside_pen,def_outside_pen_dist,goal_kicks_launched,att_launch_non_goal_kick,att_pass_non_goal_kick,season,comp
74419746,0,0,0,8.5,1.5,25,54,159,43,4245.3,42,1646.4,81,5,36,12.0,22,12,117,19,CL
7a2e46a8,1,2,1,15.1,4.1,48,125,361,76,10721.7,84,3477.6,127,3,156,17.4,41,41,277,19,CL
7ba6d84e,0,1,1,9.3,1.3,52,116,139,32,5323.7,72,3765.6,111,4,20,10.1,52,44,67,19,CL
82b1198a,0,0,1,6.6,2.6,30,75,173,28,5553.3,41,1771.2,67,4,160,16.0,23,34,132,19,CL
8778c910,0,1,0,8.4,0.4,43,102,293,47,8819.3,50,1825.0,80,1,161,17.9,19,52,243,19,CL
8f62b6ee,0,2,0,13.5,-1.5,65,147,304,46,9819.2,81,3450.6,99,2,92,13.2,46,66,223,19,CL
9d12e142,0,1,0,7.2,1.2,26,75,192,37,6355.2,42,1654.8,84,0,73,14.6,19,33,150,19,CL
a2abe631,0,1,1,9.2,2.2,42,107,174,24,6472.8,48,2227.2,74,10,96,13.8,29,59,126,19,CL
a3b0ed18,1,3,0,8.0,-4.0,43,111,140,31,5572.0,41,2037.7,93,10,20,10.4,34,70,99,19,CL
a9dc785c,0,0,0,6.9,1.9,27,64,73,25,2825.1,41,1976.2,93,5,22,11.4,26,23,32,19,CL
afb0c500,0,0,0,0.5,0.5,9,24,37,7,1383.8,14,653.8,14,2,26,13.0,9,10,23,19,CL
b7e7937d,0,1,0,9.2,-0.8,16,31,85,17,2439.5,34,1091.4,53,2,36,12.0,9,-3,51,19,CL
c2e41cfb,1,3,0,15.2,2.2,66,145,155,16,6897.5,54,2646.0,116,5,21,10.6,38,91,101,19,CL
c9cb972b,0,0,0,1.2,0.2,5,10,17,3,533.8,7,284.2,17,0,0,7.5,4,3,10,19,CL
cc1a0c57,1,0,0,13.1,0.1,63,134,126,21,5329.8,72,4154.4,119,3,20,10.2,57,62,54,19,CL
cd1b2304,0,1,0,7.0,0.0,9,38,59,16,2129.9,12,493.2,34,3,0,9.5,7,26,47,19,CL
e40d028b,0,0,0,6.0,0.0,14,49,91,16,2648.1,36,1638.0,55,1,0,10.2,23,13,55,19,CL
e7ee38c3,1,1,0,12.1,3.1,31,92,165,45,5593.5,56,2721.6,89,4,35,11.7,35,36,109,19,CL
e9c0c1b2,0,2,0,18.1,5.1,40,177,303,49,10605.0,85,4063.0,142,6,88,12.6,50,92,218,19,CL
ecada4fc,0,0,0,1.6,-0.4,10,16,53,11,1537.0,15,652.5,27,2,65,16.4,8,1,38,19,CL
ee8508c0,0,0,0,7.8,-1.2,37,107,102,9,3876.0,60,3384.0,110,0,0,11.8,56,47,42,19,CL
f00de885,0,1,0,14.7,1.7,37,113,162,27,5977.8,67,3283.0,96,1,123,15.4,45,46,95,19,CL
f4eb377b,0,2,0,7.8,-1.2,50,100,110,24,4521.0,46,2424.2,76,0,26,13.3,38,54,64,19,CL
f6db3bd5,0,0,0,2.4,-0.6,2,7,7,0,403.2,4,117.2,1,1,14,14.3,1,3,3,19,CL
f7b10c66,0,0,0,8.9,-1.1,36,94,114,20,4434.6,36,2192.4,58,1,33,16.5,33,58,78,19,CL
01b8a2b2,0,3,1,25.1,6.1,140,255,537,122,17559.9,205,7974.5,358,9,423,15.7,83,50,332,19,ITA
03760df0,0,2,0,24.0,-1.0,120,275,421,45,15829.6,163,7106.8,239,5,110,12.3,89,112,258,19,ITA
048877f5,2,6,2,49.6,-8.4,201,462,603,94,22311.0,296,12313.6,506,8,76,9.6,186,166,307,19,ITA
07f55871,0,0,0,0.0,0.0,0,0,3,0,56.1,0,0.0,0,0,0,17.0,0,0,3,19,ITA
085e71a7,0,3,0,27.8,1.8,77,250,407,101,14241.3,184,8230.0,266,10,333,24.6,96,66,223,19,ITA
08f5afaa,1,5,1,34.8,4.8,146,305,873,203,24007.5,300,10950.0,546,15,281,12.8,125,5,573,19,ITA
0acda699,1,0,0,3.8,-1.2,13,40,59,15,2129.9,15,763.5,34,3,0,7.0,11,25,44,19,ITA
10dc46f0,0,4,0,40.7,5.7,287,635,823,119,31274.0,300,15300.0,539,26,500,13.9,246,335,523,19,ITA
277da414,0,4,1,29.3,-5.7,73,185,361,103,12454.5,123,4920.0,279,12,97,12.2,57,62,238,19,ITA
30223b33,0,2,0,10.5,4.5,72,160,227,41,8035.8,91,4668.3,166,2,79,13.3,70,69,136,19,ITA
339fe0e8,2,4,3,43.7,7.7,173,452,848,170,29510.4,243,10060.2,476,11,429,15.9,114,209,605,19,ITA
343f753a,1,8,4,55.7,0.7,319,736,752,140,29929.6,466,23999.0,831,36,122,9.4,364,270,286,19,ITA
41bd99ea,0,0,0,13.4,0.4,65,140,171,33,6156.0,93,4278.0,142,2,40,10.0,64,47,78,19,ITA
4c62d0c8,0,1,0,8.4,0.4,36,79,161,39,4991.0,68,2720.0,116,2,30,10.1,31,11,93,19,ITA
4e7db402,1,5,3,32.7,-4.3,158,436,750,164,27150.0,262,11213.6,522,15,411,14.2,139,174,488,19,ITA
514f0896,0,1,0,2.6,0.6,24,55,60,9,2490.0,27,1347.3,43,1,12,12.0,22,28,33,19,ITA
649b01d8,2,6,1,49.5,-0.5,123,370,860,181,24682.0,297,11612.7,587,25,720,15.0,147,73,563,19,ITA
67f649be,0,7,1,45.2,0.2,242,698,661,100,30868.7,294,18139.8,522,14,162,11.6,270,404,367,19,ITA
71dac2c2,0,0,1,0.9,-0.1,5,16,24,5,840.0,15,559.5,29,0,0,6.5,7,1,9,19,ITA
74419746,1,3,3,33.1,3.1,140,299,901,203,24597.3,265,9831.5,492,16,391,14.5,110,34,636,19,ITA
77e401c7,0,1,0,2.0,-1.0,2,8,26,8,709.8,9,366.3,16,0,32,16.0,4,-1,17,19,ITA
7b5f516f,0,0,0,0.0,0.0,1,1,1,0,50.0,0,0.0,0,0,0,0.0,0,1,1,19,ITA
806f7a26,0,0,0,0.2,0.2,11,24,45,8,1561.5,14,630.0,19,0,16,16.5,8,10,31,19,ITA
82b1198a,1,3,0,16.4,-3.6,43,134,347,70,10236.5,115,4473.5,186,12,130,13.0,51,19,232,19,ITA
85b011bb,0,0,0,8.1,1.1,28,99,182,38,5896.8,63,2935.8,109,4,84,14.1,38,36,119,19,ITA
85ea4399,0,1,0,0.9,-0.1,12,23,26,3,1149.2,6,324.0,10,0,25,25.0,5,17,20,19,ITA
8cabdc1e,0,10,2,54.3,0.3,178,436,887,159,29004.9,286,10753.6,590,16,397,13.7,129,150,601,19,ITA
9413b19f,0,1,0,10.0,1.0,29,100,252,42,7257.6,99,3989.7,190,2,103,12.9,47,1,153,19,ITA
9fa26bc2,0,1,0,3.0,-1.0,8,32,57,20,1920.9,21,1035.3,27,1,10,10.1,11,11,36,19,ITA
a111cf41,0,6,1,42.4,3.4,237,540,559,106,21577.4,313,16025.6,593,17,98,9.8,255,227,246,19,ITA
ab4449d6,1,4,1,50.6,-4.4,251,543,776,225,28246.4,353,16485.1,599,32,158,11.3,224,190,423,19,ITA
ac4003af,2,8,1,54.7,-8.3,178,532,882,222,30693.6,341,16197.5,584,20,289,13.8,211,191,541,19,ITA
c4f573f4,0,1,0,4.7,-2.3,6,13,19,3,704.9,5,235.0,6,0,39,19.7,3,8,14,19,ITA
c8a88acd,0,0,0,4.2,0.2,17,35,42,5,1738.8,22,1034.0,37,1,38,19.2,14,13,20,19,ITA
cecbce23,0,7,0,23.0,-4.0,113,286,531,121,18054.0,151,6477.9,263,7,121,12.1,80,135,380,19,ITA
e1b0a70d,0,1,1,12.100000000000001,0.10000000000000003,32,94,221,52,7021.6,82,2642.4,144,2,118,28.1,21,12,139,19,ITA
e358587b,0,0,0,4.2,-0.8,14,40,90,18,2907.0,24,1024.8,51,4,22,11.4,12,16,66,19,ITA
e7ee38c3,0,5,1,37.0,-4.0,142,324,652,159,21776.8,214,9651.4,413,10,362,14.5,110,110,438,19,ITA
ee833569,1,5,3,18.2,-3.8,91,199,345,90,10453.5,135,6979.5,208,8,275,14.5,108,64,210,19,ITA
f02dde20,0,1,0,8.1,0.1,44,115,143,26,5691.4,52,2865.2,148,11,27,9.1,47,63,91,19,ITA
f058ed1f,0,2,0,3.8,-0.2,17,37,45,9,1579.5,29,1281.8,33,1,0,7.3,19,8,16,19,ITA
f0f7f62f,2,1,0,21.2,0.2,95,257,454,83,15072.8,137,7370.6,240,4,534,17.8,101,120,317,19,ITA
f554e29b,2,4,2,61.5,9.5,337,722,884,175,32619.6,369,19778.4,646,25,396,12.8,292,353,515,19,ITA
f6a06749,1,0,0,1.0,-1.0,6,10,22,6,677.6,14,501.2,15,0,0,5.0,5,-4,8,19,ITA
f794b426,0,1,1,7.4,-1.6,25,51,80,11,2824.0,34,1587.8,58,0,132,22.1,19,17,46,19,ITA
0e12089d,2,2,0,13.3,-3.7,73,188,207,36,8010.9,91,5278.0,160,7,96,13.8,80,97,116,19,FRA
132bb875,1,1,0,8.1,-3.9,48,128,180,36,6588.0,72,3535.2,121,6,145,14.5,48,56,108,19,FRA
1d2d5cc8,0,2,0,35.2,-4.8,158,417,789,130,28167.3,192,8371.2,329,17,394,14.6,103,225,597,19,FRA
2434f24a,1,11,0,46.4,4.4,254,578,833,124,31320.8,325,15827.5,576,13,299,13.6,215,253,508,19,FRA
249cdcff,0,0,0,1.0,0.0,10,32,36,8,1418.4,17,1028.5,37,4,35,17.8,15,15,19,19,FRA
26383ea5,0,1,0,5.0,1.0,18,54,109,24,3607.9,36,1530.0,60,6,38,12.7,19,18,73,19,FRA
26975a92,0,3,2,47.2,1.2,240,576,707,183,27078.1,290,14703.0,524,17,458,13.9,224,286,417,19,FRA
28a65a2c,0,0,1,1.7,1.7,0,1,29,12,649.6,3,114.0,13,0,0,11.2,1,-2,26,19,FRA
28dabd43,0,4,1,60.4,3.4,234,690,825,160,33000.0,290,16008.0,491,28,478,14.5,242,400,535,19,FRA
2f965a72,0,1,1,18.3,2.3,40,94,377,100,9538.1,139,4448.0,255,7,178,13.7,34,-45,238,19,FRA
2fa2a875,1,8,2,41.4,1.4,310,687,1003,180,40019.7,277,13240.6,495,24,534,13.7,175,410,726,19,FRA
33887998,1,3,2,44.9,4.9,257,654,861,136,35042.7,291,15655.8,667,28,356,13.2,225,363,570,19,FRA
380a15e2,0,0,0,0.1,0.1,9,25,23,3,917.7,13,679.9,13,1,0,9.0,12,12,10,19,FRA
4d3e9033,1,1,0,3.7,-1.3,11,21,83,24,2008.6,29,1133.9,46,0,150,16.7,12,-8,54,19,FRA
5ee6e943,1,3,0,30.9,-3.1,154,380,369,61,16309.8,173,10258.9,275,15,37,9.3,156,207,196,19,FRA
60d90c55,4,5,2,65.9,13.9,356,772,913,178,37706.9,316,17253.6,606,37,187,11.7,254,456,597,19,FRA
76806215,1,0,0,10.7,-1.3,38,76,185,41,5661.0,57,2137.5,85,4,135,15.0,24,19,128,19,FRA
834b5c4c,3,4,1,45.0,-2.0,256,649,815,186,32029.5,327,18017.7,566,26,369,12.3,255,322,488,19,FRA
8417953b,0,0,1,3.4,-2.6,5,18,49,12,1391.6,13,594.1,30,0,13,13.5,9,5,36,19,FRA
8870154f,0,2,1,17.0,1.0,132,283,333,68,13653.0,125,6737.5,230,21,235,13.1,102,158,208,19,FRA
8a2248b4,0,5,1,40.4,12.4,127,344,838,204,23883.0,308,12689.6,559,17,161,11.5,159,36,530,19,FRA
8fa8f8d2,2,5,0,33.8,-9.2,166,388,655,126,22073.5,213,10948.2,326,13,837,18.6,151,175,442,19,FRA
950ff24d,0,0,0,3.7,-2.3,0,1,67,21,1427.1,17,418.2,31,0,97,19.4,0,-16,50,19,FRA
a4527d33,0,0,0,0.1,0.1,13,27,25,7,1000.0,15,1002.0,17,1,0,10.3,15,12,10,19,FRA
a56bd2ee,1,1,0,25.1,-8.9,151,344,360,62,15984.0,131,7912.4,208,11,82,11.8,119,213,229,19,FRA
b056e3da,0,5,0,31.2,1.2,170,371,612,117,20502.0,220,10736.0,337,18,577,15.2,155,151,392,19,FRA
b7e7937d,0,3,1,34.2,-2.8,87,225,462,113,13998.6,186,7644.6,327,9,189,12.6,94,39,276,19,FRA
bc270726,3,7,2,47.9,-2.1,296,775,826,82,35270.2,329,18654.3,571,14,246,13.7,286,446,497,19,FRA
bcf1b2e9,1,4,1,43.5,-0.5,211,555,789,138,29824.2,312,14882.4,498,15,492,15.4,201,243,477,19,FRA
c252c705,0,0,0,0.2,0.2,8,23,22,2,844.8,13,683.8,22,0,0,14.0,12,10,9,19,FRA
c977ef13,0,0,0,1.0,0.0,4,9,20,4,752.0,3,231.0,11,0,36,18.3,3,6,17,19,FRA
cac76a72,0,7,0,47.3,7.3,171,570,872,159,31740.8,320,14112.0,475,11,230,12.8,193,250,552,19,FRA
dc366c36,0,8,1,39.1,-7.9,177,445,650,133,23465.0,254,12852.4,488,16,837,17.1,177,191,396,19,FRA
e40d028b,1,2,3,17.9,2.9,21,53,301,79,6351.1,108,3369.6,174,2,262,16.4,26,-55,193,19,FRA
f00de885,1,3,3,35.9,-3.1,127,306,820,169,24928.0,250,9425.0,395,13,456,15.2,84,56,570,19,FRA
f6db3bd5,0,3,0,12.9,0.9,57,152,230,51,8763.0,83,3967.4,139,5,86,14.4,50,69,147,19,FRA
fcb38f57,1,4,0,39.0,6.0,177,557,840,189,30408.0,273,14605.5,497,29,726,16.5,204,284,567,19,FRA
0a1cb833,1,11,3,49.5,-14.5,198,490,894,152,31290.0,298,12426.6,593,12,420,14.0,154,192,596,20,GER
0d55d942,0,5,0,31.9,-0.1,153,429,726,120,24901.8,249,13719.9,381,13,180,12.9,179,180,477,20,GER
17376543,0,7,1,48.9,-4.1,374,823,1079,121,44994.3,269,15252.3,518,32,495,13.4,218,554,810,20,GER
226ddf9d,0,0,0,3.0,-1.0,9,18,28,1,1184.4,7,331.8,11,0,16,16.0,4,11,21,20,GER
27d2618c,3,5,2,42.2,-1.8,262,563,786,117,30811.2,224,11334.4,458,33,240,12.0,164,339,562,20,GER
289b90cd,1,4,0,18.5,0.5,44,155,252,29,9475.2,60,2784.0,149,6,101,12.7,39,95,192,20,GER
2e7ff968,0,0,0,3.4,2.4,8,22,75,14,2115.0,25,957.5,35,1,61,15.4,9,-3,50,20,GER
3cd9e95a,1,11,2,54.8,-12.2,270,552,901,103,34147.9,297,11404.8,479,20,271,11.8,133,255,604,20,GER
420c18a1,1,3,0,47.5,7.5,180,418,1263,169,37637.4,282,9757.2,501,13,828,16.9,94,136,981,20,GER
42130443,1,4,1,32.5,-2.5,129,296,472,102,17416.8,144,7372.8,264,14,206,12.9,95,152,328,20,GER
45f6f52b,0,1,0,2.3,-1.7,10,26,53,8,1733.1,16,721.6,15,1,38,12.9,10,10,37,20,GER
47064058,0,4,2,48.5,1.5,137,391,1019,174,30468.1,262,9039.0,485,18,375,13.9,98,129,757,20,GER
5c4bf6ba,0,6,1,36.6,-2.4,129,389,594,146,21859.2,197,9692.4,347,20,231,13.6,123,192,397,20,GER
62ba5881,0,0,0,0.9,-1.1,7,16,26,8,878.8,9,387.0,21,0,12,12.0,6,7,17,20,GER
7d3e7da6,0,0,0,1.1,0.1,2,7,42,5,1008.0,10,204.0,11,0,14,14.3,1,-3,32,20,GER
7fe12375,0,0,1,14.1,3.1,52,165,324,51,11372.4,91,3712.8,184,10,152,13.9,45,74,233,20,GER
8778c910,0,6,1,34.6,4.6,139,276,1267,203,33448.8,180,5004.0,303,10,2915,23.7,28,96,1087,20,GER
9d12e142,0,7,3,34.5,-2.5,84,272,847,182,25410.0,201,6653.1,309,11,819,18.2,61,71,646,20,GER
a70b8345,0,0,0,14.3,0.3,78,172,280,37,10612.0,62,2790.0,116,4,191,17.4,35,110,218,20,GER
a92ab7be,0,1,0,19.7,5.7,64,180,324,38,11631.6,108,5162.4,160,5,100,12.6,60,72,216,20,GER
ad3389d5,1,4,0,48.1,4.1,180,498,1365,204,44089.5,232,8328.8,365,14,918,16.7,83,266,1133,20,GER
afb0c500,1,5,2,35.8,-2.2,132,394,791,109,26735.8,207,9315.0,339,22,317,13.8,119,187,584,20,GER
bb25c778,0,2,0,6.0,-3.0,34,82,95,14,3752.5,33,1811.7,75,2,136,22.8,26,49,62,20,GER
bcb2ccd8,0,7,0,36.5,2.5,117,333,1032,186,30856.8,227,7649.9,400,18,1258,18.5,74,106,805,20,GER
bf9d9070,3,6,2,48.5,-6.5,132,287,978,188,28362.0,233,6966.7,454,9,292,13.3,63,54,745,20,GER
c41f7379,0,0,0,6.2,2.2,13,46,133,26,4056.5,30,1137.0,80,4,187,17.0,10,16,103,20,GER
c89e8aae,0,0,0,11.4,3.4,48,120,202,37,7352.8,62,2728.0,104,3,195,16.3,31,58,140,20,GER
cac55e10,0,0,0,1.5,0.5,1,9,34,11,992.8,7,147.7,13,0,18,18.0,0,2,27,20,GER
cbac6ec9,3,1,0,22.2,-2.8,65,188,360,79,11556.0,118,5498.8,208,13,284,15.8,75,70,242,20,GER
ce17b5eb,1,3,2,32.1,-3.9,153,359,792,89,26294.4,145,5756.5,261,15,515,16.1,68,214,647,20,GER
db401046,1,4,0,34.3,-3.7,187,420,792,122,28116.0,178,8063.4,356,18,564,16.6,104,242,614,20,GER
dc29b608,0,0,0,1.5,-1.5,4,13,70,9,1813.0,10,310.0,20,1,52,17.6,3,3,60,20,GER
dc2e4736,0,3,3,25.2,-2.8,115,287,509,57,19342.0,112,5051.2,207,6,316,15.8,61,175,397,20,GER
dc366c36,0,3,2,42.7,-6.3,145,457,623,102,25106.9,212,11320.8,366,13,533,15.7,150,245,411,20,GER
e2d34771,0,2,0,5.5,-2.5,22,40,77,15,2556.4,24,972.0,41,1,67,13.5,13,16,53,20,GER
e8fd2e5b,0,1,0,12.1,-4.9,28,72,203,37,6394.5,48,1425.6,70,1,76,15.2,11,24,155,20,GER
07666c20,0,1,0,6.0,0.0,39,101,79,12,3705.1,44,2675.2,83,1,12,12.4,42,57,35,20,ENG
10072610,0,0,0,4.5,-2.5,18,44,108,17,3024.0,28,1111.6,63,1,11,11.0,15,16,80,20,ENG
1e43fad8,0,0,0,1.2,0.0,0,2,7,2,158.9,3,47.1,5,1,0,11.3,0,-1,4,20,ENG
2628fd2b,0,6,0,40.0,1.0,64,266,732,185,20422.8,253,8703.2,468,17,592,15.6,95,13,479,20,ENG
28d596a0,2,7,2,33.7,-11.3,83,250,892,151,25243.6,198,6474.6,343,20,560,16.0,66,52,694,20,ENG
36c2ca73,0,4,1,37.2,3.2,191,528,643,76,26748.8,178,10074.8,439,25,345,12.8,148,350,465,20,ENG
3a949a25,3,8,2,63.0,7.0,288,750,749,119,31458.0,340,19822.0,686,21,301,11.6,295,410,409,20,ENG
3bb7b8b4,1,4,1,29.6,2.6,74,183,939,178,24414.0,139,4170.0,260,14,1215,19.3,38,44,800,20,ENG
4535e4bb,0,7,2,50.2,-1.8,207,412,1201,255,34829.0,274,9151.6,526,20,356,13.7,108,138,927,20,ENG
466fb2c5,4,4,0,60.7,-1.3,183,607,843,185,33045.6,288,15408.0,591,20,290,11.6,201,319,555,20,ENG
4806ec67,3,5,3,50.2,-2.8,270,730,1115,195,44711.5,264,12804.0,510,24,335,13.4,164,466,851,20,ENG
4b40d9ca,0,7,1,45.7,-3.3,263,870,883,180,41589.3,304,19364.8,623,52,715,14.9,273,566,579,20,ENG
51a19d04,0,0,0,4.8,-1.2,4,22,37,11,1272.8,14,464.8,24,0,43,14.5,6,8,23,20,ENG
53af52f3,0,5,2,44.3,5.3,180,398,951,159,31383.0,241,8700.1,507,14,584,17.2,98,157,710,20,ENG
6385ebfb,0,1,0,4.5,-0.5,14,29,26,4,1120.6,14,802.2,34,0,50,16.8,13,15,12,20,ENG
63d17038,1,2,1,22.6,-2.4,62,232,377,63,12554.1,142,6887.0,262,7,281,17.6,92,90,235,20,ENG
76eca7e2,1,2,0,8.3,0.3,35,85,65,7,3178.5,39,2390.7,60,0,39,13.2,34,46,26,20,ENG
7956236f,0,3,0,11.8,2.8,28,98,232,48,7284.8,61,2452.2,138,8,52,13.2,30,37,171,20,ENG
79b0d6a0,1,6,1,35.5,-3.5,250,528,578,127,22542.0,283,13782.1,530,20,128,11.7,221,245,295,20,ENG
7a2e46a8,0,1,1,19.7,-2.3,85,189,778,140,21317.2,167,5160.3,299,10,1209,19.2,46,22,611,20,ENG
7ba6d84e,1,8,1,34.7,-0.3,83,262,672,153,20563.2,268,7772.0,489,10,330,15.0,71,-6,404,20,ENG
8f62b6ee,0,2,1,30.4,10.4,105,252,421,97,14861.3,150,5280.0,312,16,81,10.2,75,102,271,20,ENG
9328b835,1,2,2,32.1,0.1,189,455,480,100,20880.0,192,11251.2,382,11,82,10.3,166,263,288,20,ENG
a179d516,0,2,1,3.8,-2.2,19,52,136,17,4270.4,28,921.2,46,1,48,16.0,10,24,108,20,ENG
a6de6361,1,7,1,28.4,-5.6,112,358,431,99,17024.5,195,9847.5,379,11,157,12.1,132,163,236,20,ENG
a8a3d139,0,0,0,0.0,0.0,0,1,1,0,26.0,1,65.0,1,0,0,0.0,1,0,0,20,ENG
ab13a5aa,0,3,2,47.4,7.4,202,625,783,173,30380.4,274,15563.2,591,23,295,12.3,223,351,509,20,ENG
ba3ca78f,1,2,1,17.9,1.9,46,158,188,26,8384.8,41,2410.8,101,0,150,15.0,37,117,147,20,ENG
bdedffac,0,0,0,8.5,-3.5,33,104,128,29,5120.0,53,3026.3,80,4,9,9.9,44,51,75,20,ENG
d0b3ceb9,3,7,3,62.6,1.6,302,923,912,118,42772.8,295,18349.0,581,30,874,15.9,269,628,617,20,ENG
e082af5b,1,1,0,17.5,-7.5,38,178,181,27,7656.3,77,4273.5,139,4,204,17.0,65,101,104,20,ENG
e358587b,0,2,0,14.7,-5.3,95,202,302,51,11234.4,94,4004.4,168,8,225,16.1,56,108,208,20,ENG
e5a76dfe,0,2,0,39.2,6.2,260,833,779,106,40430.1,261,18035.1,552,20,287,12.5,254,572,518,20,ENG
e7434f04,0,0,0,4.5,-1.5,10,39,37,4,1894.4,11,764.5,20,0,0,7.0,11,28,26,20,ENG
f23f9d20,1,11,3,60.5,-4.5,169,598,1248,198,43180.8,332,12948.0,653,29,292,12.7,151,266,916,20,ENG
f76e6b4e,1,1,0,7.5,-2.5,36,99,241,51,7953.0,70,2044.0,127,7,214,15.3,19,29,171,20,ENG
fe558029,0,0,0,1.9,-1.1,2,9,23,5,671.6,7,303.8,12,0,13,13.3,4,2,16,20,ENG
03df04ff,0,1,1,4.1,0.1,7,14,37,8,1198.8,12,333.6,12,0,0,4.5,2,2,25,20,EL
068830ca,1,0,0,17.8,-0.2,29,92,115,15,4232.0,53,2692.4,76,1,9,9.6,42,39,62,20,EL
110338ae,0,0,0,1.3,0.3,4,17,25,4,865.0,8,490.4,9,0,34,17.0,7,9,17,20,EL
113fb4ea,0,1,0,6.4,-0.6,12,36,58,8,2244.6,17,843.2,23,1,152,19.0,10,19,41,20,EL
1858bbf7,0,2,0,8.1,3.1,78,205,163,28,8035.9,93,5124.3,127,2,178,17.8,81,112,70,20,EL
1c98558c,2,2,1,6.8,-0.2,24,76,119,17,4545.8,28,1509.2,51,2,349,19.4,21,48,91,20,EL
1caa93a5,0,0,1,7.7,-0.3,60,147,188,35,7444.8,66,3577.2,140,3,49,12.3,52,81,122,20,EL
1e064bfb,0,0,0,0.3,0.3,10,17,24,5,1005.6,4,272.0,6,0,0,12.0,4,13,20,20,EL
1e26e376,0,1,0,2.6,0.6,17,60,195,46,5538.0,71,1917.0,95,3,351,19.5,14,-11,124,20,EL
20b9f052,0,0,1,8.4,2.4,51,100,235,38,7567.0,72,2498.4,100,4,357,18.8,27,28,163,20,EL
213cd822,0,0,0,7.9,-2.1,45,98,135,20,5076.0,52,2719.6,85,2,50,12.6,37,46,83,20,EL
22a94b80,0,0,0,4.3,0.3,19,58,65,10,2463.5,51,2509.2,56,0,20,20.3,28,7,14,20,EL
22db7a5e,0,2,1,4.5,0.5,33,102,108,15,4633.2,45,2601.0,80,0,7,7.9,39,57,63,20,EL
2628fd2b,0,2,0,2.2,0.2,7,13,45,10,1192.5,17,520.2,29,1,12,12.3,4,-4,28,20,EL
27d902c8,0,0,0,4.5,-1.5,6,20,54,10,1571.4,16,472.0,27,1,117,19.6,4,4,38,20,EL
28a65a2c,0,0,0,2.8,0.8,10,26,68,16,2155.6,15,694.5,15,0,12,12.4,8,11,53,20,EL
2bea06e0,0,0,0,0.8,-1.2,8,16,35,9,1102.5,8,388.8,18,1,34,17.4,5,8,27,20,EL
30061f53,0,1,2,13.3,2.3,36,119,114,28,4788.0,68,3706.0,124,2,55,11.1,54,51,46,20,EL
30223b33,0,0,1,1.4,0.4,11,21,68,10,2006.0,11,493.9,19,0,12,12.2,5,10,57,20,EL
30263816,0,0,0,0.4,-0.6,12,43,38,3,2067.2,10,655.0,18,0,23,23.0,10,33,28,20,EL
31e3ab68,0,0,0,2.0,1.0,4,25,12,1,495.6,21,1161.3,29,0,0,3.0,19,4,-9,20,EL
32e7ce92,0,2,0,8.3,-2.7,28,75,131,26,4336.1,44,2028.4,66,1,203,18.5,26,31,87,20,EL
3318286e,1,2,0,6.5,-0.5,35,76,92,15,3744.4,35,1641.5,61,1,0,7.5,23,41,57,20,EL
33887998,0,0,0,4.0,-2.0,11,22,73,11,2409.0,17,460.7,37,1,23,11.7,2,5,56,20,EL
339fe0e8,0,1,0,4.8,-2.2,21,55,111,17,3873.9,33,1188.0,56,2,0,9.7,13,22,78,20,EL
34c3b935,0,3,0,6.5,-4.5,40,110,199,37,7382.9,49,2445.1,82,3,24,12.1,33,61,150,20,EL
3acadb7f,0,1,0,3.2,-0.8,22,62,89,18,3284.1,43,2253.2,72,0,0,9.5,29,19,46,20,EL
3d214e5f,0,0,0,9.5,-1.5,32,102,215,42,7073.5,71,2335.9,61,0,56,14.2,24,31,144,20,EL
4030c7ae,1,2,0,8.8,1.8,36,85,147,23,4806.9,60,2778.0,95,1,37,12.4,35,25,87,20,EL
420c18a1,0,2,0,9.9,0.9,41,94,264,26,8157.6,50,1710.0,59,3,89,14.9,15,44,214,20,EL
42ec696a,0,0,0,8.5,-0.5,29,73,107,15,4451.2,30,1701.0,43,0,123,17.6,21,43,77,20,EL
4b1793b0,0,1,0,3.0,-2.0,8,16,44,6,1333.2,12,327.6,21,0,14,14.7,2,4,32,20,EL
4f8ce0e1,0,2,0,12.3,1.3,35,119,110,13,4818.0,66,3696.0,87,1,20,10.4,58,53,44,20,EL
55bd7d45,0,1,0,13.2,0.2,46,154,178,37,7796.4,70,4130.0,116,4,6,6.8,57,84,108,20,EL
595ccab1,0,0,0,1.3,0.3,4,9,31,9,957.9,4,186.0,15,4,12,12.0,2,5,27,20,EL
5bfb7572,0,0,0,6.3,0.3,2,9,8,3,267.2,19,651.7,12,0,0,0.0,6,-10,-11,20,EL
5e91ddf8,0,3,1,5.9,-3.1,51,115,153,23,6028.2,53,2771.9,57,0,113,16.2,39,62,100,20,EL
6bd05d38,0,0,0,1.7,1.7,10,28,25,3,1252.5,9,578.7,15,0,0,17.0,9,19,16,20,EL
6bfaecc4,0,0,0,1.1,0.1,5,8,29,9,861.3,14,469.0,14,0,23,23.0,3,-6,15,20,EL
6e240751,0,0,0,4.4,0.4,16,49,97,21,2754.8,44,2006.4,61,1,10,10.2,29,5,53,20,EL
6fe5c35b,0,1,0,12.4,0.4,92,236,250,25,11675.0,87,4584.9,102,2,222,17.1,60,149,163,20,EL
73683fa9,0,0,1,4.4,2.4,21,72,96,9,3744.0,30,1650.0,49,4,62,15.5,25,42,66,20,EL
